Albedo_01,Albedo_02,Albedo_03,Albedo_04,Albedo_05,Albedo_06,Albedo_07,Albedo_08,Albedo_09,Albedo_10,Albedo_11,Albedo_12,ET_03,ET_04,ET_05,ET_06,ET_07,ET_08,ET_09,ET_10,ET_11,Id,LST_Day_01,LST_Day_02,LST_Day_03,LST_Day_04,LST_Day_05,LST_Day_06,LST_Day_07,LST_Day_08,LST_Day_09,LST_Day_10,LST_Day_11,LST_Day_12,LST_Night_01,LST_Night_02,LST_Night_03,LST_Night_04,LST_Night_05,LST_Night_06,LST_Night_07,LST_Night_08,LST_Night_09,LST_Night_10,LST_Night_11,LST_Night_12,crop,ele,forest
0.649211882,0.678164712,0.462626107,0.223895418,0.208018422,0.197197141,0.192453496,0.192460172,0.199671498,0.209287208,0.28978775,0.584669036,3.961088982,3.025170858,3.496442211,7.623872527,10.06867808,7.892985463,3.911236849,3.954656137,5.403760259,27397,255.369734,261.466882,282.100776,300.9631191,307.0203613,310.1475305,309.9250222,307.8388587,300.4444227,288.8846294,274.8912984,258.1236009,246.042079,249.36573,264.3883929,274.6723695,280.8273975,287.5747721,289.0326407,285.9041988,278.1332114,270.0474266,261.3196636,250.1335652,7,629.1414214,10
0.3396355,0.30411547,0.158927092,0.165632088,0.176408122,0.169760941,0.164478401,0.161643557,0.168772522,0.186317136,0.1986455,0.19915091,0.830953448,0.505258871,0.817453708,3.592908577,5.866976021,7.482100048,5.791425147,2.114362323,4.014593176,15798,273.928073,279.9392521,291.0541965,301.6103025,307.2968072,309.9368612,307.4015346,303.9485036,300.3641438,294.4692938,284.4382568,275.1770009,258.4961017,264.5948064,273.6386889,279.6295112,284.2051683,288.8097753,290.480575,288.7880597,283.5448593,275.0244819,267.1985291,260.7277634,7,962.4569536,10
0.638138729,0.667560955,0.447148072,0.2181997,0.207003501,0.198068771,0.191598748,0.190669799,0.19781159,0.21262355,0.286752571,0.582322064,4.561169956,2.951881398,2.534916222,4.931815698,10.23842462,9.394556012,4.175307105,4.483204442,5.896272121,27837,255.7784715,261.4410633,281.3075232,299.9280312,307.0519977,311.0970336,308.5243833,305.7362739,299.0086134,287.6089921,274.5549452,259.0994223,246.0217154,249.4363277,264.8055369,274.8150176,280.9850402,287.7813417,289.1192984,286.2045954,278.4834917,270.4684604,262.185413,251.2484845,7,516.3553416,13
0.499864912,0.507158631,0.344097978,0.154394302,0.154743885,0.157216835,0.155866825,0.158686536,0.158997514,0.164402022,0.301121625,0.467388953,4.599800517,4.239565974,7.070037075,14.03196942,13.62870586,7.410319053,4.028103119,3.441987898,4.555207079,23455,261.9951314,267.3162015,281.9924713,297.9434499,302.6150433,303.8128933,304.1888527,303.3908889,297.8377631,287.6782653,273.4431713,262.9383314,253.9259231,256.8228004,267.1309712,274.596531,279.2913829,285.0205721,286.7253827,284.6816898,278.3508553,271.3889763,264.0502427,256.126615,7,1502.864685,16
0.202864947,0.215091956,0.19033243,0.165217599,0.16376756,0.159909961,0.155804777,0.152790034,0.146079436,0.152200227,0.180106905,0.208837366,7.823072243,7.237428195,7.504838703,10.10702778,14.50272908,13.3298402,10.50041372,8.055388561,7.066625288,4509,276.1182731,281.9751634,288.8588678,296.9657015,302.0741015,304.5283569,303.9738958,300.4032958,294.6728779,289.1283071,281.3071805,275.5088715,255.8079551,258.2904022,263.9401891,269.2901204,273.7262082,279.2842954,282.5838012,280.8311443,275.2815918,269.4014501,263.1654542,257.4200198,7,2726.870897,25
0.585511072,0.602554907,0.413031386,0.136608354,0.147308538,0.162939805,0.171136959,0.163476942,0.152650212,0.149575834,0.332282668,0.542428527,6.177996875,8.30559571,19.7804754,34.69678313,24.29216119,14.32795215,6.996743516,4.602238397,5.611057455,22547,263.9201789,268.6690789,285.6249091,300.2652931,300.3379828,301.2155453,303.9200138,305.8467567,300.8920263,291.9443936,277.1927743,265.8680142,257.3978827,260.7318331,270.0501919,277.2676342,281.6952801,285.8997157,287.8979514,286.4408073,281.1946304,274.2337912,266.5453819,259.875225,8,1202.0212,5
0.628813942,0.663320231,0.377415335,0.185099459,0.185814778,0.176397122,0.17242453,0.181893776,0.194851226,0.203933921,0.35366093,0.534258991,4.179787867,3.211129206,3.945066114,13.7363904,16.40946161,6.382535445,2.833292571,3.855983526,5.561172927,22993,258.5290633,264.8075082,283.3061192,299.4305468,303.8667609,303.3188487,303.1661499,302.6411639,298.5163752,288.2871752,274.4179046,261.3089934,248.0248469,251.6934994,264.2135303,271.7248951,276.8301862,282.5045839,284.5621212,282.0372308,275.3341597,268.1203583,259.6872297,250.9043934,8,1736.167358,5
0.20933302,0.198885302,0.181379024,0.176466456,0.169591461,0.160883208,0.161259524,0.160320733,0.158162286,0.167788875,0.175399307,0.197608574,3.908143236,2.846196044,3.733760813,8.129343281,14.19374477,13.24977022,7.651871039,5.403280837,6.211952628,4550,276.8708325,284.2967351,293.6733894,302.0520552,307.4008214,308.6096338,307.9101398,305.2371195,300.4104513,293.9594004,284.5596776,277.0553919,260.3349116,264.5637117,271.9096316,278.2503764,283.6500885,288.6176314,291.4930433,289.3546472,283.64309,276.4494087,269.7661884,262.2080122,8,1251.411253,7
0.293702357,0.23435895,0.206619342,0.175134703,0.171184069,0.171934061,0.167069575,0.166861676,0.159717915,0.163288396,0.228050004,0.305451611,6.670513725,5.893128493,6.970030705,13.44453261,18.31696909,11.94458489,8.628402705,6.642048735,6.251112738,6682,275.5599838,282.6775704,291.057349,299.2463499,303.6560392,302.70533,302.9925572,302.1036752,297.6057804,291.3067834,281.8272743,274.9332938,256.2067837,259.2378995,265.330127,271.0289581,275.7290514,281.7323527,284.2031948,282.4718449,277.2692295,270.4490868,264.0338164,257.8596076,8,2360.511282,12
0.632156348,0.645986485,0.418373835,0.209708471,0.191626631,0.183446642,0.180511442,0.179529352,0.183911237,0.198409105,0.29404934,0.586249861,4.361813737,3.232997261,3.699641057,9.609744878,17.95805372,12.949759,4.695980359,3.938417523,4.807115157,28075,256.3423796,262.0259795,282.2950465,299.8821822,305.9971324,308.383139,306.5645365,304.7779331,298.496182,287.9556766,274.445596,259.684458,246.7651109,250.46156,264.8777348,274.6436636,281.1535744,287.7763642,288.7960169,285.5999792,278.3922986,270.1957091,261.6715397,251.0468694,8,505.07259,15
0.633825492,0.647738026,0.411680193,0.207626641,0.190691367,0.186927175,0.178231502,0.175081581,0.177773362,0.197738572,0.402774033,0.605118643,4.791820525,3.583565588,3.342925665,6.282693437,18.45909968,16.93259975,4.537221934,4.223790996,5.166226359,28427,257.7473397,263.8517926,280.113858,298.158231,306.3188289,310.434104,304.9846571,302.4737604,297.6409327,286.4629977,272.2872046,260.6874074,251.6481934,254.4459302,265.560959,274.5703932,280.3326632,287.1958299,288.4102793,285.1973565,278.8574783,271.6718211,263.4810782,255.6233124,8,510.2867812,20
0.303906431,0.25031251,0.215135042,0.204350657,0.196509711,0.193817085,0.189780816,0.192553441,0.184987221,0.187968484,0.226835832,0.281432898,5.855734203,5.270556766,6.166807919,10.92673575,11.89476411,8.262283945,7.028714267,5.879313952,6.020800511,6691,276.408111,284.5392604,293.9384129,301.7064446,305.3048512,305.4480375,306.619504,306.6838285,300.4341781,293.2570455,283.5241894,276.7154638,255.3829587,258.9646896,265.2049685,271.483227,276.0686396,281.7392053,284.5669259,282.7135894,276.7277767,270.3401776,263.8449478,257.3048518,9,2128.510554,5
0.731858744,0.687759622,0.374385534,0.191321925,0.191327762,0.181521559,0.184902484,0.188585021,0.194778768,0.201639991,0.317551943,0.653899615,8.178638831,7.444738246,9.155809841,15.33727394,12.25373657,8.265783327,5.004519898,4.872302628,6.157522032,23381,263.5534161,269.5689481,287.5951806,302.4934317,305.2247443,307.5552277,309.6244972,310.4781717,304.2753828,293.9893124,279.9693831,266.7046592,253.5098764,258.7593286,270.1543171,276.8711374,281.3360415,285.9917441,287.7948169,285.753358,279.9096747,273.0387436,267.1246081,257.3039844,9,1032.331338,8
0.263969903,0.257616394,0.21859604,0.210387485,0.194098815,0.178401903,0.173102941,0.173314833,0.178354837,0.200799762,0.2003712,0.230554652,3.076353815,1.988182504,2.742898352,5.58479922,8.539951907,8.932495357,5.423779428,3.890864533,5.449546153,8258,275.8246587,283.0412405,292.8529643,301.9396051,306.1043669,308.8661575,308.7749907,306.636892,301.2620644,294.0526766,283.2822874,275.8247301,258.2865995,262.9320358,269.7669753,276.3049712,282.1204046,288.1268716,291.3815866,289.0403387,282.7757653,274.9033236,268.2009562,260.4523111,9,1097.140728,8
0.623839242,0.591114502,0.314780401,0.166334233,0.167397725,0.162244073,0.161988987,0.164890462,0.171161756,0.180667394,0.278446819,0.562950271,8.626042328,7.86930548,10.61381089,22.29309679,22.4083605,14.42702663,6.829556037,4.902290103,6.233716586,23383,265.3767129,270.758778,287.7894219,301.866853,303.5674375,303.9320234,304.267846,305.0322528,300.1869437,291.6477275,279.687938,267.8792908,255.8439953,260.2381067,270.3796962,277.2407526,281.7344361,286.0211633,287.8552106,285.964785,280.5344068,273.7437823,267.3750534,259.3660016,10,1121.800553,5
0.26731559,0.261153267,0.223573301,0.218706478,0.197758461,0.179494171,0.175651055,0.174897813,0.18021699,0.199549387,0.199022452,0.237140402,3.099477122,2.013044768,3.075278227,6.596338866,9.677938981,9.472170303,5.394845974,3.871919098,5.504718749,7931,276.0641532,283.5714391,292.8342105,302.280198,305.9390229,308.4597898,308.5498735,306.2995418,301.2935593,294.0576626,282.707848,275.843756,258.0916625,262.545954,269.4441894,276.0619658,282.0148549,287.8794321,291.2505404,288.8276159,282.4833298,274.7964184,268.4519841,260.3488516,10,1099.06208,5
0.627241476,0.601065286,0.326734005,0.153405922,0.158380609,0.1565587,0.163968089,0.163712414,0.165315608,0.168487813,0.249172277,0.548550666,8.389298305,7.750531575,9.883008794,23.3077465,29.20783056,21.24726534,8.682597552,4.837315975,6.30792508,23382,263.2649985,269.8010412,287.3914795,302.5088816,305.2035338,304.95942,304.0357242,303.9449563,299.5427187,291.6161847,279.7216402,266.4894414,253.3531141,258.4955898,270.1520274,277.1196651,281.6464569,286.1589113,287.7291025,285.6267807,279.9525674,273.1804211,267.2111122,257.219887,10,1052.038582,7
