Albedo_01,Albedo_02,Albedo_03,Albedo_04,Albedo_05,Albedo_06,Albedo_07,Albedo_08,Albedo_09,Albedo_10,Albedo_11,Albedo_12,ET_03,ET_04,ET_05,ET_06,ET_07,ET_08,ET_09,ET_10,ET_11,Id,LST_Day_01,LST_Day_02,LST_Day_03,LST_Day_04,LST_Day_05,LST_Day_06,LST_Day_07,LST_Day_08,LST_Day_09,LST_Day_10,LST_Day_11,LST_Day_12,LST_Night_01,LST_Night_02,LST_Night_03,LST_Night_04,LST_Night_05,LST_Night_06,LST_Night_07,LST_Night_08,LST_Night_09,LST_Night_10,LST_Night_11,LST_Night_12,crop,ele,unuse
0.27264623,0.234943441,0.21681919,0.207030617,0.199611935,0.190874727,0.186741231,0.186904494,0.192984666,0.206163757,0.222938526,0.266825976,1.878309062,1.319320722,1.991587838,4.916673674,6.369815341,6.62921875,3.878262481,2.014983515,3.835209028,12532,274.5374528,284.6163708,296.7352816,306.912298,314.0055894,317.3117793,318.171971,315.059626,307.9097828,298.3199008,285.5813577,274.9735,255.9314596,261.6283958,269.3098633,276.1365058,281.1057528,287.4148408,290.2580533,287.7960077,280.7401841,272.0859247,264.8000826,257.6291574,42,1262.609033,12
0.576140557,0.551412237,0.271374353,0.145929054,0.14410583,0.145016404,0.148116298,0.148724043,0.148833928,0.154700051,0.189706069,0.534064694,5.75262373,3.641263134,2.265232582,4.250015754,5.938749528,5.492455739,3.874033099,3.95570701,6.10958732,25193,260.2423054,268.3854075,290.839624,305.7579615,312.8016408,316.7857638,314.9850816,312.2130371,304.6202648,293.4393594,280.904376,263.8447603,251.4591408,257.4723373,271.5990793,280.2999573,286.0615464,291.1626372,292.6879857,290.5029047,283.6637118,275.24207,266.7795925,256.0449126,42,379.8193548,13
0.393229802,0.293251267,0.222328548,0.204221206,0.199502842,0.193678363,0.192084257,0.191473867,0.192400598,0.19787433,0.21613243,0.347269464,3.392776929,2.638867623,2.609990553,4.341808576,6.965350598,6.826639428,4.607169978,3.195425195,4.205079731,9593,273.5985806,284.8431765,298.3811235,307.5772157,314.4090661,318.9118203,320.686621,316.8497638,309.0859671,299.3089604,287.6685136,275.543196,258.9134505,263.8953245,271.1854781,277.4437728,282.5254869,288.3800245,291.4511834,289.281199,283.0051368,275.0963927,267.7579246,260.5046311,40,1627.504202,15
0.506503292,0.469996611,0.223316041,0.220239978,0.217514076,0.214563567,0.215774144,0.216537664,0.220839269,0.228004749,0.253108494,0.401286704,2.961079119,2.172102909,3.115207538,5.21969499,5.423204934,5.041317979,2.960072586,2.442536113,5.096178917,18510,269.4706767,279.9175829,295.5910409,304.7444301,310.3947173,314.6112714,315.4584002,312.1452774,305.0571242,296.0020365,284.0541285,272.6164882,255.0103516,262.983438,272.1272971,278.6031249,283.0984165,287.6340106,289.962452,288.3329854,283.0236387,274.5807251,267.4580995,258.5204694,52,1227.23695,18
0.626906041,0.634335024,0.33194282,0.168754906,0.164765429,0.164327999,0.16469787,0.168255697,0.17282333,0.175496438,0.220252178,0.520660456,3.020024241,1.752947419,1.253178947,1.492601941,1.457549852,1.34616981,1.389012957,2.660836914,5.850067262,25387,255.8005735,263.5170557,291.0576915,309.0545089,316.7821379,322.195469,321.9605683,319.2868473,309.4552356,294.8149723,279.5091026,260.148735,245.6677375,251.0822242,269.1417491,278.5516652,283.915655,289.9655084,291.5635561,288.3904484,281.1867733,272.6119505,263.9649179,251.1919118,40,329.2571888,19
0.292373582,0.191560485,0.144885754,0.137251253,0.132203264,0.128249364,0.126263705,0.130212663,0.133801853,0.140158385,0.14697842,0.227620558,0.67037037,0.463636364,0.770588235,0.990277778,1.316883117,1.948051948,1.692207792,0.88,2.777419355,21551,274.0267079,286.9137702,301.917917,312.4547861,319.752004,325.9783357,327.5097521,323.3890829,314.0216595,301.9683981,288.1396021,275.858965,260.1046642,268.0654207,278.7017028,287.0834919,292.9971466,299.381394,301.3188637,298.6954279,291.1903761,281.1907179,271.4764166,262.1971807,40,85.10284617,21
0.321190243,0.253230397,0.231693144,0.226981424,0.222064531,0.214084925,0.212338854,0.210678573,0.212769622,0.224432722,0.229655706,0.269819537,4.179112199,3.295715974,3.148946974,5.382974524,8.439980575,8.518560455,5.915985327,4.192671541,4.974184524,8184,276.108374,285.7992869,296.335567,304.9808125,311.0813895,312.9039829,313.5537731,310.5335995,304.5290039,296.6011763,285.9135561,277.3064945,257.5638231,261.7731718,269.3640614,275.7317841,280.5878342,286.4195422,289.1178083,287.1621885,281.0213121,273.123138,265.8579257,259.0680063,49,1572.026095,23
0.136517526,0.157171722,0.203076925,0.174436615,0.127617166,0.104596629,0.104221233,0.102885284,0.100680201,0.114651201,0.148635089,0.14305444,6.437212145,5.644404014,6.232392823,8.599831544,12.81784281,11.98785123,9.523390417,7.055436105,6.659845496,6417,267.7106946,271.4328112,277.2398824,282.3806072,286.6698841,290.1842016,292.7774375,290.2221983,285.6928927,279.2197816,272.5396685,268.0459626,255.9573694,257.292589,262.380128,267.2837193,271.1766152,275.9679889,278.8835039,277.7128461,273.3408392,267.4364982,261.9336245,257.2284256,5,3473.541985,5
0.592271501,0.606912175,0.410500521,0.174695733,0.171052619,0.175212339,0.177274617,0.180961129,0.18262568,0.194329806,0.411783492,0.605034545,6.096533338,5.384525883,4.249443078,3.67788624,3.011593166,2.343949152,3.196604456,4.638260699,5.89276255,28109,258.4925127,263.3550454,279.2552391,296.8966973,304.3220547,310.4425426,311.1489692,308.8196713,299.0480679,285.7168526,269.8833058,259.6446307,252.6715081,255.4761578,266.1447823,274.3836537,279.8428559,286.059972,287.5500006,285.2926998,277.6731334,270.4687636,263.1680589,255.5664463,5,907.2369579,6
0.532023596,0.361222204,0.219882146,0.201853706,0.197845194,0.19280198,0.199244396,0.19945594,0.202366535,0.222301188,0.233046947,0.515857815,0.53559322,0.660655738,2.893150685,5.015384615,6.352631579,7.117948718,6.61625,2.7,1.888333333,7181,276.9877888,288.9432866,302.2267507,309.5087978,315.0304077,318.5078458,320.4915942,317.7069702,311.1845485,301.8005102,289.49225,278.2940836,257.8165699,264.3439446,272.8314791,279.9665232,284.5410673,289.8350015,292.5530286,290.2118665,283.9408554,274.5107157,266.3576555,259.0183099,5,1014.940654,7
