FID,Id,Field1,Unnamed__0_x,LST_Day_01_x,LST_Day_02_x,LST_Day_03_x,LST_Day_04_x,LST_Day_05_x,LST_Day_06_x,LST_Day_07_x,LST_Day_08_x,LST_Day_09_x,LST_Day_10_x,LST_Day_11_x,LST_Day_12_x,LST_Daymean,Name,flag,Id_1,LST_Night_01_x,LST_Night_02_x,LST_Night_03_x,LST_Night_04_x,LST_Night_05_x,LST_Night_06_x,LST_Night_07_x,LST_Night_08_x,LST_Night_09_x,LST_Night_10_x,LST_Night_11_x,LST_Night_12_x,Unnamed__0_y,ET_01_x,ET_02_x,ET_03_x,ET_04_x,ET_05_x,ET_06_x,ET_07_x,ET_08_x,ET_09_x,ET_10_x,ET_11_x,ET_12_x,ETsum,Albedo_01_x,Albedo_02_x,Albedo_03_x,Albedo_04_x,Albedo_05_x,Albedo_06_x,Albedo_07_x,Albedo_08_x,Albedo_09_x,Albedo_10_x,Albedo_11_x,Albedo_12_x
25387,25389,142,165,-1.0080986,-0.7632567,0.2006311,1.6893413,-0.7276915,-4.0829047,-5.6177916,-3.974579,-0.9831178,-0.5482207,-0.643304,2.3226493,-1.178028575,Beijiang,1,25389,-0.0500775,-0.9891572,-0.3015767,-0.0280946,0.9337973,0.3487799,-1.2874062,-1.0612162,-0.8635436,-0.4150076,0.1820805,0.2774075,163,0,0,0.046374415,0.062980714,0.006508776,8.054850947,12.72015546,14.55165787,4.736331019,0.012235106,-0.169549833,0,40.02154447,0.013493745,0.035528816,0.041477983,0.013569815,0.015323822,0.013450711,0.018343622,0.020182871,0.014983593,0.032537512,0.017158424,0.026980217
25685,25687,157,181,-0.1330137,-0.3153094,-0.9033955,0.0515617,-2.3069122,-6.1748671,-7.389252,-6.031315,-2.0604893,-1.2727512,1.1494556,-0.7083108,-2.174549908,Beijiang,1,25687,0.0989263,-0.1439907,0.6896645,0.7422058,1.5834476,1.0177033,0.2713383,-0.0404102,0.3493042,-0.2643473,0.128796,1.3030777,179,0,0,-0.17935297,0.262816852,0.119841205,4.898105194,6.052344065,8.737267582,2.840491019,0.292994874,-0.115707716,0,22.90880011,-0.029814346,0.004221726,0.001436102,-0.003577202,-0.002591369,-0.003032916,-0.001029936,-0.001905049,-0.002422772,0.015180876,-0.021081376,-0.074257116
25936,25938,171,198,0.1302707,-1.0360142,-0.1487452,-0.7363123,-1.0235935,-1.3511347,-2.2977014,-2.9493214,-1.2282484,-0.0776224,-0.9529259,0.521449,-0.929158308,Beijiang,1,25938,0.5763749,-0.186988,-0.2064351,0.1033418,0.8338376,0.6158008,0.0524077,-0.0557616,0.207352,0.0683337,0.2735303,0.682022,195,0,0,-0.984455096,0.119801068,0.038650597,1.568220379,2.376903256,3.677051112,1.582014781,-0.042494509,-0.26565602,0,8.070035568,-0.043912036,0.042841732,0.010998632,-0.003495321,-0.000077993,-0.005198576,-0.0065825,-0.004884436,-0.003729678,0.019224028,0.106691606,-0.053653452
26575,26577,45,53,1.8568653,0.7928984,-0.2192686,-0.0510834,-0.780429,-0.8270154,-0.1835641,0.5071162,0.6207075,0.366957,1.7435366,0.7728135,0.3832945,Beijiang,1,26577,1.225493,0.6071864,0.1858629,0.3868649,0.2120032,0.2228059,0.2165939,-0.0142705,-0.2576006,0.272925,0.0821574,0.2301363,52,0,0,1.114806898,0.31549959,2.72837515,0.91462707,-2.401569975,-3.413160792,-0.508078887,0.106930112,-0.146709778,0,-1.289280612,-0.024821161,-0.01900447,0.010128316,-0.032343689,-0.003338255,-0.005391045,-0.005154491,-0.000642894,-0.010223282,-0.009920455,-0.006215797,0.038894958
26672,26674,71,86,0.1944071,0.0633378,-0.24463,-0.3377063,-0.3505768,-0.3650178,0.0788159,-0.0056924,0.1073232,0.1011106,0.3046782,0.2475139,-0.01720305,Beijiang,1,26674,0.2201937,0.0411307,-0.0239563,0.0438435,-0.1655452,-0.1496634,-0.0963126,-0.1786998,-0.1437903,0.1237747,-0.493858,-0.0523891,84,0,0,0.122811503,0.215007886,0.93742415,0.21761179,-0.107904961,-0.425612469,-0.323533871,0.073565023,0.042599136,0,0.751968187,-0.027310601,-0.009099441,-0.00252826,-0.002948466,-0.003057865,-0.00150509,-0.002076651,-0.004003908,-0.002045954,-0.009064822,-0.006181003,-0.003493713
26673,26675,73,88,-0.1418053,-0.1834345,-0.0231767,0.0404909,0.6323092,0.9111441,0.656474,0.9247507,0.7523738,0.2219983,-0.2044133,0.2956174,0.323527383,Beijiang,1,26675,0.6027149,0.5111402,0.0886864,0.2346313,0.2680115,0.1287768,0.5435526,-0.4173453,-0.0528499,-0.1726406,-0.8204406,0.027846,86,0,0,0.346598717,-0.835722483,0.37068624,-2.88259916,-3.362439603,-1.063812558,-0.252875972,0.151518843,0.219101364,0,-7.309544612,-0.014767187,0.008367135,-0.015011403,0.006350367,0.000841893,0.00055688,0.007480937,0.009477317,-0.0089799,-0.007028189,0.000494201,0.014032444
27306,27308,29,35,-0.4383197,-0.0976908,0.1280958,0.068995,-0.5510948,1.9099061,1.8330282,0.373554,0.9066922,-0.13741,-0.340443,0.3475386,0.333570967,Beijiang,1,27308,0.630458,0.0640519,-0.4116128,-0.4669306,0.3102453,-0.263174,-0.105815,0.3172043,0.0977745,-0.576277,-0.3058033,1.1193827,35,0,0,-0.393877997,0.076213139,-0.24940666,-1.2918265,2.475864407,1.69229064,-0.077632572,0.135100537,-0.06064097,0,2.306084024,-0.000372779,-0.004729816,-0.009173518,0.001319395,0.000627069,0.004729718,0.01103362,0.00698985,0.005401101,0.003737688,0.016040343,-0.0213235
27337,27339,109,130,-0.0810719,0.4541924,-0.3754239,-0.2994407,-0.6970283,-1.3572487,-0.9403988,-0.6018664,-1.1374236,-0.3869409,0.2031702,-0.4002139,-0.468307875,Beijiang,1,27339,0.20499,-0.4859802,0.2450649,0.3566568,0.1967978,0.0990687,-0.003298,0.1065144,0.1668147,0.0230242,0.133698,-0.097244,128,0,0,0.04220332,0.322276166,1.651626594,5.565024301,6.850382922,4.054744816,1.165486079,-0.021032314,-0.056693207,0,19.57401868,0.000570599,-0.003710086,0.009859179,-0.01215061,-0.010057893,-0.013277079,-0.012882315,-0.017527768,-0.014329882,-0.009866435,-0.045525412,-0.005201322
27347,27349,82,99,0.1960542,-0.0016143,-0.28353,0.3573083,-0.4297861,-0.9101364,-1.8767027,-0.4057054,-0.9993144,-0.8170724,0.0957889,0.3449656,-0.394145392,Beijiang,1,27349,-0.1220983,-0.2971112,0.3448123,0.219,0.0480034,0.3854829,-0.0133944,0.3583381,0.0865975,-0.2790278,-0.2130406,-0.1343317,96,0,0,-2.469036553,-0.226211117,0.30842084,5.52676177,10.82367787,5.878697069,1.314381018,0.23697472,0.004873439,0,21.39853906,-0.023820056,-0.021478282,-0.01018426,-0.00291451,-0.006603183,-0.007541563,-0.004442124,-0.00694382,-0.0036487,0.007939803,-0.013577955,-0.012171595
27441,27443,85,102,-0.8698386,0.1014246,-0.6123906,0.2597963,0.2643131,-2.4639342,-2.5445318,-2.2624726,-1.6579659,-0.8701472,0.043527,-0.2919778,-0.908683142,Beijiang,1,27443,-0.1962157,-0.4372107,0.1067097,0.306033,0.3364349,-0.0894612,-0.1372983,0.084448,0.2507281,-0.356377,-0.0647414,0.1927812,99,0,0,-2.139044644,-0.886664299,1.582688349,2.99486843,10.13769627,11.63172535,2.2371013,-0.23710494,0.007132535,0,25.32839835,0.014332176,0.021776696,0.016025972,-0.005039418,-0.000861951,-0.002774221,0.000268161,-0.001750331,0.000005495,0.002813251,0.014925752,0.014760878
27832,27834,115,136,-0.5664463,0.0172416,3.2111922,6.9483056,6.7637835,6.0751492,3.3132806,3.315251,2.8366065,0.8927714,-0.0491832,-0.7630254,2.666243892,Beijiang,1,27834,-1.2678984,-0.628769,-0.9562946,-3.1616442,-1.8779383,-1.4992792,-0.9628903,-1.0596374,-1.3034607,-1.5046812,-2.1265842,-0.526126,134,0,0,-0.309306513,0.011583476,-2.805102188,-6.92700845,-1.315222694,3.666604379,-0.453698148,0.032536427,-0.254291194,0,-8.353904905,0.034413897,0.027904439,0.063216554,0.056771037,0.052342458,0.048456509,0.05111598,0.04022652,0.039729186,0.037305456,0.043078796,0.00326638
27898,27900,168,195,0.3734158,-0.1019958,1.3147663,1.9793395,1.7082087,2.163713,1.3832136,0.7871856,0.7379952,0.0517687,-0.2730488,0.1347121,0.854939492,Beijiang,1,27900,-0.7016884,-0.2475473,0.2340576,-0.8688638,-0.1437937,-0.0836396,0.1306337,-0.0799257,-0.364865,-0.2328205,-0.8058436,0.2736339,192,0,0,0.046156361,-0.022717328,-1.27341702,-3.674056754,0.515216676,2.519705513,-0.117193937,0.280427612,-0.158671784,0,-1.884550661,-0.021363217,-0.000077751,0.06236975,0.007740666,0.010764357,0.014144735,0.0145745,0.011140087,0.008127346,0.004212228,-0.021780405,-0.010288758
27899,27901,113,134,0.0762854,0.5783179,-0.0237405,-0.4951786,-0.2195559,0.1204378,-1.6290383,-1.1765297,-0.2093163,-0.5843831,0.4710057,0.315731,-0.231330383,Beijiang,1,27901,0.4658955,0.0891406,0.5023205,0.0631013,0.3227411,0.0284334,-0.2355728,-0.196249,0.1381913,0.3625855,0.1233648,-0.4603382,132,0,0,-0.466799335,0.01060579,-0.4461592,-0.56801802,4.595619751,3.790231781,0.044189903,0.280053168,0.088751815,0,7.328475653,0.023983191,-0.004451526,0.007823861,0.004450063,0.011790857,0.005842556,0.007349501,0.002577454,0.001437411,-0.001326494,-0.007692089,-0.001208611
28181,28183,30,36,-0.4472293,-0.1473529,-0.6101655,1.6286505,1.0917758,0.0958199,-2.186452,-1.1189017,0.2740696,-0.7329016,0.6629388,-0.0421063,-0.127654558,Beijiang,1,28183,0.5695109,-0.4093288,0.2383973,0.5514335,0.1405886,0.201359,0.0969363,0.0072108,0.2892577,0.081331,-0.3388174,-0.3953909,36,0,0,-0.068228674,-0.039986169,0.065220094,1.650447635,11.17349845,1.544796803,-0.228375705,-0.161961216,-0.141128976,0,13.79428224,0.041720976,0.043383855,0.034640018,0.023332455,0.020149622,0.014112779,0.014048668,0.014856599,0.019595602,0.016262913,0.003322491,0.043070034
28189,28191,46,54,0.6841304,0.8637874,0.2418094,0.0889525,0.6749416,1.6789867,-0.314393,-0.1163029,0.2699904,-0.2349784,0.7858313,0.5502849,0.431086692,Beijiang,1,28191,-0.6466854,0.3017302,-0.0649585,0.9118138,0.5954743,0.1920772,-0.6124504,-0.1604352,-0.0947514,-0.7972267,-0.4005946,-0.1735943,53,0,0,0.335551328,0.306815627,-0.014300095,-0.624903965,0.728469713,4.80194824,0.023548148,0.099998449,-0.277203493,0,5.379923952,0.00480435,-0.034578887,-0.035432731,-0.01256536,-0.001890781,0.001796407,-0.003376293,-0.002649499,-0.006930201,-0.002332503,-0.010867659,-0.044532812
28294,28296,120,142,0.3964839,0.3575881,-0.2540252,-0.6479822,-0.1150715,1.4673393,-1.1464185,-0.2701026,-0.77456,0.0925372,0.4925322,0.2680822,-0.011133092,Beijiang,1,28296,-1.649879,0.1701869,0.4277735,-1.0561332,0.0871539,-0.216843,-0.3743908,-0.0824741,0.5579039,-0.3715418,0.0442639,-0.016212,140,0,0,-1.2385176,0.151052909,-1.616983754,-3.57210564,4.984366127,4.060983247,0.127994892,-0.148365989,-0.080894268,0,2.667529924,-0.019202225,-0.016860336,-0.016385,0.000914127,0.008262444,0.008290532,0.014114958,0.011039586,0.014843481,0.021639002,-0.003000549,-0.02694439
28296,28298,117,139,0.1836815,0.183824,-0.720574,-1.7007089,0.5328872,2.0926304,-1.4957743,-0.9826751,-0.8798497,-0.2868197,1.8574481,1.5357875,0.02665475,Beijiang,1,28298,-2.2451108,-0.1899364,-0.570068,-1.1508505,0.1126061,-0.2404256,-0.0906198,-0.1376758,0.4142932,-1.5767782,-0.8469264,-0.7338506,137,0,0,0.173125698,0.743909064,-3.018637951,-7.48524556,4.824066566,7.744494601,0.405778599,0.709811405,-0.587888733,0,3.509413689,-0.050124398,-0.011767754,0.039338045,0.022371301,0.003350039,-0.002710748,-0.002670444,-0.00335961,-0.003740437,0.023251053,-0.057561417,-0.012649468
28334,28336,93,112,-0.2864168,-0.5155841,-0.6754024,-1.261058,-0.930088,1.1598764,-0.8486128,-0.4635613,-0.9717463,-1.4931408,-0.5572718,0.9577895,-0.4904347,Beijiang,1,28336,-0.56364,-0.2006843,1.2133123,1.40278,0.4317756,0.7776655,0.4278944,0.4747252,-0.0157736,0.527913,-0.1075648,0.2555972,110,0,0,1.190808287,0.118222074,-0.52972421,-3.018648812,-2.872933228,0.34796911,0.773548455,-0.114718516,0.140167738,0,-3.965309102,0.03737097,0.026819159,-0.008162025,-0.002128213,0.012433177,0.003290304,-0.005416542,-0.003089699,0.003871462,0.00655947,0.039984894,0.028017816
28427,28429,28,34,0.3509211,-3.7088364,-0.5598454,3.3591581,1.9912821,1.8346723,0.9278888,0.4772614,-0.2150542,0.1013617,0.580084,-0.8622545,0.356386583,Beijiang,1,28429,0.3017076,-0.1519726,1.0456065,-2.3105635,0.4296791,0.7773764,-0.2384795,0.0605719,-0.0315504,-1.2239404,0.0365968,-0.2621374,34,0,0,0.152684104,0.471131295,-1.909317567,-3.08669284,2.185813939,4.032269391,0.77014861,0.196396859,-0.084507067,0,2.727926724,0.030759411,-0.021040207,-0.008122788,0.02257916,0.013296682,0.014737379,0.00861405,0.006099204,0.004176048,0.023182002,-0.004204727,-0.017519769
28428,28430,95,114,-0.3164282,-1.2908263,-0.0834677,1.0891166,1.127897,2.0487982,-0.8916773,-0.6888454,-0.4909632,1.2422192,0.3061917,0.913279,0.2471078,Beijiang,1,28430,0.5363037,-0.0568592,0.7666792,-0.041229,0.7608219,0.2404495,-0.1642671,-0.3671929,0.0193471,-0.2457919,-0.1929741,-0.0534122,112,0,0,0.043195592,0.65213974,-0.454486519,-3.364754565,1.443494596,4.287094929,-0.006781406,0.205418085,-0.470562496,0,2.334757956,-0.018590029,-0.005173061,-0.019048174,-0.010112405,-0.001547959,-0.001628795,-0.006034773,-0.003162546,-0.006748454,-0.00597316,-0.004453326,-0.034030016
28468,28470,6,9,0.1781527,-0.3510211,-0.676366,0.4384877,0.8182901,1.5133283,0.3312371,-0.2270174,-0.219202,-0.481293,0.8079007,0.183225,0.192976842,Beijiang,1,28470,0.040485,-0.0479284,-0.3034472,-0.829506,-0.0705251,-0.1537024,-0.2304131,-0.1249008,-0.2315862,-0.5415724,-0.6494615,-0.5816236,9,0,0,-0.067027546,-0.026849377,-1.551673959,-5.20696066,0.76228968,2.051535404,0.107074891,0.084620192,-0.095303739,0,-3.942295114,0.039053958,-0.005143102,0.012950826,0.020355434,0.017308944,0.020390297,0.01478871,0.014314356,0.011993124,0.019109633,-0.005197362,0.004019836
28469,28471,122,144,0.5011536,-0.2925229,-0.7899555,-0.7343923,0.01712,1.098138,-0.549317,-1.6530393,-1.5811258,-1.2687663,1.9653477,1.1234393,-0.180326708,Beijiang,1,28471,-0.586686,-0.4327329,0.5741423,-0.9924024,-0.2004107,-0.1600547,-1.202964,-0.0898553,-0.0209941,-0.6266682,-0.6588508,-1.9296927,142,0,0,1.047501793,0.565300155,-0.696709056,-3.199481011,1.91303023,6.245898917,0.379945144,0.240520441,-0.557775396,0,5.938231217,-0.004635896,0.018586888,0.000779795,0.050874922,0.017165255,0.01592889,0.011172701,0.011046501,0.006441047,-0.004163065,-0.030037918,-0.022822273
28471,28473,58,71,0.2277136,0.2661292,-1.6958916,0.0506931,0.3035145,0.5983202,-0.5772425,-0.2069137,-0.4565322,0.2048506,-1.1579923,0.0495041,-0.19948725,Beijiang,1,28473,0.2484796,-0.6096174,-0.0411702,0.2415693,-0.1317438,-0.148272,0.1364709,-0.1648914,0.0058872,0.2927286,0.0456315,0.5631967,68,0,0,0.073326326,-0.251556315,-1.447541229,-0.32926375,-0.1798722,0.79909011,-0.005321652,0.054394248,0.37596351,0,-0.910780952,-0.006668811,0.011703313,0.035104815,-0.007582695,0.001618943,0.002160814,0.001237655,0.001764408,0.000471033,0.003324577,0.014187455,0.009010937
3048,3049,53,66,-1.0734593,-1.23225,-0.2118643,-1.1336409,-1.2370061,-1.0725563,-0.5468841,0.5555024,0.6283508,-0.9729635,0.6690943,-0.2699784,-0.491471283,Nanjiang,2,3049,-0.2366027,-0.3770021,-0.327235,-0.7146873,-0.3226166,0.5586885,-0.5331109,-0.1812484,-0.0671136,-0.4559633,-0.7172989,-0.3442649,63,0,0,0.015680503,0.201516517,-0.649066331,-1.217921497,-1.656743596,-0.298756142,-0.231193694,-0.490958816,-0.620238096,0,-4.947681152,0.018677148,-0.017221532,-0.004624326,0.000229901,-0.002011449,0.001812829,0.004128491,0.006374091,0.00879472,-0.004148697,-0.005751646,-0.012421518
3052,3053,110,131,-1.4516632,0.7282907,0.5607378,0.5739279,0.1788728,0.4336315,0.8050171,2.5816191,1.2530642,0.9046676,0.5730909,0.3378112,0.623255633,Nanjiang,2,3053,0.3562014,-0.1069757,0.3800824,-0.0287891,0.3833519,0.6278965,0.7219056,0.4123157,-0.0596516,-0.1809199,-0.508115,-0.4314589,129,0,0,-0.214907578,0.180791722,0.325856236,-0.76595661,-1.261862123,-0.217577247,-1.129300408,-0.335614184,0.042985231,0,-3.375584961,0.034311684,0.021875249,0.007902885,-0.004065604,-0.008871937,-0.012482921,-0.001002943,0.003057566,-0.001535228,0.001006088,0.006081433,-0.002268816
3447,3448,105,125,-2.2543334,-2.8427208,-1.8072669,-1.2358014,-2.4076666,-3.2793348,-2.9107705,-2.4611297,-2.7348294,-2.2933225,-0.9137779,-1.6693395,-2.234191117,Nanjiang,2,3448,-0.9372206,-0.224909,0.5394154,-0.2707315,1.151744,0.2323045,-4.0560011,-0.6455272,-0.6641425,0.5130278,0.1940077,-0.2184932,123,0,0,-0.132867988,0.576699637,0.735591813,2.240567141,1.748960974,1.452849179,-0.560558001,0.002814916,0.055625961,0,6.119683632,0.044783378,0.012509871,0.018210487,-0.000723298,0.001588224,-0.002838966,-0.003584385,-0.008131695,-0.012414156,-0.006012247,0.003013309,-0.013956489
3688,3689,78,93,0.7354034,-0.9791255,-1.0348556,-0.9230558,-1.8117849,-2.1775237,-2.221275,-0.983439,-1.748713,-1.0677285,-0.8699981,-0.1444039,-1.1022083,Nanjiang,2,3689,1.7086583,1.2419267,1.3663906,1.381126,1.107349,1.2340621,0.7952383,0.9764532,1.42011,1.2393516,1.4286051,0.8201579,91,0,0,0.04690188,0.464040993,1.832097954,3.18470248,1.120595506,1.032712573,1.299857405,0.474919254,0.545122968,0,10.00095101,-0.033023397,-0.0055769,-0.006028972,-0.008830468,-0.015307721,-0.014107515,-0.014296419,-0.015635061,-0.014348369,-0.018274049,-0.011159671,-0.008410492
5046,5047,52,64,0.064051,-1.0647629,0.8575139,0.2299712,-0.2800738,-0.0093111,2.1065522,1.3311545,0.6370966,0.5179717,2.1715163,-3.222425,0.278271217,Nanjiang,2,5047,0.8434847,-0.359399,0.5833655,-0.6415944,1.1405273,0.5572312,-1.3427554,0.2156117,-0.3783912,-0.0540508,-0.6437398,0.1484919,61,0,0,-0.180208877,0.094112122,0.541775627,1.945838919,3.312011446,2.128313997,1.001324291,0.027666962,0.010295265,0,8.881129752,-0.08049012,0.037797618,0.005229577,0.011115604,-0.012053698,-0.00348659,0.002851362,0.002599922,-0.004325357,-0.004605806,0.005088666,0.044598745
5854,5855,61,74,-1.4434128,0.9753648,0.2725468,-0.9373223,-0.3306209,0.1916445,1.1784869,0.1853857,0.2696339,0.4386259,0.5164345,-0.3108466,0.0838267,Nanjiang,2,5855,0.2462119,0.5600214,0.0668951,-0.0258139,0.5976518,0.6694747,0.0916446,0.0202445,-0.1538906,-0.0671827,0.0117906,0.2387599,72,0,0,-0.033193987,-0.040061371,0.821682488,0.895038418,0.605409721,1.262422737,0.65688239,0.080847988,0.304777391,0,4.553805775,0.026489025,0.01856509,0.009140752,0.003117101,0.006027769,-0.001422501,0.002121619,-0.003162484,-0.004601307,0.00015335,0.002441505,0.010604895
6790,6792,7,10,0.8480759,-0.6682254,-0.3718158,-0.0400014,-1.4492526,0.2772834,0.0424297,0.7439162,0.6399412,0.301255,0.2829659,-0.0963348,0.042519775,Nanjiang,2,6792,0.1258884,0.1154847,-0.2730583,-0.101464,0.3503011,0.1050991,0.0447525,0.3891783,0.1171855,0.1995644,0.0097721,-0.3929669,10,0,0,-0.051085173,0.421750053,0.988503151,1.352107168,0.081015077,0.287138964,-0.186436283,0.073384341,-0.344201851,0,2.622175447,-0.018285646,0.005998735,-0.00391501,0.002542703,0.000207624,-0.000262687,-0.000658972,-0.002505226,-0.001154891,-0.000626271,0.000558284,0.004632971
7071,7073,145,169,0.0837351,-0.0296781,0.4280732,0.1126954,-0.5588075,0.031496,0.9308377,0.7089491,0.4262289,-0.4210351,-0.124944,-0.423288,0.097021892,Nanjiang,2,7073,-0.0772824,-0.2207916,-0.6407963,-0.3120491,0.1363172,0.0155695,0.4405396,0.8225727,0.5825614,0.4451065,0.7907385,0.2582685,167,0,0,-0.028696464,0.168825788,0.186696126,-0.608509406,-2.445173679,-2.77439853,-1.951910579,-0.211976662,-0.504851224,0,-8.16999463,-0.03176776,-0.008616211,0.009480998,0.00203343,-0.006974836,-0.004007547,-0.002488617,-0.005466912,-0.00609955,-0.000811283,0.002876205,0.004460945
7974,7976,178,206,0.6889394,2.272017,1.1615067,-0.5318306,-0.1043039,0.0237369,-1.0529922,-0.6885957,-0.5396384,-0.170482,-0.2731094,0.0339508,0.06826655,Nanjiang,2,7976,-0.4042823,-0.4353672,0.3157216,-0.8896412,-0.332549,-0.3037427,-0.2070782,0.5514464,-0.6535247,-0.3493411,-0.5642263,0.1240809,203,0,0,0.138015966,0.203946986,0.596042212,1.905502242,3.378307615,3.541303126,2.047536109,0.302127581,-0.325347078,0,11.78743476,0.007393097,0.011437944,0.002188029,0.01863063,0.013675119,0.00397581,-0.001731663,0.002665313,0.003792264,0.000875305,0.00113418,0.005679403
7977,7979,94,113,1.4122666,2.3748826,3.0966959,0.6252545,0.8316346,-0.3524204,0.4997732,0.576008,1.0373426,1.2587776,1.9840154,0.1162842,1.121709567,Nanjiang,2,7979,-2.1836544,-2.3821924,-1.5749195,-0.7778279,0.0236138,-0.7484895,-0.1430014,-0.6431521,-1.3656339,-1.9532118,-2.5415705,-2.7022495,111,0,0,-0.243030625,0.103695671,1.537453468,3.358145552,0.200843118,2.222884278,1.669924227,0.460939836,-0.408916981,0,8.901938544,0.006740542,0.020175504,0.041334969,0.018699713,0.01344713,0.002904939,-0.000574362,0.007252702,0.011486163,0.009795845,0.040119505,0.060663115
8302,8304,182,211,-0.5569183,-1.2288052,-2.7903324,-1.5473481,-1.4781005,-1.7748463,-1.3840645,-1.6265707,-1.3506308,-1.2622924,-0.570135,0.2269346,-1.278592467,Nanjiang,2,8304,0.4223156,0.5352667,1.0592262,0.4007872,0.2923822,0.3871555,0.0162039,0.2063297,0.4828951,0.8193352,1.1740553,-0.3077503,208,0,0,-0.082674347,0.23516307,0.333014053,0.782234212,1.324279199,1.767735691,1.316087765,0.31239149,-0.260731853,0,5.72749928,-0.018993667,-0.030732846,-0.023047294,-0.016022355,-0.003309628,-0.000473747,0.002854722,-0.004017558,-0.007077008,-0.013312896,-0.011143195,-0.004390381
8303,8305,62,75,-0.0095902,0.2458246,0.2276683,-0.8999061,-1.0897831,-1.9487944,-0.1903679,-0.7035414,0.0993287,-0.6445001,-0.4268712,-0.0977987,-0.453194292,Nanjiang,2,8305,-0.202175,-0.6426311,0.563691,1.601918,-0.1950133,0.5447273,0.943185,1.0150204,0.8800857,1.3460087,0.7188099,-0.3636272,73,0,0,0.019673714,0.461353111,1.632915928,2.007977053,-0.54208538,0.093284896,-0.635482361,0.061440758,-0.572289105,0,2.526788614,-0.043904816,0.008334712,0.000859196,-0.007636143,-0.014952145,-0.01097712,-0.009168785,-0.010153252,-0.010093102,-0.008960668,-0.009010309,-0.00419432
8419,8421,90,109,-0.5424793,-0.8133042,-0.8675753,-2.1480123,-2.5975433,-3.8366305,-4.7798267,-4.6319482,-3.6909222,-1.232206,-0.5447338,-2.1654229,-2.320883725,Nanjiang,2,8421,0.1723981,-0.073514,0.216932,-0.0138176,-0.0111604,-0.6679519,-0.269192,-0.3643452,-0.33217,0.5008057,0.4031619,0.9140832,106,0,0,-0.091043826,0.289540048,2.055610988,2.58508703,2.392174259,2.823317524,2.125845369,0.705621013,-0.468776708,0,12.4173757,0.018615871,0.033190187,0.007791217,0.01136608,-0.020978131,-0.016391416,-0.025301136,-0.033330613,-0.033614788,-0.0235288,-0.00182053,0.106761611
8638,8640,128,150,0.5255359,0.4601844,0.1178389,0.192854,-0.0664911,0.1155135,0.2183481,-0.580033,-0.2275744,0.3183326,0.0161331,1.2498587,0.195041725,Nanjiang,2,8640,-0.4958069,0.0110275,-0.3443435,-0.2314991,0.4641102,-0.0945769,-0.0393823,0.2368463,-0.0747537,-0.1470723,-0.0434226,-0.0061694,148,0,0,0.021187954,0.253164695,-0.140034625,-0.600411345,0.354595753,0.589468511,0.721546065,0.15508579,0.449871835,0,1.804474633,0.027765238,0.080781203,-0.004246235,-0.006685363,0.009275627,0.009152454,0.007986445,0.005517984,0.007328843,0.012853352,0.007793318,0.016070537
8989,8991,5,8,0.984632,-0.3123411,-1.0630635,-0.1543231,0.2125447,0.535889,-1.1617137,-1.6457363,-1.3755132,-0.831528,-0.4084489,0.8006286,-0.368247792,Nanjiang,2,8991,0.4622,0.9171,0.5467786,0.6953821,0.6966338,0.0844828,-0.3813653,0.6226094,0.8327719,1.2903909,1.3608016,-0.8250594,8,0,0,0.010996765,-0.036624453,0.352796198,1.322211827,1.748351212,2.11021055,1.574531696,0.143618283,-0.530974039,0,6.695118039,-0.07693528,-0.067495578,-0.019284391,-0.007863137,0.004919021,0.005666922,0.003244913,-0.001876066,-0.010383682,-0.015312978,-0.016273101,-0.024915569
9355,9357,13,16,0.3815885,1.0005395,0.8290367,1.1349825,0.8889071,0.2320189,-0.4342627,-0.3104062,-0.4010955,0.0822052,0.1803468,-0.0023362,0.298460383,Nanjiang,2,9357,0.0158767,-0.5232101,-0.3141392,-0.6724475,-0.4991065,-0.3232378,-0.6634679,-0.1876769,-0.0227385,-0.1451745,-0.4410451,-0.146492,16,0,0,0.179673745,0.044237195,0.06234415,0.68695884,2.286750216,2.022203321,1.329148267,0.489066996,0.019613528,0,7.119996258,-0.1315882,-0.077482559,0.01861395,0.022384717,0.016332511,0.004491118,0.010008891,0.007431388,0.000104048,-0.000432349,-0.00011434,0.005838296
9728,9730,132,154,-0.5181069,0.0577216,0.4768892,-0.2589299,-0.9763329,-1.1818118,-0.3951189,-0.3199013,-0.1545283,-0.5136732,0.1023689,-0.1644677,-0.320490933,Nanjiang,2,9730,0.3273347,-0.1305373,-0.3284094,-0.1705844,-0.0595131,0.0028031,0.2354756,0.2745482,0.2508278,0.2284735,0.2944973,0.280623,152,0,0,0.084914004,0.041920178,0.249761902,0.591985197,-0.45902805,0.29670224,0.117029933,0.005850164,-0.079809219,0,0.849326349,0.032463691,0.017305349,0.007187943,-0.00332837,-0.011994127,-0.006355462,-0.007438447,-0.004862641,-0.002605636,-0.00173669,0.005283186,0.018502088
