,dT_Al_05,dT_RI_05,dT_LE_05,dT_H_05,dT_EM_05,dTc_05,dTo_05,dT_Al_06,dT_RI_06,dT_LE_06,dT_H_06,dT_EM_06,dTc_06,dTo_06,dT_Al_07,dT_RI_07,dT_LE_07,dT_H_07,dT_EM_07,dTc_07,dTo_07,dT_Al_08,dT_RI_08,dT_LE_08,dT_H_08,dT_EM_08,dTc_08,dTo_08,dT_Al_09,dT_RI_09,dT_LE_09,dT_H_09,dT_EM_09,dTc_09,dTo_09,dT_Al_GS,dT_RI_GS,dT_LE_GS,dT_H_GS,dT_EM_GS,dTc_GS,dTo_GS,Id
545,0.2204752859964473,-0.010601598868124847,-0.30750706691689056,-0.4272128006232693,-0.011932913399485415,-0.5367790938113228,-0.5552286950442635,0.43424851731683245,0.002363828495952708,-0.027759105355818756,-1.5744290672048344,0.009934331034919983,-1.155641495712948,-1.1211916152548156,0.32576579472224876,-0.012910398421161737,0.21380791168356353,-1.1537941650654668,0.0018098271254984833,-0.6253210299553178,-0.623377129811729,0.20794309500796068,-0.006371856395960072,0.4308968489837487,-0.8213723679940522,-0.003307156346948515,-0.19221143674525137,-0.21825632361247926,0.1941463950014029,-0.004583464411244374,0.5575201457467208,-1.0122410970129698,-0.0033083568010440303,-0.26846637747713453,-0.25886261395180554,0.2765158176089784,-0.006420697920107665,0.17339174682826475,-0.9978098995801185,-0.001360853677411899,-0.5556838867403948,-0.5553832755350185,18522
546,0.5653937928528054,-0.0014973501185348809,0.02203541569454776,-0.8925323594509549,0.00980834721617101,-0.2967921538059655,-0.2936435642093329,0.7248248224976277,-0.00492818284972725,-0.4960346312102264,-0.8861691202983045,0.0047702496945174365,-0.6575368621661131,-0.6772990943977675,0.7219490079966504,-0.015509152920702677,-1.310011654265193,-0.2277548991345757,0.0052690844662389245,-0.8260576138575819,-0.830926987675241,0.6650011389471049,-0.013411616292556636,-0.970522596956015,-0.4859299861509081,-0.0006088846882531372,-0.8054719451406279,-0.7980647309013875,0.5707662433775462,0.0010241581985046596,-0.3743544396652562,-0.47938398574027086,0.01091562819212898,-0.2710323956373472,-0.267814479004187,0.649587001134347,-0.006864428796603357,-0.6257775812804286,-0.5943540701550027,0.006030884976160643,-0.5713781941215271,-0.5735497712375832,27835
547,0.35182365929373555,0.0015030067870105829,-0.12908011097019542,-0.2018326282512965,0.008942996212259184,0.03135692307151341,0.03358373349010435,0.011878261816519181,-0.03334868726691953,0.36649198691646767,-0.9488154788184905,0.006042970147384922,-0.5977509472050382,-0.5966128282364593,0.18728379735813372,-0.014270538890030635,0.11216595237340389,-0.5392082357374746,0.004522042534029424,-0.24950698236193813,-0.2558068205634072,0.12867621244526337,-0.031886912294776505,0.09080956572557913,-0.7042916276897929,0.014926914156104358,-0.5017658476576226,-0.5055166521013916,0.09761532019364308,0.005500645138041521,0.051826857841875656,-0.5246359912610354,0.008858265406992588,-0.3608349026804826,-0.30589228823498615,0.15545545022145896,-0.014500497305334915,0.0984428503774262,-0.583756792351618,0.008658637691354096,-0.33570035136671367,-0.326048971129228,5009
548,1.076455815904401,0.01018533126124727,-1.1086645559901795,-0.35176747952777065,0.045486235548012725,-0.32830465280428917,-0.3179232715993976,-0.059668443815099094,-0.0014292923964232544,-0.705605062766544,-0.15590006871859038,-0.009293505047497392,-0.9318963727441542,-0.8515289964295789,0.1863805067659152,-0.013281124921933308,-0.36639316606988903,-0.918980538304768,-0.03025192633369778,-1.142526248864373,-1.1363808996465536,0.23084508916222438,-0.018428710436896936,-0.4007560405161969,-0.16944176955085796,0.0291940969997917,-0.32858733434193577,-0.3428513839357379,-0.033839391993729824,0.007799868238879911,-0.46613247902116245,0.2519181620741508,0.011066411743254,-0.22918742895860755,-0.2145187228190366,0.2800347152047423,-0.003030785651025264,-0.6095102608727944,-0.26883433880556723,0.00924026258197265,-0.5921004075426719,-0.572640654886061,19095
549,1.0837683110475425,-0.00470338041805916,0.1991925212705,-2.4997965918944645,-0.0045105699320458536,-1.226049709926527,-1.1778656902266675,1.3118592281379724,0.0023453596769551477,0.6307480292056483,-3.213823165425919,-0.006000356914675927,-1.274870905320019,-1.2029007149732251,1.4220197467516684,-0.020716108262064256,0.19922823032353634,-4.265144812223321,-0.003608645033403493,-2.6682215884435836,-2.693239263739315,1.301356113831714,-0.030551003120556423,0.22367689528599072,-4.008489513370496,-0.0075522632703393005,-2.5215597706436874,-2.451827717460901,1.2356160180033702,0.006746399448438365,0.8629286136092532,-3.2207854569199257,-0.005782474270744483,-1.1212769001296081,-1.1209609313186775,1.2709238835544536,-0.009375746535057265,0.4231548579389857,-3.4416079079668256,-0.005490861884241811,-1.7623957748926848,-1.7293588635437573,18815
550,0.08925891314389887,-0.023693493862460824,-0.21696832491661816,-0.005635458212177333,0.0009027314079889906,-0.15613563243936845,-0.15451858620900794,0.10251627637948459,-0.009330048790378336,-1.795822370480322,0.8640897841818967,0.006491450481892836,-0.8320549082274262,-0.834451927933344,0.2858572520608564,-0.039662680171471024,-5.539944373314932,3.176957125372057,0.010390918538552077,-2.1064017575149374,-2.071131483523743,0.28587850126911407,-0.0229949897156466,-3.2880527667398507,2.280522281269696,-0.004364802441917003,-0.7490117763586042,-0.7693568663732435,0.2413621281320994,0.005874304502041459,-0.3943675222488102,0.2692488829755259,-0.0012145309970302684,0.12090326236382627,0.1167291493909488,0.20097461419709067,-0.017961381607583066,-2.2470310715401065,1.3170365231173995,0.0024411533978973264,-0.7445401624353021,-0.7425459429296779,28163
551,0.15450249267297794,0.005278970877773358,-0.3079420139115196,-0.34818495978792846,0.0005188570022018129,-0.49582665314649493,-0.49091143532211845,0.2692234458341971,0.022726334756270533,-0.07771878695535506,-1.3024795512977845,-0.015042374742884971,-1.1032909324055569,-1.0894896296915704,0.32234472961752086,-0.002639187195776771,0.23446596655721544,-2.5606107061848196,0.0014641309807684928,-2.0049750662250916,-1.989962009126259,0.33517323361738466,0.018958614744279997,0.4775119528670498,-3.2118456694959474,0.01518492996957854,-2.3650169382976545,-2.325608143244949,0.1704697323582577,-0.01561404941455755,0.1373698259782966,-1.9266116390339445,-0.014098788003083633,-1.6484849181150314,-1.573497552021422,0.25034272682006764,0.005742136753597914,0.09273738890713742,-1.869946505160085,-0.0023946489586839518,-1.5235189016379658,-1.4938937538812638,5219
552,-0.14680633328246426,-0.025052971863493284,-0.20104809029384885,0.4357315690169862,0.01360663596206831,0.07643080953924809,0.07749023133368382,-0.21836136853792573,-0.007827149526771092,-0.45357977224397633,0.6584591527169031,0.000853883889155043,-0.020455253702614955,-0.05398667766399967,0.045710143321587904,-0.0015482568990484338,-0.7542744966689476,0.08271321514099253,-0.015163917429304771,-0.6425633125347204,-0.5826796377929213,0.025151047684606503,-0.001431051261808073,-0.709007920268322,0.3551332952409923,0.016164061701473616,-0.3139905669030577,-0.3111896616320564,0.031738156252452104,-0.021614896454098254,-0.2470585644700738,-0.39182875877003337,-0.008791907227450234,-0.6375559706692036,-0.6320388523064366,-0.05251367091234869,-0.011494865201043826,-0.4729937687890337,0.22804169466916818,0.0013337513791883925,-0.3076268588540697,-0.300480919612346,10801
553,-0.09209362755827653,0.0016829286809437356,0.09865422554925053,-0.37564025269423895,0.007089786246093879,-0.36030693977622735,-0.3599031604488232,0.08338144716617257,-0.007983741755461786,-0.05437442550003862,-0.2060625869187674,0.010785291833197663,-0.17425401517489758,-0.1902998022114275,0.04274927745113882,-0.009699291755414303,0.3129940653617715,-0.8129468994509118,-0.0002641856554053312,-0.4671670340488211,-0.43994524467512974,0.07746999418643256,-0.025539155092631452,0.44821681830155674,-0.36692491934724636,-0.013618871854811422,0.11960386619330005,0.11626634314484363,0.019800149060381998,-0.00037074970622362566,0.20284762020150388,-0.31177658627676147,-0.002546449604643622,-0.09204601632574283,-0.08544776359252637,0.026261448061169885,-0.008382001925757486,0.20166766078280882,-0.4146702489375852,0.0002891141928862332,-0.1948340278264778,-0.19186592555661264,10442
554,0.06903585731371047,0.0006733255005862114,-0.6743228454525464,0.3262023824050109,0.008847287177200496,-0.26956399305603823,-0.27410688085910806,-0.2039181502765423,-0.04141679709081896,-0.682424417395405,0.48414337240194916,-0.000271117981600494,-0.4438871103424177,-0.43974049597812837,0.224377975316921,-0.007576340641950317,-0.8019754174839653,-0.25417884826474396,0.0017587297924003696,-0.8375939012813381,-0.7975838839846574,0.20818890009375082,-0.008081584418977848,-0.5793044996098206,-0.2694214651511159,-0.023490387084597046,-0.6721090361707606,-0.6461003229195512,0.24058444080019045,0.030464358963206633,-0.18627358056801863,-0.48878929481740957,-0.007901269566324136,-0.41191534518835526,-0.3800646200757569,0.1076538046496061,-0.005187407537590857,-0.5848601521019512,-0.04040877068526187,-0.004211351532584162,-0.5270138772077819,-0.5075192407634403,7646
