system:index,Albedo_01,Albedo_02,Albedo_03,Albedo_04,Albedo_05,Albedo_06,Albedo_07,Albedo_08,Albedo_09,Albedo_10,Albedo_11,Albedo_12,ET_01,ET_02,ET_03,ET_04,ET_05,ET_06,ET_07,ET_08,ET_09,ET_10,ET_11,ET_12,Id,LST_Day_01,LST_Day_02,LST_Day_03,LST_Day_04,LST_Day_05,LST_Day_06,LST_Day_07,LST_Day_08,LST_Day_09,LST_Day_10,LST_Day_11,LST_Day_12,LST_Night_01,LST_Night_02,LST_Night_03,LST_Night_04,LST_Night_05,LST_Night_06,LST_Night_07,LST_Night_08,LST_Night_09,LST_Night_10,LST_Night_11,LST_Night_12,crop,ele,unuse,.geo
00000000000000000019,0.6352125501504451,0.6498664608066713,0.3626034128878487,0.19459592498197015,0.19176323684217655,0.19086598448988684,0.19117040423521267,0.19338807998830854,0.19824790327201885,0.20240710662730863,0.24634278740283716,0.5652012990421287,5.873604513064134,5.917503867973186,3.0660651198144238,1.913573402594739,1.2907060000126025,1.2596575805285681,1.2205617124511061,1.0986472742401776,1.4058186526119465,2.424321661138979,5.5627522821904005,5.81460574915887,11347,255.72150828917646,263.01148859437575,290.0227729468569,308.4934889395541,316.2232756367328,322.32199362360967,322.7834364565784,319.33369427134454,309.28868203192354,294.44016443485935,278.85681252247747,259.5504790673266,245.0008120055901,250.15264919118363,268.4119927742857,277.7178066764645,282.94153260138734,289.409441513278,291.500953267832,287.91593935147256,280.52861416757474,271.7865433167091,263.2293390799239,250.14895200428185,12,375.73171738009285,38,"{""type"":""Polygon"",""coordinates"":[[[86.57068229769287,44.71108077799973],[86.60437191988397,44.71108074617709],[86.63806158797796,44.71108076705244],[86.67175114971135,44.711080765980654],[86.70544083694261,44.71108075105242],[86.70544083694261,44.84583927728923],[86.67175114971135,44.84583920950949],[86.63806158797796,44.84583924129907],[86.60437191988397,44.84583922194382],[86.57068229769287,44.845839225883765],[86.57068229769287,44.71108077799973]]]}"
0000000000000000003f,0.6944380449100256,0.6787365791911695,0.3473400765401536,0.24703860763741184,0.24146438507644072,0.2360355829912687,0.2344079884383965,0.2401970615918614,0.24877539374841526,0.26097492291176394,0.3740967805787286,0.6091410768095924,5.442913965391178,6.071478438621126,5.883889526951247,4.925199376699077,3.459910979741711,2.288142513113756,1.7730465181876855,1.677018385606792,2.909750415477726,4.7348504304210115,5.7517525601912025,5.44284514141697,12696,260.10055477838034,267.1831173204689,286.2070233379263,301.56098337584444,308.80994865809384,316.2993132148259,317.5369516641519,314.12576409399156,301.9818751959417,286.8125263505652,272.47106139431077,260.74431569121003,248.85979607802847,252.70018162609426,265.0111580831751,273.4867361427279,278.9843858885161,285.4802347655654,287.3407293351593,284.6338378958434,277.38483573559574,269.7248474116969,261.25137344283473,253.27999936301387,12,641.5931258937817,80,"{""type"":""Polygon"",""coordinates"":[[[85.62736391381503,47.541040325653306],[85.6610535618588,47.54104028029246],[85.69474315245529,47.54104033157823],[85.72843284257019,47.541040335289196],[85.76212242560263,47.54104028376115],[85.76212243175496,47.67580325150174],[85.72843280132292,47.67580328049144],[85.69474316448479,47.67580328752123],[85.66105355716286,47.675803273897195],[85.62736392961384,47.67580323770642],[85.62736391381503,47.541040325653306]]]}"
00000000000000000061,0.5489835436690514,0.5442321853783221,0.29863722791628255,0.1469173448573094,0.14422817874586788,0.14201387062831336,0.14462497199333732,0.14471979617044145,0.1497460812181533,0.15795980937191378,0.18057280726994274,0.4635525283990302,5.6280570652173925,5.34375,2.7716468253968256,2.459166666666667,3.589041095890411,4.742207792207792,4.914738924050633,4.999375000000001,3.406546052631579,2.587344632768362,4.5310276679841905,5.482758620689656,8007,273.6726018634541,282.1460898522456,296.9643075739222,306.2647384612963,312.01296488609177,317.0887264912142,318.4542110885188,315.99227217936385,308.4516430639558,299.2130861986152,287.76786038289873,276.23791102833485,259.76585577145505,265.8488528240911,274.7340598656718,281.32734956376055,285.9731460540116,290.25035034995483,292.39656703196164,290.94107057986844,285.9545049724814,278.20387575455027,270.3829146698515,262.33919154198935,12,1531.3726009265392,161,"{""type"":""Polygon"",""coordinates"":[[[79.69792340514238,41.47684123471804],[79.73161294983362,41.47684127809841],[79.76530262626828,41.47684124965696],[79.79899221516054,41.476841209456694],[79.83268183939884,41.47684124828201],[79.83268183939884,41.611599752046125],[79.79899221516054,41.61159972851589],[79.76530262626827,41.611599752858204],[79.73161294983363,41.61159973447191],[79.69792340514238,41.611599764200875],[79.69792340514238,41.47684123471804]]]}"
0000000000000000006f,0.43446804903252034,0.28600466208821584,0.2540760004163375,0.23716497427564098,0.21744224416076557,0.20032567945840574,0.19679600694420407,0.20444540346162152,0.2153458345814004,0.23482124768452384,0.25723051669787894,0.4020542525074896,6.342534264628361,4.884727507933387,1.3887693608929974,0.7512374308093214,0.6816155052670962,1.7347326282371525,3.124423966773842,3.2930067017581943,2.8555244717686907,1.6927481104999729,4.161958408545125,5.852466174661748,8237,275.72547820732234,286.7602521839867,298.7781152562001,307.7233468130225,314.8128843860873,321.04000460665605,321.8919101045343,317.9313319148253,309.38861454347216,298.6282056494049,286.5611133008756,275.9111312876804,255.0566474667345,261.9903005996129,271.0592827979419,278.08569240545535,283.13446187266845,289.11824000022074,292.0009135169859,290.2036140144655,283.91665120046974,274.3769065297741,265.83997604135925,257.37262508000106,12,943.822801674914,41,"{""type"":""Polygon"",""coordinates"":[[[84.27976118127421,41.611599704582844],[84.31345080914745,41.61159975552857],[84.34714038384175,41.61159975136853],[84.38083008259522,41.611599703069764],[84.41451968131571,41.611599753700794],[84.41451968131571,41.746362727272654],[84.38083008259522,41.74636266307961],[84.34714038384175,41.746362667552695],[84.31345080914745,41.74636267371611],[84.2797611812742,41.74636267059251],[84.27976118127421,41.611599704582844]]]}"
00000000000000000079,0.5287068639166943,0.3840828058810771,0.220201916470926,0.2116481103395509,0.2058904430880854,0.20263208710902517,0.20411472978139214,0.20817249719845352,0.21277445035140444,0.22213347726997246,0.24135853158499124,0.44068819126482295,6.187058823529412,6.172655007949126,2.686001016260163,1.7790943396226417,1.358648134948919,2.030650684931507,3.8705087719298246,3.4528618421052633,2.896793248945148,2.5723382749326147,4.830294530154278,5.843269230769231,8428,273.2466736206333,284.7259045920176,297.97321902882913,306.4833133192419,313.26547782724714,319.5041440216948,321.25533010321277,317.8439884774014,309.3696456203927,299.30852023694604,287.44155735097667,275.2595688545058,258.8761608060588,265.966690370669,274.97141992421376,281.56497862102094,286.2616971193215,291.4319692480053,294.0247436912381,292.3092795249068,286.3860819183408,277.6906551537955,269.37503496799445,260.96005735042144,12,1051.911216381418,101,"{""type"":""Polygon"",""coordinates"":[[[83.87548120843978,41.74636269703047],[83.9091708454335,41.746362661177194],[83.94286045436723,41.74636266455326],[83.97655013507209,41.74636271485612],[84.01023974490562,41.746362655644305],[84.01023974490562,41.881121181768826],[83.97655013507209,41.88112116072018],[83.94286045436723,41.88112115136172],[83.9091708454335,41.88112115877333],[83.87548120843978,41.881121175257974],[83.87548120843978,41.74636269703047]]]}"
00000000000000000091,0.5506147347381141,0.3847282525856511,0.2560960303633957,0.2399431374918406,0.23563412031323408,0.2355218737359019,0.23677239268339337,0.24097895156799565,0.24720700425497452,0.2563568134825925,0.2661823453415036,0.41272503489823265,6.035294117647059,5.6000000000000005,2.305263157894737,1.4966101694915255,1.5112676056338028,5.108450704225352,7.757971014492753,8.14,4.6658227848101275,2.473913043478261,5.165517241379311,5.32,8987,270.1671599685834,282.35019578483997,297.33562982598215,306.95638845381825,313.2332253070446,319.4937436512147,321.23957625721516,318.3588450079946,309.4421243752056,297.7541066442173,285.3616800632024,272.29801937542084,256.8072907989632,264.12899576190557,273.3136861585713,280.17303047116525,284.87590978693265,290.1649935724254,292.53045005746714,290.74596723606317,284.6785409353811,276.05221637668296,267.84499073087585,259.54198676036617,12,1253.0580563518504,151,"{""type"":""Polygon"",""coordinates"":[[[87.37924220896016,42.15064265091048],[87.41293181250579,42.15064266370875],[87.44662142460655,42.15064265652115],[87.48031104028921,42.15064263024792],[87.51400065430697,42.15064266111101],[87.51400065430697,42.28540113696516],[87.48031104028921,42.28540109141659],[87.44662142460655,42.28540114840478],[87.41293181250579,42.2854011567562],[87.37924220896016,42.285401115572036],[87.37924220896016,42.15064265091048]]]}"
00000000000000000095,0.2612982359430131,0.2365955323979901,0.23128822837197532,0.21678224821215256,0.2013595831614008,0.1927205489870091,0.18805365678638158,0.19340957282180302,0.2000760782527596,0.21049163995084375,0.2246095065614634,0.27734102547949224,5.166666666666667,3.7062500000000003,0.5411764705882354,0.713793103448276,1.8366197183098594,2.0135135135135136,1.5860759493670886,2.05125,2.824675324675325,1.348936170212766,1.7692307692307694,4.683333333333334,9497,275.47014825056226,289.5885773692732,304.9055025558853,317.1471714332447,325.38744703958287,331.6737765705858,333.43908965713706,328.66632906297076,317.6842786402676,303.9364234287471,289.0132539534766,276.0118383325741,257.0117433664518,265.493847738226,276.42547641938074,284.9959378488826,290.71412712994186,297.3413434301281,299.8791226795022,296.8857664738965,288.7495236562534,278.58584510172335,268.36543214093876,258.77874653858896,12,-72.37386804657177,34,"{""type"":""Polygon"",""coordinates"":[[[89.67016329013431,42.554922591523955],[89.70385291056806,42.554922567754076],[89.7375425829869,42.55492254907599],[89.77123220821466,42.5549225353571],[89.80492183002691,42.55492260161365],[89.80492183002691,42.68968108748778],[89.77123220821466,42.689681059967],[89.7375425829869,42.689681082761965],[89.70385291056806,42.68968108105046],[89.67016329013431,42.68968105496537],[89.67016329013431,42.554922591523955]]]}"
000000000000000000aa,0.3343093470873301,0.2226521706681855,0.19814862009513975,0.19353587593783123,0.18564392442854727,0.17857765411825308,0.17480759826620573,0.17748372768121132,0.1819423757673522,0.18825284770546766,0.19871622816273496,0.2716880404111633,,,,,,,,,,,,,9811,275.0601498240345,288.0478284728343,302.4770020372041,313.77398469675694,321.5699985051934,328.0713936911571,329.7992835706723,326.0422494583388,315.5965514519485,302.5555062770885,288.51984387982947,276.11452240554166,257.45984423060634,265.06414579121827,274.86572890103685,282.80791881857493,288.4239003153686,295.02044155457463,297.46616845104876,294.70242053622127,286.9693139205836,277.5995367465683,268.25927715209593,259.2642132106378,12,530.1195949276337,99,"{""type"":""Polygon"",""coordinates"":[[[92.76963990878946,42.82443958416371],[92.80333060889166,42.82443956095119],[92.83702132090548,42.824439586097895],[92.8707121180806,42.82443958228587],[92.90440284562773,42.82443955222575],[92.90440284562773,42.95920249832238],[92.8707121180806,42.95920252928683],[92.83702132090548,42.959202504562036],[92.80333060889166,42.95920249559744],[92.76963990878946,42.95920250535411],[92.76963990878946,42.82443958416371]]]}"
000000000000000000b3,0.3575551066838059,0.3165149232536103,0.1490160898498019,0.12926165052427335,0.11980342916499044,0.11896074944272345,0.11922528754647485,0.12210341816312985,0.12945667390155574,0.1343939650312673,0.16494714499794758,0.24856702973068803,5.206060606060607,3.3611111111111116,0.8738095238095238,0.5931034482758621,0.6797297297297298,1.2000000000000002,2.391025641025641,2.6875,1.5181818181818183,1.1701754385964913,3.0717391304347825,4.4593750000000005,10520,271.5605097907356,282.82233374767293,298.672305548684,310.0188084758876,317.2049724689351,323.25487414984144,325.3751157746457,321.8959611411195,311.7939851426908,298.62673616017247,284.5700185840884,271.6899670222901,256.4493146775002,263.01105646735033,273.10743144998736,282.02687087865183,287.68786973225775,294.35568400604967,296.8787743704498,293.82688277474915,286.039892892585,276.3580205530225,266.8294361845881,258.1147278546334,12,569.0365079365081,143,"{""type"":""Polygon"",""coordinates"":[[[94.92580248383359,43.63299939548719],[94.95949211412734,43.63299943002073],[94.99318176558036,43.63299945729577],[95.02687137145752,43.63299940519121],[95.06056102390683,43.632999413775536],[95.06056102390683,43.76776237448548],[95.02687137145752,43.767762387453956],[94.99318176558036,43.76776235848994],[94.95949211412734,43.76776236647787],[94.92580248383359,43.76776241049258],[94.92580248383359,43.63299939548719]]]}"
000000000000000000fa,0.3671294548230198,0.32797612271239435,0.2542905502142759,0.24184157702759,0.23554462386090527,0.23676963547992028,0.23667782251731434,0.23702944083639232,0.23990237369564518,0.2512816126096431,0.26718705802573195,0.32774856043932776,5.022670807453417,4.100892857142858,2.285384615384616,2.0314467863648193,2.8328108108108108,2.4467786432976304,2.182877637130802,2.9541554054054058,2.402069805194805,1.7017041996348146,3.4809977827051,4.666268382352941,5079,276.05395234806116,284.2598626537036,296.90708183307953,306.76834513363184,312.6000395302488,318.00333811247634,318.7419232084253,315.4206138905267,308.4049999300513,298.9696954000152,288.24998120995775,277.41448611276235,261.237170191584,266.6441432525981,275.3111564984319,281.8691232428446,286.54399807711144,290.8516946184431,292.91746256145564,291.3255935799076,286.39202123217575,278.8635110530463,271.1174902777231,263.5232194357415,12,1436.4596706670384,125,"{""type"":""Polygon"",""coordinates"":[[[76.19416240476353,39.72496302266942],[76.22785207346108,39.72496300428137],[76.26154170045929,39.72496301480045],[76.29523124464097,39.724962977983374],[76.32892092990481,39.724963003720774],[76.32892092990481,39.85972152473471],[76.29523124464097,39.859721489626885],[76.26154170045929,39.85972148458251],[76.22785207346108,39.85972147689292],[76.19416240476353,39.859721465598454],[76.19416240476353,39.72496302266942]]]}"
