system:index,Albedo_01,Albedo_02,Albedo_03,Albedo_04,Albedo_05,Albedo_06,Albedo_07,Albedo_08,Albedo_09,Albedo_10,Albedo_11,Albedo_12,ET_01,ET_02,ET_03,ET_04,ET_05,ET_06,ET_07,ET_08,ET_09,ET_10,ET_11,ET_12,Id,LST_Day_01,LST_Day_02,LST_Day_03,LST_Day_04,LST_Day_05,LST_Day_06,LST_Day_07,LST_Day_08,LST_Day_09,LST_Day_10,LST_Day_11,LST_Day_12,LST_Night_01,LST_Night_02,LST_Night_03,LST_Night_04,LST_Night_05,LST_Night_06,LST_Night_07,LST_Night_08,LST_Night_09,LST_Night_10,LST_Night_11,LST_Night_12,crop,ele,unuse,.geo
00000000000000000019,0.6360258885488581,0.6516948111298225,0.35909289960425206,0.20886117759144301,0.21802340031609685,0.21425354510406092,0.2152480925648139,0.21352333283781938,0.2143678688508255,0.21584533049524887,0.26353383158069144,0.5517569257504792,7.502303664921467,5.764956057752668,3.209504772102986,1.9167552164822454,1.450170674505478,3.648276057158271,4.888590229932225,5.206159860783333,3.5563670793625466,2.778033470659511,5.449833646214564,5.84144942157654,11347,255.66275033430904,263.15939220908183,287.2513755819887,305.40142461731136,312.12653753961854,315.79811319147797,314.6593084675855,312.3321338809495,304.936080024685,292.23035719530026,277.7075992670187,259.641395242389,245.3277696906692,250.32961888039466,268.06067552472814,277.4367010816945,282.8753663063099,288.81878937556996,290.06753826154943,287.0623255862696,279.7369294981018,271.2089696938438,263.40858517371237,250.6316088262657,12,375.5608913998744,38,"{""type"":""Polygon"",""coordinates"":[[[86.57068229769287,44.71108077799973],[86.60437191988397,44.71108074617709],[86.63806158797796,44.71108076705244],[86.67175114971135,44.711080765980654],[86.70544083694261,44.71108075105242],[86.70544083694261,44.84583927728923],[86.67175114971135,44.84583920950949],[86.63806158797796,44.84583924129907],[86.60437191988397,44.84583922194382],[86.57068229769287,44.845839225883765],[86.57068229769287,44.71108077799973]]]}"
0000000000000000003f,0.6512112218776114,0.6595356080045942,0.4995354500002339,0.18559825318789006,0.17073974531630293,0.17170108502459006,0.17141784635860527,0.17763292192894461,0.1779309809197651,0.18785744500807816,0.396759619785717,0.6179982271638578,4.650098231827113,5.468818805269807,5.898219033884827,5.390658106361193,5.341262126829399,10.55756007745072,15.063861414839659,10.13265568554563,4.406231714573153,4.5430663073985,5.6192960575086355,,12696,255.8785136617556,261.69659867454857,277.96405076977504,300.8176802268331,307.8673658495587,312.0867186455896,310.8526272386815,308.99369971659206,300.7610690950836,287.38829997453996,270.46664990777003,257.79590920050623,247.18529829617196,250.83198032055068,264.63740828676856,274.6062438684046,280.4302165209035,287.0758202047423,288.40995108204294,285.8559576133811,278.27483298714816,270.8430586091809,261.21494383913836,251.44546459927275,12,671.8450342465751,80,"{""type"":""Polygon"",""coordinates"":[[[85.62736391381503,47.541040325653306],[85.6610535618588,47.54104028029246],[85.69474315245529,47.54104033157823],[85.72843284257019,47.541040335289196],[85.76212242560263,47.54104028376115],[85.76212243175496,47.67580325150174],[85.72843280132292,47.67580328049144],[85.69474316448479,47.67580328752123],[85.66105355716286,47.675803273897195],[85.62736392961384,47.67580323770642],[85.62736391381503,47.541040325653306]]]}"
00000000000000000061,0.5269681343315575,0.4976762967398017,0.26366367196989726,0.16241960479392137,0.16861372158943486,0.16305564534702147,0.16501109313681075,0.16477336418645835,0.16869741674299707,0.1789742093737575,0.19297764456397323,0.438467959643154,5.44766679311938,5.309076881809251,2.687995947895984,2.5915136821762483,4.920475022968174,7.7715730823325755,8.46026362292185,7.929097650474233,4.291869387644705,2.551335803451928,4.360712083450864,5.284307725307105,8007,273.26687487490955,281.59254397570766,294.7080530726609,302.8315189518889,307.11247076099687,310.6091214681822,311.4444589037856,309.51769110275694,303.7166917293233,295.8734502301024,284.88879467490875,274.99024037237837,258.50982568917044,265.00864885626663,273.5107583696624,280.19287268790646,284.6350828776487,288.6514967646039,290.53818275659415,288.99069485963196,284.20798673390306,276.7988772490848,269.6811054762921,261.4176844888462,12,1355.5833333333333,161,"{""type"":""Polygon"",""coordinates"":[[[79.69792340514238,41.47684123471804],[79.73161294983362,41.47684127809841],[79.76530262626828,41.47684124965696],[79.79899221516054,41.476841209456694],[79.83268183939884,41.47684124828201],[79.83268183939884,41.611599752046125],[79.79899221516054,41.61159972851589],[79.76530262626827,41.611599752858204],[79.73161294983363,41.61159973447191],[79.69792340514238,41.611599764200875],[79.69792340514238,41.47684123471804]]]}"
0000000000000000006f,0.3263177152664855,0.2444400737130481,0.20931555140606242,0.20530053673796256,0.19665423648582095,0.1848625320193044,0.1818821748604052,0.18348849312776117,0.18756958487717967,0.19708538085624183,0.21103944619297893,0.27403998740632995,6.146333797165509,4.734869663741853,1.4580925687794917,1.0573846027980187,1.8065815122228974,5.331618191901339,8.907645404906116,9.621289552881406,6.638084151535921,2.613977327206746,4.145177389804419,5.565701622260377,8237,272.8133379077519,282.26750311178114,293.3220085427836,303.2944614467646,308.87396121278806,311.10383855065135,309.3978761199091,306.402914584006,301.52185937016344,294.19129975768345,283.4633884534901,273.72212329918864,256.73242207986556,263.57231388914084,271.8800424779871,278.6038632547629,283.43713687155974,288.57558977715644,290.4655467413998,288.54372422827674,282.9554201725657,274.9055854449321,267.48004263523103,259.41066016629384,12,958.7048756861478,41,"{""type"":""Polygon"",""coordinates"":[[[84.27976118127421,41.611599704582844],[84.31345080914745,41.61159975552857],[84.34714038384175,41.61159975136853],[84.38083008259522,41.611599703069764],[84.41451968131571,41.611599753700794],[84.41451968131571,41.746362727272654],[84.38083008259522,41.74636266307961],[84.34714038384175,41.746362667552695],[84.31345080914745,41.74636267371611],[84.2797611812742,41.74636267059251],[84.27976118127421,41.611599704582844]]]}"
00000000000000000079,0.40083833932892904,0.28587054138523044,0.22331507774176582,0.2186934547300584,0.2162777831259077,0.20816450615116242,0.20349343994836336,0.20625174677123392,0.20909592489926257,0.22373952327802124,0.23914347557163151,0.3082301901992365,6.2867730880230885,6.0569164848041765,2.693378923955069,1.4624358974358975,1.198328922148153,3.1926160084641095,7.03741223838132,7.622920982017375,5.354439512667361,2.8396232721987946,4.815428887799477,5.872360760628024,8428,272.3338091990917,282.004252215884,294.4612929704901,304.1056743914181,310.8775991835693,313.598251645525,312.221832706767,309.2659650793651,303.56564692982454,296.15469826242787,285.03566833768735,274.207696628631,257.0570960648148,264.11152289094656,272.4969609025191,279.2667584745763,284.1075854700855,289.422080788707,291.4884542792793,289.4907816493597,283.4201848370927,274.8233249571451,267.03765132090126,259.23227763012045,12,986.0833333333334,101,"{""type"":""Polygon"",""coordinates"":[[[83.87548120843978,41.74636269703047],[83.9091708454335,41.746362661177194],[83.94286045436723,41.74636266455326],[83.97655013507209,41.74636271485612],[84.01023974490562,41.746362655644305],[84.01023974490562,41.881121181768826],[83.97655013507209,41.88112116072018],[83.94286045436723,41.88112115136172],[83.9091708454335,41.88112115877333],[83.87548120843978,41.881121175257974],[83.87548120843978,41.74636269703047]]]}"
00000000000000000091,0.38515773856216234,0.28849834056760276,0.24557690242050892,0.21832286692366332,0.2103148217923636,0.1970436080092031,0.19186106853022192,0.19339442796988854,0.20201460940367735,0.22658563580849686,0.24648844658263605,0.29754452221645566,6.051366800988928,5.471709291433277,2.2625750099492516,1.4143858351021008,1.6861122054079303,8.035627089928436,15.425592393196705,13.018997610348277,6.187890352647405,2.695818727872472,4.813497410095588,5.691136468730684,8987,271.1397710065903,281.1284868765012,294.17967492542675,303.32993380375,309.36117215858604,310.9684397541496,308.13870320817813,306.655907576961,302.27976622310854,294.04914945712926,282.8331052883778,272.21056039795843,253.9007191390974,261.50344445451236,270.5282431299429,277.7560177272129,283.0191774002667,288.21469631440146,289.62140442208363,287.58927073206485,281.97535563681447,273.28269838056076,265.4819696302889,257.16951271022515,12,1098.1068675543095,151,"{""type"":""Polygon"",""coordinates"":[[[87.37924220896016,42.15064265091048],[87.41293181250579,42.15064266370875],[87.44662142460655,42.15064265652115],[87.48031104028921,42.15064263024792],[87.51400065430697,42.15064266111101],[87.51400065430697,42.28540113696516],[87.48031104028921,42.28540109141659],[87.44662142460655,42.28540114840478],[87.41293181250579,42.2854011567562],[87.37924220896016,42.285401115572036],[87.37924220896016,42.15064265091048]]]}"
00000000000000000095,0.2522619824549575,0.2339264710589181,0.22273807573826196,0.2075139820358612,0.19355695001406936,0.1898128955352484,0.18725610944293064,0.1902034578856182,0.1941340033500837,0.20017166502037645,0.21679165900377959,0.26884272952547267,4.830843582158379,2.8685478830253,0.5395223166210069,1.3276351386426295,3.9007873871545873,4.901795352567409,3.699992633049742,4.99292235898771,5.77550702750704,2.4190097487524262,2.3113164704117275,4.6033525222581515,9497,273.4611245445482,286.1946161877425,301.3953365642117,311.4890403034599,316.6497804018388,319.8784880021322,320.8036842944883,316.75604204967925,308.8714521284754,298.55058302377165,285.83657272162304,273.92941653122693,257.10004828124045,264.916654957843,275.57820072661036,283.8575949269496,289.4138101010384,295.37859277215483,297.46406594321707,294.6042204872553,286.8121825816636,277.73031817573144,268.3348352557902,258.9900709508902,12,-62.75907314349526,34,"{""type"":""Polygon"",""coordinates"":[[[89.67016329013431,42.554922591523955],[89.70385291056806,42.554922567754076],[89.7375425829869,42.55492254907599],[89.77123220821466,42.5549225353571],[89.80492183002691,42.55492260161365],[89.80492183002691,42.68968108748778],[89.77123220821466,42.689681059967],[89.7375425829869,42.689681082761965],[89.70385291056806,42.68968108105046],[89.67016329013431,42.68968105496537],[89.67016329013431,42.554922591523955]]]}"
000000000000000000aa,0.283070835715354,0.2327451771468468,0.2210238668580966,0.2101061293491634,0.19581435967457475,0.19101812760948195,0.19123342256477516,0.19479738479753914,0.20038879606423465,0.21184392282977457,0.23017624932542818,0.26428791256824224,5.555424798236958,3.2973962759515945,0.8640700207996536,1.2440561428927424,4.8466409216233775,5.982876619929696,5.082358705307573,6.001695983541837,5.8056455572828,2.349408797790589,3.140131182322436,4.790172672890815,9811,272.83030487899003,284.63794685084883,298.66627283873265,309.0429655701934,314.1925517630906,318.673790666915,319.6448103751094,316.61202560137326,308.3224620579226,297.555937871079,284.95237912796233,273.58476161843976,257.052099745917,264.2558502227174,273.986018395406,281.7493519536033,287.30521554732934,293.6350652446949,295.7724605678426,292.9126305478609,285.53977597502524,276.88412252450775,267.8974088681638,258.9515260861706,12,520.1764132553607,99,"{""type"":""Polygon"",""coordinates"":[[[92.76963990878946,42.82443958416371],[92.80333060889166,42.82443956095119],[92.83702132090548,42.824439586097895],[92.8707121180806,42.82443958228587],[92.90440284562773,42.82443955222575],[92.90440284562773,42.95920249832238],[92.8707121180806,42.95920252928683],[92.83702132090548,42.959202504562036],[92.80333060889166,42.95920249559744],[92.76963990878946,42.95920250535411],[92.76963990878946,42.82443958416371]]]}"
000000000000000000b3,0.31262254669769085,0.26224372335197854,0.22626949160378257,0.21415303306039707,0.1988374967086462,0.18762040413571873,0.18851044898430305,0.19455850096353833,0.20341430059058924,0.2134233801671515,0.22812213423841143,0.29505385492592645,5.234377679884545,3.2296041308760337,0.9986247742413211,0.6771126086208843,1.0103634316134313,1.7184600125474512,6.22656718556032,9.021234814149734,3.1826016908277777,1.1780690885431588,2.968375674519765,4.457965022652166,10520,270.68053302580057,281.56759046158913,294.9000473763779,306.30995190223575,313.1211696106376,317.4199257631634,314.17089269418864,310.3072373240932,306.2455445006025,294.66835683605524,281.04114069868245,270.22699164441616,254.72828880412342,261.1952986050611,270.8059879771575,279.26590800102747,284.9468026199835,292.0540839932467,293.7274624353762,290.2275872854432,283.0907441738719,273.8395861150509,265.50705779051395,256.5211364941945,12,463.39971883786313,143,"{""type"":""Polygon"",""coordinates"":[[[94.92580248383359,43.63299939548719],[94.95949211412734,43.63299943002073],[94.99318176558036,43.63299945729577],[95.02687137145752,43.63299940519121],[95.06056102390683,43.632999413775536],[95.06056102390683,43.76776237448548],[95.02687137145752,43.767762387453956],[94.99318176558036,43.76776235848994],[94.95949211412734,43.76776236647787],[94.92580248383359,43.76776241049258],[94.92580248383359,43.63299939548719]]]}"
000000000000000000fa,0.36130765335090653,0.2908420101909921,0.21012530020240047,0.1929875173394076,0.18090956808646336,0.17864326054454102,0.17687265245163344,0.1772713174050923,0.18044196717405633,0.1939053391539533,0.21708733496343238,0.29203241166602767,5.284212034351685,4.099028958128805,2.0601423782709434,3.438719592586407,6.870212490016061,6.7465389545483845,6.652946235531011,8.699362659841492,5.648187409026181,2.141063503535723,3.355184881305694,4.647630058727489,5079,274.8473666367821,282.1827274726686,294.26501530054236,302.69317289732646,307.28315650308105,312.2040534732193,312.93014451191704,309.32019165459906,303.5225647695317,295.935903664636,285.94000407781044,275.8791158374302,259.6931348107383,265.2923342412106,273.6682775700449,280.2256375661301,285.0733082371763,289.29232009379405,291.22801193615874,289.46615258333094,284.48303505097465,276.9000328209007,269.6667866809147,262.56970861971854,12,1308.621315969842,125,"{""type"":""Polygon"",""coordinates"":[[[76.19416240476353,39.72496302266942],[76.22785207346108,39.72496300428137],[76.26154170045929,39.72496301480045],[76.29523124464097,39.724962977983374],[76.32892092990481,39.724963003720774],[76.32892092990481,39.85972152473471],[76.29523124464097,39.859721489626885],[76.26154170045929,39.85972148458251],[76.22785207346108,39.85972147689292],[76.19416240476353,39.859721465598454],[76.19416240476353,39.72496302266942]]]}"
