20000101_pr,20000201_pr,20000301_pr,20000401_pr,20000501_pr,20000601_pr,20000701_pr,20000801_pr,20000901_pr,20001001_pr,20001101_pr,20001201_pr,20200101_pr,20200201_pr,20200301_pr,20200401_pr,20200501_pr,20200601_pr,20200701_pr,20200801_pr,20200901_pr,20201001_pr,20201101_pr,20201201_pr,Id,stable,uc
1.206515886,1,1.017232095,5.004038772,8.890414647,33.59585353,30.0810447,16.08966074,8.375875067,1.665320409,0.334679591,1.991922456,1.029886914,0.648088314,1.505923533,4.661281637,21.95153473,17.78702208,20.08023694,20.9178783,10.88745288,2.812600969,0.708131395,0.331987076,20384,95,5
3.578691802,0.714938589,1,5.333333333,13.18137675,30.53870323,29.64781491,24.00885461,32.02313625,5.679234504,2.333333333,3.525564125,1.628963153,0.850328478,2.13339046,7.149957155,18.12139389,29.28420451,22.60439874,27.56269637,24.02199372,2.880605541,2.003427592,1.630391317,9966,95,5
8.596566524,6.501573677,5.11702432,13.60858369,9.333333333,20.96509299,19.22889843,13.86409156,5.684406295,6.116738197,11.23919886,8.357939914,4.000572246,7.189413448,3.575965665,2.580543634,14.6758226,13.01831187,20.84549356,19.50443491,10.14449213,5.876967096,9.755078684,4.061230329,26957,5,6
14,8,7.333333333,13.70125786,14.82647227,20.65465981,20.62978845,19.17209834,7.666666667,15.25071469,19.47427101,19.36477987,6.900228702,10.36020583,5.431389365,4.272155517,10.6240709,19.28473413,13.69153802,20.31389365,17.03887936,10.6700972,13.39622642,9.034305317,27968,5,6
4.403087479,2.439108062,1.514865638,9.574899943,26.46340766,34.43682104,24.67095483,41.34248142,47.36220698,13.04917095,4.040308748,0.338193253,2.373642081,1.434248142,2.546026301,12.13150372,21.55260149,31.11978273,17.2647227,26.74328188,31.18496284,9.305603202,2.443967982,0.292738708,4059,5,6
16.98229077,12.57097972,8.888031991,28.93687518,23.74692945,27.54698658,30.90802628,13.83033419,12.451014,45.42530706,16.7666381,20.93116252,8.912882034,19.1739503,14.76806627,23.28449015,13.86061125,20.51299629,6.399885747,22.0271351,12.79177378,15.30048558,14.08426164,10.33333333,23872,6,6
12.54155955,8.333333333,8.608111968,21.08026278,28.38646101,33.19565838,35.4195944,16.82890603,11.8688946,25.73036275,16.09711511,16.36075407,7.597257926,7.908883176,10.00742645,12.86518138,22.81690945,21.39502999,17.30219937,30.42702085,18.71750928,11.45586975,10.29677235,7.013710368,27254,6,6
2.51080497,0.633171259,1.988654781,13.14046461,21.99243652,28.15991356,23.07401405,37.13236089,45.56753106,8.709616424,0.666666667,0,0.951107509,1.040518639,7.316045381,8.202863317,10.16396542,24.64991896,8.162614803,28.97839006,27.32955159,6.316855754,4.107509454,0,7616,7,6
4.333333333,0,0,0.666666667,4.113869863,3.163527397,13.36672374,2.983447489,2.329052511,1.291952055,0,1.610730594,1.298515982,2.977454338,0.333333333,4.249714612,3.640125571,19.90896119,2.118150685,1.668378995,2.572203196,0.291952055,0,0.64783105,2840,8,6
4.333333333,0,0,0.666666667,4.40131391,3.01599543,12.62667809,2.99257355,2.29134533,1.020565553,0,1.442159383,1.019708655,3.211653813,0.333333333,3.945444159,3.069694373,18.63467581,1.954013139,1.269351614,3.137103685,0.020565553,0,0.455012853,3049,8,6
8.446540881,6.762435678,7.320754717,30.55546026,7.305317324,25.14236707,21.75328759,8.505145798,11.28673528,13.48856489,10.70897656,7.666666667,3.629788451,3.333333333,4.246426529,11.06403659,12.76300743,15.3810749,17.96226415,12.6329331,17.20325901,8.562035449,8.140365923,3.049456832,23801,9,6
2.488451668,0.666666667,1.008269176,4.821785001,5.167094383,20.8172227,18.17336755,8.589107499,4.25891075,1.270601654,0.333333333,1.666666667,0.964357,0.333333333,2.723410322,4.102936983,16.21499857,9.214143142,12.70002851,9.334473909,3.631308811,1.631023667,0.401482749,0.333333333,18834,9,6
7.777682403,6.333333333,5.810014306,19.16537911,13.55736767,30.34134478,26.28268956,14.67639485,11.98054363,14.75908441,5.428612303,8.255221745,5.333333333,3.333333333,6.534763948,14.54077253,14.59856938,13.19113019,13.60085837,10.19456366,7.529613734,6.405722461,5.724463519,3.509585122,24591,10,6
2,0,0,0.666666667,8.089974293,6.121965153,14.62296487,6.294201657,7.291059697,0.998286204,1.478434733,0.62753499,0.666666667,0.296772351,0.333333333,12.59582976,6.001713796,7.037989146,8.949443016,3.921736647,8.50157098,0.990574122,0.588403313,0.294201657,9730,10,6
12.60028612,9,7.333333333,25.37253219,12.93361946,29.07839771,26.11874106,12.90615165,13.33333333,13.82575107,8.622889843,12.11759657,7.444635193,5.44434907,4.908440629,8.453218884,15.67010014,13.23948498,17.26008584,9.876967096,12.77653791,5.878969957,6.4509299,5.666666667,24281,12,6
18.16409377,9.02915952,10.2161235,22.53001715,29.19153802,33.85134362,31.81417953,14.05574614,10.35506003,29.57146941,19.54974271,21.63636364,10.99342481,11.21555174,13.810749,16.91766724,22.11177816,29.94282447,16.19782733,19.57690109,18.63664951,12.10377358,10.61349342,9.877358491,27339,13,6
3.546018893,0.518488529,0.686369771,6.585695007,7.47611336,21.4391363,33.70823212,13.28097166,9.080161943,3.487719298,1.281511471,3.580836707,1,1,1.00242915,6.200269906,21.74412955,19.77867746,17.18164642,26.0977058,8.794871795,3.80782726,0.278272605,0,17032,13,6
4.506575186,0.333333333,1.101200686,4.481703831,14.20526015,8.746998285,13.1457976,14.40508862,16.89679817,2.567181246,7.666666667,3.489422527,1.548885077,1.378216123,1.156375071,12.78959405,12.84248142,20.23384791,4.959119497,10.75843339,5.897084048,2.337907376,3.333333333,1.377930246,10812,15,6
8.823495865,6.568006843,6.925577417,29.46820644,6.839749073,24.31907613,20.18106644,8.102651839,10.76276019,13.91074993,10.76703735,7.565440547,3.314228685,3.598517251,3.862275449,8.761334474,10.82064443,12.65297975,16.45993727,10.35471913,15.87197035,8.567151411,8.48502994,3.646991731,23973,16,6
2.666666667,0,0,0.662382177,4.548129106,6.657812054,17.59040274,5.29134533,4.502999143,1.097972008,0.36503856,0.767780634,0.387032276,0.333333333,0.776349614,2.881748072,6.963439017,5.39702942,7.156526707,5.758354756,6.329048843,1,0.18251928,0.109682948,13769,16,6
9.787203656,9.374750071,9.419308769,36.39217366,14.91859469,40.04770066,34.29762925,16.33104827,15.64724364,12.64238789,10.1730934,10.56183947,5.28277635,3.929163096,6.991716652,14.06226792,23.09940017,20.57640674,18.59954299,22.62524993,17.71293916,10.42245073,10.97086547,4.687517852,22932,17,6
18.7263639,13.1722365,9.184233076,30.45701228,25.65067124,27.23936018,30.68494716,14.4641531,13.98257641,49.9991431,18.56126821,23.33676093,9.609825764,18.4912882,15.88860326,23.12882034,12.52385033,17.67237932,7.194515853,25.12253642,14.34333048,17.35961154,16.48843188,11.50471294,23875,18,6
3.376786735,1.179245283,1.88707833,12.70983419,23.1292167,29.68067467,28.23299028,41.51486564,53.55688965,9.732418525,1.423670669,0.017438536,1.382790166,2.193825043,5.638650658,11.66523728,14.09405374,32.63036021,10.49914237,35.81389365,28.98456261,9.55460263,4.838193253,0.028016009,5732,19,6
1.00742645,0,0.576406741,5.459297344,2.666666667,9.608683233,3.624393031,5.333333333,5.66066838,0.228791774,0.666666667,0,1,0.268494716,0.243073408,4.12482148,6.977435019,5.529848615,10.33647529,2,0.974293059,1.333333333,1.672664953,0.291059697,13573,19,6
10.14652956,7.325335618,8.831191088,23.59868609,29.43958869,41.49928592,44.12139389,21.73207655,15.91802342,30.08397601,11.91202514,12.80691231,5.805198515,7.333333333,10.71865181,15.09197372,26.5944016,35.1293916,26.70608398,41.44101685,27.27963439,11.75978292,9.422736361,5.437303628,26784,22,6
20.7724414,13.85277301,14.9539737,40.40137221,40.55688965,47.9373928,47.05460263,24.02487136,22.5,61.5806175,20.94196684,25.62521441,9.052601487,14.37821612,21.2761578,39.3567753,27.20383076,45.35963408,38.22355632,25.67409949,26.11520869,21.44539737,26.98713551,13.13464837,25645,24,6
2.877644368,0.882790166,0.681246427,5.279874214,14.95854774,30.41909663,32.22555746,25.58776444,36.05174385,7.265294454,2.219839909,2.863350486,1.403659234,0.868496284,1.382218411,7.941395083,19.3542024,24.39365352,16.33733562,33.17724414,31.46826758,3.597484277,1.666666667,1.265008576,9601,24,6
4.333333333,2,1.333333333,8.666666667,23.53905579,30.46351931,22.24749642,38.09527897,44.26094421,11.08268956,3.969957082,0,2,1.086981402,2.656080114,11.7602289,19.28526466,31.64864092,13.16938484,24.30500715,26.19971388,7.967095851,2.293562232,0,4293,25,6
10.27163668,7.454441588,7.571836618,23.16909454,22.61896601,31,28.82633533,16.10339903,15.64610111,38.7823479,6.932590688,9.98828906,4.312767781,4.608397601,11.11482434,22.20165667,17.80748358,17.75892602,14.46272494,14.46529563,9.510996858,8.924307341,7.177092259,4.449871465,24876,26,6
4.040915594,1.217739628,0.599141631,7.286981402,18.26008584,23.18226037,13.3713877,22.46752504,33.08125894,8.267238913,4.229184549,1.264949928,1.899570815,0.41316166,1.55565093,8.815450644,12.31530758,15.85522175,6.05379113,19.03462089,23.70729614,5.6472103,2.555937053,0.688412017,6711,26,6
3.151229274,1.180102916,0.864493997,6.011720983,17.53602058,32.64436821,34.70726129,27.33933676,39.44082333,8.435963408,2.210977702,3.999428245,1.488279017,0.864493997,1.19782733,9.049456832,19.70697541,25.6969697,14.42024014,41.31932533,39.16323613,4.35563179,1.757575758,1.579188107,9235,26,6
1.409311625,0,1.588403313,4.846900885,8.844330191,22.00428449,16.3181948,13.51699514,19.61668095,4,2.3767495,2.742644959,0.699228792,0.422736361,2.353041988,4.565552699,14.48043416,18.00942588,13.17994859,12.87032276,8.064267352,1.333333333,1.032562125,1.043416167,11426,26,6
3.849315068,2.524257991,1,7.727739726,22.43378995,29.95091324,18.97460046,31.56992009,41.23144977,11.7597032,6.060502283,0.703481735,1.958333333,1.026826484,1.808789954,11.99086758,16.97659817,22.41923516,12.35131279,23.25599315,30.89012557,9.724885845,3,0.333333333,4982,27,6
2.333333333,0,0,0.98974359,8.111740891,7.685560054,17.59379217,6.187854251,7.150877193,1.631039136,1.659919028,0.626990553,0.555735493,0.668016194,0.146018893,8.049392713,6.04048583,4.979487179,10.97597841,3.890688259,8.123616734,1,0.663967611,0.331983806,11575,27,6
4.313876967,1.932188841,1.973962804,13.74248927,15.96366237,37.32732475,52.51587983,27.76680973,17.96623748,10.37796853,2.905293276,4.696137339,3.26037196,2.809728183,2.828040057,17.71444921,18.60429185,41.16051502,23.64377682,36.41373391,17.0758226,8.222317597,3.688412017,0.666666667,19853,28,6
1.999714367,1,1.269637247,5.455584119,7.586118252,28.79920023,25.41302485,12.7832048,6.661239646,1.159668666,0.536132534,2,1.744073122,0.053698943,1.67980577,4.308768923,21.7412168,14.20394173,17.23736075,17.61439589,8.36075407,2.131391031,0.92316481,0.333333333,20141,28,6
11.01285347,5.333333333,6.409025993,15.70151385,15.78120537,21.16880891,22.24135961,19.50471294,8.687803485,17.37903456,13.96001143,14.12082262,5.163953156,6.987717795,6.652670666,6.066266781,11.19737218,17.48014853,18.98657526,13.44672951,12.34532991,12.43330477,9.600399886,7.140245644,27761,29,6
1.580617496,1.096626644,0.993996569,6.302744425,22.26443682,37.79245283,41.85077187,34.16066324,46.1509434,9.026586621,2.539165237,3.198684963,1.181532304,1.054030875,1.842481418,10.89651229,22.58461978,28.62292739,19.53945111,47.864494,38.91623785,5.041452258,1.666666667,1.462264151,8185,29,6
2.521602289,1.666666667,1,10.26351931,22.33361946,31.90529328,31.50329041,48.10357654,53.68354793,11.75479256,2.631187411,0.262088698,1.387124464,2.333333333,3.666666667,12.12131617,18.08297568,30.18369099,13.70672389,45.92818312,30.08297568,10.44806867,3.985979971,0.132188841,3851,30,6
3.27186964,0,0.230417381,1.391080617,9.744425386,5.164093768,12.27186964,9.983704974,11.053745,1,2.738136078,1.666666667,0.894797027,0.666666667,0.946540881,9.688679245,8.904230989,10.39908519,5.158090337,6.505431675,7.622641509,1,1.202401372,0.666666667,9344,30,6
8.068324757,5.914522584,4.658090337,13.28616352,9.334190966,20.97341338,18.93367639,13.73813608,5.33133219,6.384219554,10.43253288,8.126929674,3.816180675,6.712121212,3.087192682,2.476843911,15.4974271,12.78673528,20.48113208,20.25071469,9.67724414,6.022584334,8.833905089,3.744711264,26958,31,6
6.790916881,1.317337903,1.386461011,4.549271637,10.8714653,13.52299343,30.15852614,11.75749786,10.46101114,5.281919452,2.783204799,4.147386461,1.568980291,1.333333333,1.588688946,8.410454156,13.31619537,12.2159383,11.94344473,14.14738646,10.26849472,5.87403599,1.682947729,1.537275064,16696,32,6
2.910157368,1.666666667,1.072961373,10.2509299,22.75622318,32.03862661,30.94992847,48.06924177,52.98769671,11.43690987,2.76795422,0.175965665,1.4981402,2.333333333,3.726466381,12.02317597,18.10872675,30.09670959,13.5204578,45.18025751,30.10100143,10.13991416,3.859799714,0.101287554,3850,33,6
15.21322537,8.359784076,9.121727395,21.76545209,28.36977058,33.74790823,32.99865047,14.70850202,11.64264507,30.40107962,16.3074224,18.13927126,9.609446694,10.33495277,13.40134953,15.21376518,21.8974359,27.16977058,18.44345479,20.54358974,18.11336032,10.63022942,9.167611336,9.418623482,27059,34,6
6.262830902,4.333333333,3.207455429,11.19502971,12.01350621,26.91545111,29.77795786,15.25256618,7.552404106,12.21961102,4.925985954,7.679092382,2.727444625,2.666666667,5.16558617,6.759319287,10.57563479,18.23987034,18.54916261,14.11129119,12.20448406,2.960291734,4.292274446,4.48919503,26320,35,6
6.280731847,1.279016581,1.806746712,5.702973128,15.71326472,19.57861635,39.26643796,16.23156089,15.51114923,5.817038308,4.722984563,4.564036592,1.523727844,2.492567181,2.738707833,11.14236707,18.98713551,22.70526015,19.63407662,19.33133219,12.33161807,7.090909091,2.576329331,1.579473985,16382,35,6
1.666666667,0,1.851343625,2.059176672,0.333333333,6.066609491,2.333333333,1,0.641509434,1.466838193,1.333333333,1.666666667,2.22698685,0,0.617209834,1.22813036,1.372498571,1.333333333,4.346197827,0.666666667,0.333333333,0.600057176,0.137221269,0,21561,35,6
10.53898886,7.497857755,8.860039989,23.29848615,28.38760354,40.02427878,43.38246215,21.58154813,14.96972294,29.02570694,12.77892031,13.49785775,5.979148815,7.497857755,10.20022851,13.55412739,27.11910883,28.3347615,26.25564125,40.7229363,23.33704656,12.28734647,8.759211654,5.600971151,26881,36,6
5.684962836,1.166380789,0.666666667,7.696969697,16.03945111,21.66895369,12.07004002,21.06603774,31.55345912,6.978559177,4.225557461,1.469125214,2.117209834,0.499714122,2.291595197,8.11406518,10.50686106,11.93310463,4.301315037,19.37164094,23.89965695,6.584619783,2.739851344,0.582618639,7895,37,6
1.454623288,0.586757991,0.952625571,1.892123288,8.419805936,10.82791096,0,0,0,1.144406393,0.446917808,1.749143836,1.970319635,1.75,3.03652968,4.089041096,16.06649543,11.5890411,2.477739726,6.05793379,0.666666667,2.632134703,0.369863014,0.930079909,4558,38,6
1.921870545,1.05132592,1.746221842,5.597376675,7.274308526,28.00313658,24.06558312,11.70173938,6.451382948,1.503849444,0.751924722,2,1.200171086,0.171371543,2.936412889,4.213002566,20.73282007,9.854861705,13.42229826,12.46022241,5.597946963,2.190761334,1.818933561,0.401482749,20145,39,6
1.358490566,0,0,0.101200686,3.824757004,2.269582619,3.745854774,6.030017153,2.666666667,0.101200686,0,1.249857061,1,1,0.712121212,2.158090337,5.506575186,6.887935963,1.379073756,3.488279017,1.333333333,0.050600343,0,0.624928531,3663,40,6
12.66666667,9.56918239,8,26.02773013,8.298170383,23.66666667,21.39622642,8.700971984,11,12.64636935,11.60034305,11.14751286,4.702973128,6.290165809,4.190394511,6.614636935,10.43825043,11.86477987,15.89565466,10.19925672,11.23556318,7.843910806,9.017152659,5,24299,42,6
0.856680162,0.068825911,0.518488529,4.746558704,2.666666667,9.963022942,3.754925776,5,5.550607287,1.666666667,1.265047233,0,0.571120108,0.333333333,0,2.823211876,6.819163293,4.256140351,12.85937922,2.273684211,1.068825911,1,2.582995951,0.216734143,14617,42,6
11.30202429,6.192982456,6.543859649,17.25479082,17.07773279,22.63481781,23.34304993,18.90013495,9.363022942,20.81160594,15.03751687,13.66666667,4.448852901,6.754385965,6.152766532,6.758434548,13.13549258,15.49338731,19.60755735,8.621592443,12.42078273,15.86099865,9.078002699,6.034817814,27485,43,6
5.278300542,1.156829199,1.28457371,10.11377246,10.63558597,24.89592244,39.43370402,17.12802965,12.49415455,7.428001141,1.98431708,5.334473909,2.639292843,2.333333333,2.080980895,13.20501853,18.66438551,26.49301397,16.8885087,24.32620473,10.31166239,7.101796407,2.192472198,0.668662675,18511,43,6
2.08376215,1.054888508,2.303316181,14.26329331,23.16895369,30.79759863,28.89622642,43.9974271,54.25643225,9.437678674,0.666666667,0,0.776443682,1.388221841,9,8.432818754,12.45311607,28.23384791,11.7941681,30.75414523,31.27272727,8.476843911,4.746140652,0,6751,43,6
1.333333333,0,0,1.29122807,9.260728745,4.532523617,10.89527665,11.57651822,12.05074224,0.619973009,2.333333333,1.666666667,0.666666667,1.073684211,2.329824561,8.789203779,6.368690958,8.065047233,5.798920378,10.03805668,9.044534413,0.666666667,1.333333333,1,7348,43,6
0.886220698,0.919382504,1.066037736,6.962264151,25.18439108,42.97112636,48.43396226,40.04688393,52.31017724,9.593196112,2.666666667,2.356203545,0.971698113,1.258433391,2.301600915,11.43767867,25.69268153,35.19096627,26.77758719,51.00200114,41.1240709,5.937678674,2.176386507,1.070611778,7858,43,6
3.333333333,0,0.117680663,1.333333333,9.015138532,5.063124821,12.33333333,9.629820051,10.50185661,1,2.333333333,1.666666667,1,0.666666667,0.673236218,9.195658383,8.325335618,9.646958012,5.349043131,6.435018566,7.541845187,1,1,0.666666667,9345,43,6
3.429674099,1.716123499,2.196969697,13.95254431,18.68067467,44.69582619,60.34562607,32.86620926,22.09033734,10.77415666,2.715837621,4.743281875,3.120640366,2.481703831,3.317324185,17.2864494,20.42938822,50.92138365,31.57604345,39.39422527,21.88450543,8.243567753,3.617495712,0.666666667,20103,44,6
3.879073756,2.333333333,1,6.946826758,20.06289308,26.00543168,15.51057747,24.95540309,36.24156661,9.518010292,5.5485992,1.704974271,1.805317324,0.666666667,1.207261292,10.29502573,14.26700972,15.09691252,8.960834763,22.63350486,29.00914808,7.548885077,2.610920526,0.590337336,6187,45,6
13.41214575,9.666666667,9.418083671,31.68582996,10.97165992,28.24696356,24.29932524,10.31039136,12.64426451,14.49851552,11.9611336,11.67260459,6.001079622,5.88879892,5.800809717,9.378137652,14.52118758,15.36653171,15.12523617,11.25964912,12.23184885,9.588663968,9.683940621,5.312010796,24126,46,6
12.56653171,9.728744939,9.148448043,30.51929825,10.6537112,27.99703104,23.94331984,10.19838057,12.36950067,13.96545209,11.69176788,11.03697706,5.355195682,5.88879892,5.688529015,9.120107962,14.4145749,14.97624831,15.90364372,11.40350877,12.26963563,9.160323887,9.482591093,5.11120108,24127,46,6
17.59576901,11.66981132,13.48313322,39.0025729,41.51000572,50.78987993,48.82132647,26.64894225,24.07204117,61.35906232,16.96912521,20.43710692,6.427101201,12.44911378,20.31132075,35.70811893,33.0191538,42.40994854,38.14522584,30.97284162,24.11263579,21.81446541,17.24528302,13.87964551,25785,46,6
1.782161235,0,0,1.692109777,6.123499142,4.666666667,15.36649514,2.666666667,2,1.333333333,0,1.485134362,0.608919383,1,0.632647227,4.328473413,9.96483705,13.32590051,3.942252716,1.980274443,1.333333333,0.666666667,0,0.495997713,1439,46,6
9.518994573,7.216795201,7.019708655,28.68151957,7.217652099,23.8417595,21.18423308,7.920879749,10.56155384,12.97714939,10.70465581,8.57840617,3.758640388,3.684375893,3.848043416,10.04141674,13.28049129,13.92544987,17.14538703,12.04998572,15.45187089,7.818337618,8.427306484,3.793773208,23970,47,6
0.363350486,0,0.191252144,4.903659234,2.519725557,8.894225272,3.838479131,5.666666667,5.666666667,0,0.618639222,0,0.597484277,0.171812464,0.154373928,3.514865638,6.574899943,6.365065752,9.83733562,2.455688965,0.632075472,1.01943968,1.176386507,0.11406518,12850,48,6
4.00485992,0.756718125,1.389365352,7.341909663,19.35305889,42.60777587,42.03544883,33.67781589,45.90251572,8.273299028,2.478559177,4.560320183,1.921383648,1.078044597,3.328187536,10.90137221,24.62864494,35.96026301,31.08919383,39.60148656,32.1137793,4.467981704,2.478559177,2.333333333,9225,49,6
4.509581646,0.333333333,2.079082321,4.520647773,5.592982456,13.66666667,10.04264507,7.527665317,12.20620783,3.072874494,3.256950067,7.028879892,1.780026991,0.333333333,1.706072874,4.629149798,11.52334683,10.25883941,11.50931174,5.732253711,7.008906883,0.333333333,1.670175439,2.486369771,13250,51,6
17.49828473,9.069468268,10.2378502,19.18181818,19.09548313,26.38250429,32.35363065,28.32761578,9.973699257,17.85248714,20.45454545,21.8030303,8.439108062,9.48913665,7.54373928,7.543453402,13.44025157,27.26872499,31.24728416,36.76243568,24.91909663,11.07747284,17.0511721,8.917953116,28339,53,6
1.666666667,0.341902314,1.53784633,12.1171094,20.77063696,28.5498429,21.46786632,34.84975721,44.75921165,7.485289917,0.666666667,0,0.917737789,0.675235647,5.166809483,8.376178235,10.83147672,22.3339046,10.18766067,31.41102542,28.82147958,5.713224793,3.333333333,0,8587,53,6
4,0.993787142,1.450027012,5.169908158,16.15235008,10.85035116,14.85872501,20.56699082,21.95813074,2.670178282,7.39465154,3.666666667,1.943814155,2.068881686,5.16180443,13.28417072,18.20907618,18.45110751,7.63830362,9.956780119,6.396002161,3.60534846,4.479470556,0.970286332,10072,53,6
1.333333333,0.627316795,0.746221842,3.719988594,4.832050185,20.00199601,16.21072141,7.612774451,3.355574565,0.753065298,0.333333333,2.163672655,0.642429427,0,2.577986883,4.015397776,14.48246364,9.368691189,13.23210721,7.967778728,5.063301967,1.506130596,1,0,18562,55,6
2.245358469,0,0,0.666666667,3.966009712,3.110825478,13.99200229,3,2.333333333,1,0,0,0.666666667,3,0,3.955441302,3.492145101,14.43558983,2.155955441,1,2.832619252,0.007997715,0,0,3692,55,6
1.208404803,0,0.333333333,4,2.060606061,9.260720412,3.491995426,5.333333333,5.078330475,0.666666667,1.144654088,0,1.135506003,0.333333333,0,2.666666667,5.467124071,4.800457404,8.757861635,2.189536878,1.026300743,1.416809605,2.746998285,0.303030303,13927,55,6
4,1,1.587982833,5.788555079,17.34592275,12.71645207,17.22346209,22.95250358,23.83204578,3,7.38769671,3.664663805,1.334191702,1.447782546,3.212875536,15.6037196,24.23404864,20.06924177,9.668383405,12.88583691,7.722460658,3.116165951,3.946781116,0.993705293,10807,57,6
2.333333333,0,0,0.666666667,4.190844063,3.76795422,15.61688126,2.666666667,2,1,0,0,0.941630901,2.274391989,0,3.59341917,2.740200286,10.58941345,2,0.666666667,2.333333333,0,0,0,4151,58,6
2,1,1,8.116855143,25.35245019,34.31340872,22.57781368,30.48196015,45.25040388,9.590468498,4.333333333,1.880452342,1,0.633010232,1.877759828,13.3007539,21.86133549,21.65885837,16.58750673,28.12143242,41.36456651,7.487883683,2.333333333,0.626817447,6436,59,6
4.496283591,1.09948542,0.383076043,7.333333333,17.15380217,22.89022298,12.71297885,22.55288736,33.3836478,8.036020583,4.333333333,0.899085192,1.748141795,0.383076043,1.620068611,8.378502001,11.73927959,17.00800457,5.160091481,18.94168096,22.49799886,6,2.333333333,0.635220126,6714,59,6
2.500857633,0.972841624,1.562035449,4.835334477,19.00971984,16.53087479,23.49714122,15.04488279,26.54974271,3.37621498,6.417953116,1.874213836,1.507718696,2.233276158,6.565465981,10.09948542,22.9974271,23.47427101,18.78101772,15.95626072,12.61578045,5.51572327,3.701543739,0.454259577,9324,59,6
3.22622108,1.305912596,1.100257069,9.135389889,9.405027135,29.44387318,42.70294202,20.15938303,12.38331905,4.836332476,1.471865181,3.672664953,1.916880891,2.40445587,1.189660097,9.013710368,20.5227078,34.66438161,24.12339332,34.74235933,13.05198515,3.63924593,0.905455584,0.16966581,18519,60,6
4.333333333,2,1.228612303,8.547353362,22.75107296,30.00114449,21.96652361,38.0260372,43.72761087,10.76738197,3.666666667,0,2,1.006294707,2.831759657,11.93505007,19.01430615,33.25064378,12.17739628,23.78397711,24.83175966,7.932188841,2,0,4294,60,6
12.01173104,8.416309013,7.087553648,16.09670959,11.38597997,21.17052933,20.83118741,14.43519313,7.27925608,10.00343348,16.3204578,12.04091559,6.017453505,9.019170243,4.436051502,4.271530758,12.67067239,13.56309013,19.53505007,18.72160229,13.14248927,6.864091559,12.67267525,6.840915594,26950,62,6
3.114922813,0.86049171,1.024013722,4.989708405,10.56146369,25.45454545,23.03659234,18.14093768,24.47913093,5.090909091,1.551743854,3.170954831,1.055460263,0.096912521,1.06432247,5.680674671,17.2404231,19.81275014,17.15008576,23.08290452,23.68524871,2.545454545,0.637507147,1.193825043,11439,62,6
4.333333333,0,0,0.447300771,4.264781491,2.666666667,11.86032562,2.694087404,2.333333333,1,0,3.209083119,1.333333333,3.032276492,0.330762639,2.373607541,2.961725221,14.73236218,2.333333333,1.009140246,2.992002285,0,0,0.790916881,3258,64,6
13.36220698,8,7.102058319,16.63321898,14.38822184,21.99170955,19.35620354,14.86878216,7.792738708,15.1726701,21.29130932,16.2941681,6.352773013,10.33304746,5.71240709,6.333619211,11.88907947,15.02115495,15.87478559,15.05974843,18.97198399,11.1163522,16.87507147,8.125500286,27317,65,6
10.33333333,7.506202805,5.790722762,16.73759439,18.99002157,24.552589,30.60517799,19.81391586,11.01456311,21.51510248,12.48435814,14.33333333,3.257011866,7.55609493,7.932578209,6.538295577,20.11218986,20.85625674,16.9768069,12.20631068,18.29800431,10.38619202,9.407227616,5,27097,66,6
3.912310768,0.823479006,0.933733219,4.286775207,11.92716367,26.77634961,25.71950871,20.24221651,27.83033419,5.862610683,1.938017709,3.403884604,1.418451871,0.313624679,1.450157098,5.662382177,17.94944302,22.64267352,16.11025421,25.32676378,26.93658955,2.476149672,1.090831191,1.436732362,10705,67,6
12.39863131,9.75249501,11.54861705,30.21785001,38.19019105,58.84944397,59.04818934,31.05360707,23.79384089,39.53264899,12.97348161,14.04704876,6.877388081,11.14200171,16.72284003,26.37924152,29.61819219,58.65183918,46.50042772,46.04220131,47.10806958,14.31793556,12.83632735,9.015968064,26492,68,6
2.666666667,1,1.508576329,5.121212121,18.75271584,15.25414523,20.90137221,19.19239565,26.25414523,3.056603774,6.693825043,2.718124643,1.369925672,2.332189823,6.458833619,10.43167524,21.11292167,22.17238422,16.4948542,17.85020011,11.12550029,5.121212121,3.628073185,0.917667238,9325,68,6
3,1,0.666666667,6.333333333,7.720936875,26.19822908,34.06826621,16.34161668,9.356755213,2.666666667,1.333333333,3.666666667,1.880319909,1.260211368,0.666666667,5.196515281,28.23564696,23.06683805,23.09940017,26.48671808,7.189660097,1.666666667,0.85061411,0,18528,69,6
1.666666667,0,0,0,3,1.748987854,7.400269906,4.567071525,1.333333333,0,0,1.278002699,1,1,0.490958165,2.020242915,3.373009447,7.229689609,1.747098516,2.199190283,0.686909582,0,0,0.646423752,3455,69,6
3.525157233,0.761006289,0.96969697,4.609777015,10.86392224,24.95340194,23.47598628,18.86821041,25.04974271,4.690680389,2.255288736,4.023727844,0.985706118,0.188679245,1.359919954,5.211549457,17.55403087,20.66981132,17.20611778,23.22727273,22.78873642,2.280731847,0.977129788,1.900228702,11070,70,6
12.89954338,11.44349315,12.70976027,42.92950913,15.94663242,39.82562785,33.65268265,15.08390411,17.02425799,17.34531963,14.34817352,12.64554795,6.123002283,6.298515982,8.457762557,14.02226027,23.31107306,19.83533105,19.12642694,15.7859589,14.62785388,13.19863014,12.85074201,6.200057078,23784,73,6
