20000101_pr,20000201_pr,20000301_pr,20000401_pr,20000501_pr,20000601_pr,20000701_pr,20000801_pr,20000901_pr,20001001_pr,20001101_pr,20001201_pr,20200101_pr,20200201_pr,20200301_pr,20200401_pr,20200501_pr,20200601_pr,20200701_pr,20200801_pr,20200901_pr,20201001_pr,20201101_pr,20201201_pr,Id,gc,stable
10.66666667,8.118823193,8.845472722,30.69951442,33.15566981,48.57040845,52.92487861,33.83947444,25.3601828,39.94030277,8.714652956,11.33333333,6.067980577,10.31133962,11.83490431,20.1730934,29.97800628,35.47757783,32.4038846,36.24592973,19.12796344,12.39617252,9.309340189,6.752927735,23555,6,90
21.26357919,15.28101772,13.97455689,38.11234991,36.97398513,40.80531732,46.50571755,21.74442539,20.85363065,64.43853631,21.06718125,24.50371641,9.53887936,22.30274443,19.92595769,29.81989708,27.42166953,31.98427673,18.68839337,28.44082333,20.08805031,25.09176672,18.09062321,11.9296741,24377,6,92
0.950829045,0.666666667,0.625786164,6,1.333333333,12.77101201,4.354202401,4.823327616,4.095197256,4.266437965,0.746140652,0,0.666666667,0.333333333,0.636363636,0.666666667,9.148370497,3.836477987,6.329331046,1.699256718,3.684676958,2.205546026,1.119210978,0,21197,6,92
1.333333333,0,0,2.963562753,2,17.64966262,3.036167341,3.115519568,0,0,0,6.481511471,1,2,1.618623482,0.659379217,3.480701754,5.721997301,7.25560054,1.388663968,0,0.850202429,0,0.333333333,7470,6,92
7.485264664,6.846924177,7.045207439,22,16.26323319,36.34992847,30.25722461,17.66981402,13.872103,19.88869814,6,8.313590844,5.389985694,3.536194564,9.379399142,18.32646638,16.10701001,19.48955651,16.92904149,13.10901288,9.919885551,8.397711016,7.941058655,3.805150215,24423,6,93
4.010872675,1.333333333,1,6.333333333,1.333333333,11.85207439,3.666666667,4.470958512,3.333333333,6.807725322,2.192846924,0,1.514449213,0.379685265,0.959942775,0.666666667,9.848640916,4.046351931,4.933905579,1.804291845,2.915021459,3.301573677,2.891559371,0,21193,6,94
1.691823899,0,0,0.666666667,6.142938822,2.666666667,10.52258433,6.66866781,6.319039451,0.333333333,0,0,0.666666667,1,0.45626072,13.27072613,3.720697541,6.041166381,4.766723842,1.462264151,6.879359634,0,0,0,6789,7,5
16.9834191,11.37449971,7.679245283,27.52487136,25.89108062,27.69382504,31,17.86792453,15.9757004,44.82675815,15.16523728,20.06946827,9.937392796,15.42624357,10.96312178,24.62121212,15.91452258,17.79102344,17.27815895,23.91137793,13.73241852,18.15666095,16.54716981,10.48542024,23204,7,6
4.333333333,0,0,1,4.762435678,3.730417381,14,2.909662664,2.333333333,1.337049743,0,1.568610635,1.294168096,3.10320183,0.333333333,5.064036592,3.548885077,21.55145798,1.764436821,1.12864494,3.039451115,0,0,0.862778731,2844,7,6
1.666666667,0,0,0.61292167,5.338479131,2.363636364,9.338479131,6.123499142,4.333333333,0.333333333,0,0.829331046,1.210120069,0.333333333,0.528873642,7.147798742,5.767295597,8.029731275,4.115208691,2,2.244997141,0,0,0.652086907,5047,7,6
3.827192231,2.954013139,2.00742645,11.4327335,32.62924879,42.26620965,30.75664096,46.64267352,57.4344473,15.28363325,6.097972008,0.763210511,1.896315338,1.467866324,3.408169095,16.06341045,27.50385604,36.77377892,26.36389603,34.43587546,41.45586975,11.78491859,4,0.757497858,4052,7,7
17.24453441,9.333333333,7.408097166,19.53414305,17.6291498,23.15762483,24.72226721,23.69986505,8.035897436,16.30040486,25.69851552,26.08987854,7.028609987,9.06585695,5.92928475,7.539541161,16.79271255,27.04129555,23.23049933,36.09797571,24.20566802,10.79946019,21.44129555,9.254790823,28296,7,9
3.011158798,2.438912732,1,6.732188841,19.32131617,25.2758226,16.04978541,24.27296137,36.11645207,9.096137339,4.666666667,2,1.505579399,0.908440629,1.107010014,10.45293276,14.23805436,13.50214592,10.06981402,22.61144492,33.0683834,6.260944206,2.333333333,0.666666667,6705,7,10
11.88240343,6.03204578,6.163662375,16.3341917,15.67181688,21.33819742,21.92274678,18.6546495,9.201716738,19.07868383,15.97167382,14.88125894,5.070100143,7.195135908,6.347067239,6.478111588,12.00400572,15.57482117,18.58712446,11.07525036,13.3788269,13.65407725,9.903004292,6.949928469,27580,7,11
2.666666667,0,0,0.568324757,4.670954831,6.55460263,17.70211549,5.333333333,5.123499142,1.333333333,0.737564322,2,0.333333333,0.333333333,0.447112636,2.803316181,6.410806175,5.840480274,6.45025729,4.313321898,6.923956547,1.316180675,0.245854774,0.333333333,13409,7,12
1.666666667,0,0.333333333,3.333333333,4.666666667,19.48157669,23.86432448,9.932590688,4.761782348,0.998571837,0.333333333,1.822622108,0.333333333,0,0.666666667,1.771208226,9.943730363,10.28763211,16.77720651,15.3470437,4.271636675,0.998571837,0,0,16747,7,13
4.745568897,1,0.968553459,6.086049171,9.971412236,15.32818754,29.41109205,11.04945683,9.666666667,5.579473985,2.441966838,3.576329331,1.037164094,1.22698685,2.357061178,10.16180675,18.21154946,13.43939394,14.08290452,17.00200114,9.838479131,7.926243568,1.333333333,0.725271584,17316,7,14
2.850357654,2.333333333,1.038626609,8.620314735,24.69899857,33.08555079,19.77224607,29.86523605,42.24749642,11.25007153,5.770815451,1.666666667,1.413733906,1,2,14.20572246,22.4434907,20.30786838,15.45178827,28.24577969,36.67296137,9.235765379,2.33018598,1.333333333,5693,7,14
2.913886513,0,0,0.650983747,4.658112347,7.937268321,18.29569433,5.845451953,4.264898774,1.843170801,0.666666667,2,0.333333333,0.333333333,0.715141146,1.444254348,8.337610493,7.078699743,7.441402908,9.783005418,4.558597092,1.860849729,0,0.333333333,14793,7,15
2.973413379,0.549456832,0.467124071,4.353058891,6.244711264,19.50114351,29.84848485,11.54459691,6.949399657,2.157518582,0.60806175,1,0.722698685,0.60806175,0.685820469,3.560606061,23.55031447,14.97741567,16.07432819,17.08176101,5.765580332,2.32161235,0.274728416,0,16115,7,16
3.421955403,2.333333333,1.313893654,8,23.9897084,31.16066324,20.175243,33.64379646,43.10434534,12.17409949,5.973985134,0.730989137,1.79616924,0.987707261,1.669811321,12.15037164,18.20497427,25.11463694,13.26014866,22.93367639,32.35591767,9.676386507,3.610920526,0.333333333,4750,7,16
2,2.333333333,1.616723744,13.13384703,40.52853881,54.4663242,41.45890411,47.9783105,70.57420091,13.57591324,4.934931507,1.666666667,1.330194064,1.333333333,4.408105023,20.14098174,30.32762557,44.90525114,29.71603881,51.54680365,56.68778539,12.62243151,2.720605023,1,5926,7,17
18.7263639,13.1722365,9.184233076,30.45701228,25.65067124,27.23936018,30.68494716,14.4641531,13.98257641,49.9991431,18.56126821,23.33676093,9.609825764,18.4912882,15.88860326,23.12882034,12.52385033,17.67237932,7.194515853,25.12253642,14.34333048,17.35961154,16.48843188,11.50471294,23875,7,18
13.91852487,8.054316752,7.333333333,14.99857061,15.65122927,21.20068611,20.24128073,18.4028016,7.585191538,15.68381933,20.66580903,20.29931389,6.843339051,10.43138937,5.397369926,4.595483133,11.46255003,18.89736993,13.57261292,20.10977702,16.73327616,11.28101772,14.39108062,9.306174957,27969,7,18
2.666666667,1,0.839546191,5.098865478,6.704754187,24.27093463,27.90788763,13.28227985,6.897893031,1.827120475,0.666666667,1.666666667,1.277957861,1,1.172879525,3.925985954,25.46299298,17.18638574,16.64802809,26.65072934,4.986763911,1.247703944,0.333333333,0,18242,7,18
1.333333333,0,0,2,1.666666667,12.98976844,5.114970382,2.666666667,0,0,0,0,0.666666667,2,1.163166397,0.445611201,3.815831987,7.037156704,6.751480883,3.107700592,0.141626279,0,0,0,6350,7,18
5.314185545,3,3.357065804,17.38376483,47.18365696,65.06688242,49.01725998,67.87891046,77.47626753,22.27346278,5.734627832,0.52184466,3.056634304,2.007281553,5.665318231,24.76806904,39.36488673,59.54719525,45.06823085,47.32281553,51.85841424,13.93419633,3.570927724,0.665048544,2776,7,19
2.285305889,2,1.823613493,10.77987421,30.135506,39.59691252,31.58976558,49.37364208,53.76843911,14.57975986,3.843053173,0,1.17724414,1.666666667,3.515151515,14.07632933,23.87021155,35.16152087,25.26100629,33.11435106,30.80646083,11.14293882,2.333333333,0,3405,7,19
1.333333333,0.333333333,0.269637247,1.829477292,2.891745216,15.01456727,12.16023993,5,1.96686661,0.333333333,0.219937161,0.260497001,0.666666667,0.300771208,1.617823479,1.431019709,9.915452728,6.04798629,12.246501,3.490716938,1.56355327,0.666666667,0.439874322,0,16457,7,20
2.794022617,0.989229941,0.894184168,5.630586968,6.949919225,23.37075929,32.93403339,14.32256327,7.568120625,2.161550889,0.666666667,1.666666667,0.931340872,0.666666667,0.788368336,4.144049542,26.91976306,20.42918686,20.75013463,20.40764674,6.8362951,1.828217555,0.227517501,0,17040,7,20
2.742644959,0.997429306,0.666666667,5.87517852,6.006855184,23.21165381,26.45844045,11.98771779,5.998857469,1.581262496,0.664095973,1.666666667,0.926306769,0.760639817,1.606398172,3.493573265,19.21708083,14.21051128,17.28191945,20.39445873,4.905455584,1.286489574,0.333333333,0,17951,7,20
2.449871465,0,0,0.333333333,4.666666667,5.88260497,16.96115396,5.015424165,4.562125107,0.666666667,0,0.725792631,0.333333333,0.666666667,0.333333333,2.529277349,3.913167666,4.853470437,6.130819766,2.953727506,5.401599543,0.03199086,0,0.294201657,11953,7,20
4.225641026,3.086369771,2.666666667,15.28556005,42.47719298,61.1951417,45.83670715,62.98785425,72.44480432,18.05614035,6.681241565,0.653441296,2.415924426,1.84831309,4.741160594,20.56356275,32.91093117,54.07179487,42.13360324,43.75087719,47.99109312,13.8245614,4.239946019,0.517678812,3613,7,21
1.904646137,0,0,0.666666667,6.44165316,3,10.33333333,7.139654241,7.699621826,0.333333333,0.875202593,0.074014046,0.537007023,0.666666667,0.682603998,12.65532145,3.791464073,5.634251756,6.164235548,2.065640194,7.873851972,0,0.38897893,0,7359,7,21
1.90634278,0,0,1.049122807,8.326855601,4.271794872,11.66666667,8.627260459,9.5317139,0.907692308,2.293927126,1.333333333,0.413225371,0.666666667,0.706612686,13.10310391,7.326585695,6.973279352,6.640215924,4.262348178,7.94197031,0.600809717,1.259379217,0.555465587,8634,7,21
3.333333333,1.333333333,1.666666667,5.163527397,7.679509132,18.96347032,13.93150685,11.64212329,16.60787671,3.666666667,2.490296804,5,1.019406393,0.404680365,2,4.967751142,13.9663242,17.38127854,11.63184932,12.79765982,11.11472603,1.991152968,0.675799087,1.322773973,12898,7,22
13.61244292,7.466324201,7.55793379,18.36272831,15.83789954,22.82363014,21.18635845,16.85416667,9.314212329,19.70576484,18.99257991,16.62442922,6.293093607,8.961472603,6.448630137,6.838184932,12.75028539,16.67265982,15.69092466,10.71432648,16.12899543,14.35673516,12.48515982,7.729737443,27307,7,24
2.666666667,1,1.900314196,7.331619537,6.96800914,26.01228221,21.60182805,10.37360754,5.789488718,1.8986004,0.894030277,2,1.530705513,0,3.558411882,5.699228792,19.43701799,7.874892888,10.85775493,10.73379035,4.55926878,2.290488432,1.745215653,0.744073122,19899,7,24
3.439588689,1.863181948,1.235361325,8.679520137,27.9423022,43.05626964,37.86461011,38.79063125,53.55898315,9.764638675,4.313624679,3.401599543,2.151670951,1,2.370179949,14.00285633,23.3321908,32.18423308,18.02427878,50.65695516,53.83461868,5.988860326,2.73636104,1.113967438,7258,7,24
2.202513568,0.62753499,1.953156241,12.91402456,21.03627535,28.75835476,22.41930877,36.40017138,44.5646958,8.61896601,0.658668952,0,0.934590117,1.117680663,6.721508141,8.372750643,10.38389032,21.18337618,9.06083976,31.82319337,30.08940303,6.311910883,3.635532705,0,8589,7,24
2,0.030744337,0.333333333,2.765911543,5.20631068,17.33441208,28.0315534,10.50053937,6.511326861,1.333333333,0.412891046,0.759169364,0.333333333,0.333333333,0.431769148,2.40776699,19.36111111,12.95577131,14.85733549,15.89212513,4.620280475,1.666666667,0.079557713,0,15796,7,26
14.00343053,9.672955975,7.022584334,25.53230417,25.52601487,29.71698113,32.47598628,20.05860492,16.09519726,37.37678674,11.8464837,16.16323613,8.134076615,12.81160663,10.43196112,20.62893082,15.54917095,25.28502001,20.31275014,22.8733562,14.15208691,14.82904517,13.50714694,8.248427673,23037,7,26
4.447112636,2.096054889,1.520869068,9.418524871,26.40137221,34.71926815,25.12235563,41.75500286,47.87621498,12.7698685,4.184391081,0.064036592,2.429388222,1.36535163,2.557175529,11.8862207,21.50914808,31.77472842,17.04745569,27.24757004,30.69039451,8.997427101,2.538307604,0.064036592,4060,7,26
3.204318489,0.938461538,0.870175439,9.368690958,9.145479082,26.61430499,39.44156545,18.40107962,11.66666667,4.563832659,1.335492578,3.666666667,1.2048583,2.148717949,1.082321188,9.636977058,20.32010796,30.5317139,23.58245614,34.9219973,11.15033738,3.974898785,0.666666667,0,18225,7,27
8.807527802,7.582549187,5.69831765,18.88451668,11.63159395,27.4582264,25.96350157,13.15454805,11.91816367,12.91360137,6.843741089,9.990875392,5.421157685,3.666666667,4.136298831,6.78100941,17.03678358,9.908183633,15.03165098,13.95893926,11.46050756,5.437125749,5.152837183,3.750784146,25078,7,28
10.18638574,7.002701243,5.831442464,17.10102647,16.07671529,24.39113992,28.74905457,15.99837925,10.6169638,23.64289573,10.091302,12.3819557,4.385467315,3.938951918,9.007023231,8.583468395,13.81604538,31.87385197,12.29119395,14.21853052,21.70529444,5.727714749,10.01863857,4.961642355,26710,7,28
18.02001144,8.729845626,9.780160091,22.0191538,27.8619211,32.9705546,31.1163522,13.37650086,10.33333333,27.03544883,18.13750715,20.56832476,10.76072041,11.07347055,14.22469983,16.48427673,21.02315609,27.59491138,15.74356775,18.07061178,18.4373928,10.29616924,9.469125214,9.744997141,27245,7,29
2.909581646,1.21511471,1.497165992,4.304183536,7.092037787,18.42024291,14.36302294,11.26558704,16.59136302,3.666666667,1.906612686,3.973009447,1.163832659,0.21511471,1.797031039,3.924966262,13.37840756,18.36626181,12.29527665,13.75951417,11.17948718,1.706882591,0.320107962,0.855060729,13262,7,29
9.333333333,7.666666667,6.735818476,21.28741221,20.06104808,32.42598595,31.36439762,17.73770935,15.77903836,30.15964344,6.268503512,8.611291194,3.686655862,4.055375473,6.908427877,23.76823339,17.17531064,15.48541329,14.69611021,21.03592653,10.40815775,7.450027012,6.223392761,3.900864398,24725,7,30
4.794915738,0.743501857,0.767495001,3.313910311,8.138531848,10.87460726,26.18023422,9.95201371,7.503284776,3.615252785,2.294487289,3.334190231,0.820051414,0.996001143,1.845472722,7.538703228,10.96886604,9.837189374,10.22850614,11.23793202,8.007712082,3.576692374,1.277920594,0.628106255,16392,7,31
18.68921233,13.25114155,9.519691781,32.57049087,30.8027968,32.28795662,34.56678082,19.97545662,17.8701484,51.38727169,16.95776256,22.18093607,9.800799087,18.13869863,16.54109589,20.9760274,13.78139269,18.23373288,14.76113014,26.75199772,14.6994863,20.03196347,15.60530822,11.64640411,23713,7,32
3.161806747,1.120068611,1.309033734,10.1406518,22.64093768,30.03916524,28.99714122,44.35849057,50.3976558,10.6266438,2.77186964,0.590051458,1.609491138,1.786735277,3.819039451,12.39336764,15.9245283,31.3887936,11.38793596,37.94711264,30.54745569,9.709834191,3.942824471,0.196683819,4309,7,32
2.905660377,0.934534019,1.221841052,12.70097198,23.7518582,31.43253288,32.47941681,46.45997713,57.34391081,11.2890223,1.479130932,0.598056032,1.530588908,1.960263007,4.419096627,15.22269868,17.51572327,37.20497427,12.0894797,45.9616924,31.32704403,11.53058891,5.889365352,0.200400229,4782,7,33
2.333333333,0,0.067811159,2.333333333,5.503004292,13.9888412,25.25951359,8.281545064,6.092703863,1.83490701,0.464949928,2.056080114,0.666666667,0.333333333,0.401144492,2.861802575,16.66351931,11.58912732,10.71816881,12.97825465,4.430615165,2.192560801,0,0.332761087,15466,7,33
21.86065808,14.83519313,15.28841202,41.82804006,42.28440629,50.31187411,51.50157368,26.17711016,23.25865522,60.95851216,22.86981402,27.35422031,9.654649499,15.21402003,20.6297568,44.55164521,31.4869814,50.018598,40.85550787,29.89127325,28.70128755,21.5888412,32.63032904,16.07010014,25491,7,34
13.62756849,8.333333333,7.968607306,18.63812785,15.65068493,22.53681507,20.72659817,16.51369863,9.278538813,18.08818493,19.30821918,16.75228311,6.333333333,10.14497717,6.853881279,7.134703196,12.50627854,16.86329909,15.0744863,10.95690639,16.63270548,13.27568493,13.0722032,7.892408676,27308,7,34
3.821592443,0.645883941,1.666666667,4.995411606,8.056410256,19.98947368,14.92010796,12.33792173,18.54736842,4,2.925506073,5.333333333,1.581916329,0.666666667,2.333333333,4.89608637,13.75519568,16.57894737,12,11.62294197,8.889608637,1.361673414,1.100134953,2.253441296,11796,7,34
6.111831442,1.318746623,1.281469476,9.431118314,12.86007563,22.03214479,37.53997839,15.79092382,13.27795786,8.022690438,2.919502971,5.333333333,1.759589411,1.666666667,2.644516478,13.63209076,20.77444625,19.7817396,20.16396542,22.0813074,9.418962723,9.185845489,2.34710967,0.681793625,18209,7,35
2.333333333,1.462992977,1.666666667,12.83792545,23.72096164,37.4643436,40.34089681,55.73770935,65.00459211,14.74851432,2.12371691,1.274176121,1.163425176,2.79632631,4.333333333,15.78714209,18.73770935,31.90059427,21.43841167,58.19502971,31.38816856,13.89789303,6.055375473,0.333333333,3635,7,35
1.927672956,0,0,0,4,1.81189251,11.45283019,4.468553459,3,0.666666667,0,0,0.444825615,0.666666667,0,3.01572327,4.647226987,10.73613493,3.277587193,0.843053173,1.666666667,0,0,0,4595,7,35
1.454623288,0.586757991,0.952625571,1.892123288,8.419805936,10.82791096,0,0,0,1.144406393,0.446917808,1.749143836,1.970319635,1.75,3.03652968,4.089041096,16.06649543,11.5890411,2.477739726,6.05793379,0.666666667,2.632134703,0.369863014,0.930079909,4558,7,38
3.607540703,0.333333333,0.333333333,4.183376178,6.372179377,18.14367324,30.37646387,11.62039417,7.490145673,2.333333333,1.156812339,1.996001143,0.973721794,1,0.666666667,3.707797772,18.37417881,17.83376178,14.94715795,22.33904599,6.875464153,2.980291345,0,0,16726,7,39
1.666666667,0.333333333,0.333333333,3.333333333,3.823479006,18.25621251,19.33161954,8.156241074,3.648671808,0.702942017,0.333333333,2.333333333,0.333333333,0.333333333,1.047700657,1.353041988,6.683233362,8.148528992,18.02570694,9.990859754,3.001713796,0.702942017,0.327335047,0,16753,7,39
1.336760925,0.685518423,1.29991431,12.60268495,23.6066838,30.8417595,31.82576407,45.67837761,57.79377321,11,1.333333333,0.146815196,0.89117395,1.685518423,4.29991431,13.66066838,16.76549557,36.02027992,12.02542131,45.34475864,31.28734647,11.25449871,5.198229077,0.041131105,5016,7,39
2.333333333,0,0,0.411596687,5.148243359,5.48986004,16.10625536,5,5.006569552,0.823193373,0,0,0.431305341,0.490431305,0.218223365,3.21451014,3.026278206,4.192516424,10.19280206,2.722936304,5.666666667,0.74493002,0,0,11213,7,39
13,9,7.333333333,24.62209616,13.16045381,28.31820637,26.19665046,13.22987574,12.682604,14.60750945,9.762290654,12.37655321,7.837925446,5.376553214,5.271745003,7.589681253,13.06023771,13.21339816,15.50405186,11.58725014,14.59778498,6.553754727,6.142085359,5.344678552,24772,7,40
2,0,0.333333333,2.778317152,2.608414239,12.71548004,8.473031284,3.666666667,1,0.333333333,0.333333333,0,0.443096009,0,3,1.137540453,8.859492988,2.6302589,7.300970874,2.251618123,2.57416397,0.666666667,1.65587918,0,15841,7,40
1.809891366,0.410806175,1.512578616,11.65923385,20.8464837,27.41109205,22.32218411,35.97941681,43.96512293,8.409662664,0.666666667,0,0.732418525,0.813036021,5.982847341,7.557175529,9.746998285,22.93138937,8.72813036,29.5102916,26.86392224,6.051172098,3.767295597,0,7927,7,41
3.706040992,2.135113269,1.36218986,8.656957929,24.99271845,32.56337648,22.6175836,37.32443366,44.89050701,12.40372168,5.666666667,1,2.098166127,1,2.050161812,12.09519957,18.91019417,28.90992449,14.68338727,24.88484358,31.46494067,9.297195254,3.494066882,0.49433657,4519,7,42
1.940823328,0,0,0.666666667,6.669239565,6.041166381,16.40566038,5.457404231,5.771297885,1.172098342,0,0,0.688679245,0.39193825,0.034877073,6.29130932,4.170383076,4.196969697,11.11720983,3.062035449,6.787021155,0.977987421,0,0,10841,7,42
2.08376215,1.054888508,2.303316181,14.26329331,23.16895369,30.79759863,28.89622642,43.9974271,54.25643225,9.437678674,0.666666667,0,0.776443682,1.388221841,9,8.432818754,12.45311607,28.23384791,11.7941681,30.75414523,31.27272727,8.476843911,4.746140652,0,6751,7,43
3.626643796,0.666666667,1,3.576329331,14.26529445,8.485134362,12.72069754,17.23441967,18.52773013,2.033161807,7.189536878,3.523727844,2.070897656,1.280445969,5.404802744,10.14208119,11.7352773,16.97455689,5.984562607,10.18639222,6.120354488,2.184676958,3.091480846,1.333333333,8966,7,43
3.864038846,0.666666667,1.017423593,4.45786918,15.08626107,9.581262496,14.18194801,19.01228221,20.45158526,2.371608112,7.247929163,3.754927164,2.016852328,1.747786347,4.654098829,12.17909169,15.45615538,17.59411597,6.512996287,9.356755213,6.644387318,2.833190517,3.787203656,0.862610683,9703,7,43
3.944778255,1.451502146,1,6.163948498,18.11444921,23.64749642,14.80171674,23.23319027,33.92618026,8.402002861,5.054363376,2.324749642,1.879828326,0.483834049,1.310443491,8.428898426,12.4248927,12.57653791,8.33304721,21.40343348,29.64463519,5.712446352,2.713590844,0.581688126,6707,7,44
2.391366495,1.158662093,1.099771298,7.693825043,27.70182962,42.82875929,45.90623213,41.67066895,55.35734706,9.503144654,3.155803316,2.186963979,1.555746141,1.242424242,2.078330475,11.57347055,22.83704974,32.26901086,24.15037164,54.64122356,48.6406518,6.261292167,2.426815323,0.907375643,7252,7,44
1.083119109,0,0.666666667,2.977149386,2.094830049,9.306198229,6.406169666,2.036560983,0.509854327,0.333333333,0.333333333,0,0.270779777,0,3.030562696,1.919165953,5.093401885,3.220794059,9.748357612,1.666666667,1.15052842,0.666666667,1,0,14868,7,44
2.666666667,0,0,1.145511721,5.088050314,7.02544311,17.64951401,5.333333333,5.216123499,1.588336192,0.687249857,2,0.333333333,0.333333333,0.568610635,3.895082905,7.671812464,5.711263579,6.781875357,3.886506575,6.510577473,1.333333333,0.202115495,0.588336192,13764,7,45
13.29702687,9.293310463,10.75071469,28.18867925,37.2238422,42.70097198,47.80960549,26.21212121,16.61006289,32.64751286,18.56832476,17.36477987,8.720125786,9.250142939,12.57004002,17.86077759,29.52144082,34.35763293,28.16866781,45.19811321,26.43996569,15.8376215,12.81961121,7.457404231,27352,7,46
19.10911168,11.66295344,14.87489289,34.92316481,45.28877464,46.94430163,50.43501857,27.04484433,17.30077121,36.54213082,25.14138817,23.77949157,12.65581262,13.85147101,17.99971437,26.02427878,39.47015139,42.33590403,36.32904884,35.69065981,34.35475578,18.31648101,17.15624107,10.33019137,27625,7,46
2,0,0,0.761006289,8.095197256,5.546312178,14.16180675,7.010005718,7.710120069,1.333333333,2,0.666666667,0.433390509,0.666666667,0.333333333,11.29674099,6.040880503,7.293024585,8.109777015,4.015151515,9.160377358,0.915951973,0.839622642,0.309319611,9725,7,46
13.22087051,9.396052987,7.333333333,25.89402541,13.10327115,28.82887267,25.6955934,12.30981346,12.34036226,14.19626926,10.0729927,12.78534739,7.606380103,5.666666667,4.794809408,8.088672614,11.99756691,13.81941065,16.54609354,10.12219519,14.54068667,6.564476886,6.00162206,5.520681265,24774,7,47
2.333333333,1.333333333,1.666666667,13.5294454,24.4539737,34.04888508,37.0051458,50.77530017,62.02830189,12.92309891,1.854202401,0.399656947,1,2.666666667,4.333333333,16.07146941,18.72841624,37.01200686,15.99399657,53.40508862,31.26958262,12.08890795,6.249285306,0.133218982,4317,7,47
1.655260907,0.333333333,0.333333333,3.219275734,2.996863416,14.98146564,11.29084688,4.30453379,1.666666667,0.50071286,0,1.320786997,0.333333333,0.333333333,2.569717707,2.720844026,12.86398631,4.822640433,9.252922726,3.205303678,1.802965498,0.834046193,1,0,16768,7,48
2.333333333,0,0,0.666666667,4.111968009,3.333333333,13.96572408,3,2.333333333,1,0,0,0.666666667,2.648100543,0,4.024278777,3.524707227,13.53870323,2.110539846,0.944587261,2.411596687,0.034275921,0,0,3915,7,48
2,0,0,0.666666667,7.615695793,5.833333333,14.66666667,6.816612729,7.437162891,0.828478964,1.912621359,0.685005394,0.666666667,0.333333333,0.333333333,10.66990291,5.538295577,6.272114347,8.285868393,4.25,8.938511327,0.419902913,0.637540453,0.333333333,10099,7,49
10.28613808,7.428263215,7.022923409,20.79261057,19.76402373,29.86650485,28.30906149,14.70846818,13.90183387,33.15075512,6.170711974,9.051779935,3.909115426,3.718176915,12.70496224,17.59816613,11.50970874,18.68797195,16.50862999,17.05420712,10.69768069,8.256472492,6.285059331,4.558791802,25354,7,51
8.726219348,1.553489625,2.306386419,7.441120992,16.59444894,20.23982754,39.74427378,16.73618971,15.56426839,8.468876314,5.666666667,5.740501213,2.82646187,2.800323363,2.998652654,10.11452439,18.6340609,23.33414174,15.73457289,18.15575317,13.47291835,11.57154406,3.030180544,2.922662355,16995,7,51
2,0,0,0.666666667,6.406294707,4.528469242,13.07124464,6,6,0.778826896,0,0.117596567,0.666666667,0.224034335,0.333333333,7.667525036,5.035479256,5.725035765,8.331902718,3.333333333,6.322460658,0.480972818,0,0,9359,7,52
2,0,0,0.666666667,7.54641531,3.994858612,12.51099686,7.333333333,8.271351043,0.565838332,1.820051414,0.666666667,0.333333333,0.666666667,0.666666667,14.20422736,5.938303342,6.403313339,7.588974579,2.921165381,8.613253356,0.232504999,1,0.333333333,8301,7,53
13.33333333,7.713098309,9.823158498,24.83233018,32.56921754,41.51103468,41.20607624,19.61450272,15.17798796,34.18572657,14.62109487,15.84952709,8,9.442820292,13.21754084,17.8764689,24.6749785,38.31642304,24.93178561,28.72169676,23.92891946,12.4829464,9.706506162,8.587847521,26871,7,54
1.666666667,0.333333333,0.333333333,3.333333333,4.306529798,18.93498717,21.39549472,8.961790704,3.925862561,0.666666667,0.333333333,1.954091816,0.333333333,0,0.909894497,1.423438837,7.333333333,9.319646421,17.89364129,13.24123182,3.52637582,0.666666667,0.333333333,0,16750,7,54
6.666666667,5.681499461,4.845469256,13.03721683,10.7038835,24.48166127,26.31472492,12.87567422,8.467367853,12,4.752966559,8.662891046,3,3.269147789,6.661003236,5.441747573,11.01806904,14.4306904,10.03721683,10.97734628,11.3236246,3,4.752966559,4,25940,7,55
4.551271065,1.38846044,1.117109397,10.1888032,10.99343045,27.67809197,41.83718937,19.52842045,13.38788917,7.12596401,1.788346187,5.637817766,2.241359612,2.414453013,1.818337618,12.55812625,18.81348186,29.50442731,19.02913453,32.2919166,11.28449015,5.934304484,1.964867181,0.715509854,18798,7,55
3.749324689,0.924635332,1.538357645,8.337925446,25.66180443,54.4097785,53.99972988,42.1547812,57.25688817,9.572393301,2.604267963,4.148568341,1.918692599,1.518908698,3.95623987,12.45596975,30.08211777,46.70205294,42.51080497,50.51836845,39.02971367,5.748784441,2.682063749,2.111291194,8859,7,55
9.333333333,5.333333333,5.780634105,13.83490431,15.36075407,21.05741217,22.44501571,20.22022279,8.852327906,15.90831191,12.69294487,13.2736361,4.251356755,6.925449871,5.72893459,5.459582976,10.76720937,16.5672665,19.34675807,13.32047986,12.55555556,11.9414453,8.944015995,6.674378749,27760,7,56
1.897854077,0,0.333333333,1.333333333,2.350786838,12.33333333,9.059799714,3.593705293,1.333333333,0.333333333,0.154220315,0,0.333333333,0,2.666666667,0.894706724,8.515593705,2.71416309,7.390271817,2.595708155,1.755937053,0.666666667,1.333333333,0,16157,7,56
3.815235008,0,0,0.938951918,4.700162075,3.666666667,14.28795246,2.759049163,2.333333333,1,0,2.148568341,0.851971907,3.019448947,0.333333333,3.952188006,4.101566721,22.03268504,1.679632631,0.900054025,2.737709346,0,0,1.135332253,2638,7,56
