system:index,Albedo_01,Albedo_02,Albedo_03,Albedo_04,Albedo_05,Albedo_06,Albedo_07,Albedo_08,Albedo_09,Albedo_10,Albedo_11,Albedo_12,ET_01,ET_02,ET_03,ET_04,ET_05,ET_06,ET_07,ET_08,ET_09,ET_10,ET_11,ET_12,Id,LST_Day_01,LST_Day_02,LST_Day_03,LST_Day_04,LST_Day_05,LST_Day_06,LST_Day_07,LST_Day_08,LST_Day_09,LST_Day_10,LST_Day_11,LST_Day_12,LST_Night_01,LST_Night_02,LST_Night_03,LST_Night_04,LST_Night_05,LST_Night_06,LST_Night_07,LST_Night_08,LST_Night_09,LST_Night_10,LST_Night_11,LST_Night_12,crop,ele,grass,.geo
0000000000000000002b,0.2740079490946568,0.24113367150741988,0.20561503667648492,0.20117148064823537,0.19697253328129816,0.19417790720179495,0.18935053789244496,0.18684971538682413,0.18066185923699082,0.18359620270260335,0.2185737630113309,0.26250346877249436,6.074432265463132,6.588084756201029,4.9912658505706995,3.9325602743500885,3.852722340679386,4.699945579945275,5.569073558396355,6.9398973074418855,6.885202947064124,5.827558978109177,6.031447629188813,5.77186400933458,1068,276.5768764582069,284.86874028443947,294.27348744098356,302.13085148600896,307.654015961033,311.94664988578063,312.9051201222318,308.3691379232116,301.29023675457415,293.9282944616761,285.11563142106667,276.7447113736931,258.3807718346571,262.3674861836475,268.36819424771573,274.3168619477746,279.00592570232783,284.3838495255671,287.4829047440327,285.60472354812396,280.11724181219154,273.37680559863287,266.5625410976845,259.951804992387,142,2005.025979239548,69,"{""type"":""Polygon"",""coordinates"":[[[103.50552314399044,37.389120890195876],[103.55044300971801,37.3891208630867],[103.59536289322004,37.38912086001946],[103.64028278452889,37.38912086864135],[103.68520267386691,37.389120876546535],[103.68520267386691,37.568800327028896],[103.64028278452889,37.56880039503767],[103.59536289322004,37.568800384545156],[103.55044300971801,37.5688003877587],[103.50552314399044,37.568800337219486],[103.50552314399044,37.389120890195876]]]}"
00000000000000000030,0.23838805663989446,0.22697500191577658,0.21453963821901717,0.2116877357111179,0.2072875907145595,0.20122371002062045,0.1977909075991824,0.195534159157429,0.19277178208383275,0.19930276655209658,0.2100263580314981,0.22036983583004968,6.360609960062306,6.045537021988444,3.969722774380723,2.6885802204916476,2.8038093682008958,3.554090173031171,5.141205118275964,6.153224484949627,5.835057397184472,5.216964326170106,6.1311084262971685,6.125680796120517,1079,277.9405766325191,286.4070248919052,296.8612557478941,305.1687982301047,310.6047106230925,313.94412763141185,314.20299641393933,310.67571824561537,303.91799599486166,296.2548674519026,286.3953272013539,278.38019412365145,260.2871033874549,265.1216867823044,272.3169290987991,278.4571793541305,283.769449992807,288.95245027886,292.2925695858308,290.040184026815,284.0088144198363,276.6478799576388,269.41169272714876,261.82364558884757,182,1231.0595032769922,22,"{""type"":""Polygon"",""coordinates"":[[[105.4820018648904,37.389120897726784],[105.52692176897625,37.38912085217343],[105.57184160262422,37.38912091632815],[105.6167614529961,37.3891209035775],[105.66168131799031,37.38912087784641],[105.66168131799031,37.56880032837963],[105.6167614529961,37.568800394142094],[105.57184160262422,37.56880036722326],[105.52692176897625,37.56880034259289],[105.4820018648904,37.56880034780293],[105.4820018648904,37.389120897726784]]]}"
0000000000000000003a,0.2646346646807195,0.23545583953215696,0.21654875681026464,0.21457601297604484,0.21204602659341978,0.20453613332504667,0.19897293134686508,0.19523566385260088,0.19217115473269833,0.1984799597922226,0.2227415651409157,0.26353261387013316,6.120849936689834,6.739298717001162,5.552667573529709,4.403036634470822,4.379857132029113,5.83164840949795,7.204139875535503,8.105704734367775,7.365473915920832,6.188488235846911,6.071543859233331,5.631216233704264,1183,278.7065413278716,287.1794422482546,296.86526746196984,305.11324758808854,310.56640568126085,313.7658709325956,315.0486125230145,311.3525192882341,304.24093437242345,296.32779116827527,287.0722940582658,278.44669316022345,257.39705979335247,262.0214958088346,268.6958743006125,274.90613888707645,279.699519816831,285.3082330616655,288.1117540353003,286.3205277951732,280.49334655584926,272.93762912500324,265.7970052619115,258.9205727003558,155,1743.1532761788123,64,"{""type"":""Polygon"",""coordinates"":[[[102.96648028087594,37.56880032361751],[103.01140013660053,37.56880036199251],[103.05632005770474,37.568800339628716],[103.10123985586984,37.56880034467036],[103.14615978264297,37.568800335927165],[103.14615978264297,37.74847985283948],[103.10123985586984,37.74847983703233],[103.05632005770474,37.748479809879186],[103.01140013660053,37.74847981263226],[102.96648028087594,37.7484798370687],[102.96648028087594,37.56880032361751]]]}"
00000000000000000044,0.21190627013381846,0.20255147046716585,0.19334826373457076,0.19412083182193976,0.19069410066087694,0.18670579710182236,0.18393812087458394,0.18116356725073957,0.174031301817476,0.1773262559575564,0.18944102582393774,0.198026170077428,6.795413806817554,6.264263282990255,3.9342997541328644,2.666161186260284,2.549709883755909,2.7300009814127812,3.7768310843464628,4.960717145490823,5.4133020718431295,5.281155379659772,6.38131357862726,6.29211155207163,1318,276.79806713877286,285.1748486120588,295.4349870913659,303.9649178375444,310.22931955173914,314.20751997868723,314.28907174171496,310.17078991576483,303.2220759501714,294.9288888456445,285.1728696119097,276.8889401006496,261.2609472843791,265.4042098655731,272.3573217465847,278.59723780344893,283.5917503197788,288.4465916328638,291.43922401295555,289.06459026466155,283.4431710472462,276.75188969515534,269.8111567943459,262.699739107676,109,1366.8731110480899,100,"{""type"":""Polygon"",""coordinates"":[[[106.02104029153061,37.74847982007821],[106.065960217605,37.74847986329825],[106.1108800555576,37.748479823687475],[106.15579989454149,37.74847983033815],[106.20071982393026,37.7484798540588],[106.20071982393026,37.928159276788485],[106.15579989454149,37.92815930298634],[106.1108800555576,37.928159344831116],[106.065960217605,37.928159273925246],[106.02104029153061,37.92815927685091],[106.02104029153061,37.74847982007821]]]}"
00000000000000000056,0.3255644229208691,0.27813476243681234,0.21423937768828932,0.19219214185026462,0.1867501711378941,0.18380596635814886,0.1781421228194511,0.1757594334323053,0.17355974929764392,0.18236438604524957,0.2595436186000494,0.32815586664322993,6.1978972804116506,6.866528283708766,6.346639572613342,5.64462821414444,5.66476784259166,7.815323310708291,10.219219947335027,9.407934209476917,7.608176743003514,6.155638195323958,6.178608463761002,5.561240569310311,1661,275.52439221106533,282.4279384260607,292.1824606192886,299.641770282578,305.38368938585313,307.4832305533422,307.8385124516774,304.47723127474933,298.58100360419166,292.1946614619545,282.74409516192907,275.1746183435359,254.89187792964282,258.03639195443907,264.5147379643817,270.08299669081947,274.3973827245111,280.5238377356363,283.47694976214206,281.91074203883204,275.94426005455836,269.1662199874068,262.44516159602307,256.2883455032505,152,2437.522924053764,95,"{""type"":""Polygon"",""coordinates"":[[[100.99000158336445,38.28752272066703],[101.03492141037219,38.287522714131505],[101.07984130055677,38.28752270246755],[101.12476123070476,38.287522756521106],[101.16968109143511,38.2875227170062],[101.16968109143511,38.467202232633625],[101.12476123070476,38.46720219433818],[101.07984130055677,38.4672022251446],[101.03492141037219,38.467202246157896],[100.99000158336445,38.46720218673022],[100.99000158336445,38.28752272066703]]]}"
0000000000000000006d,0.288139633677237,0.24983256708544585,0.2047597719926619,0.2013786183458209,0.19042385883370974,0.18002948421096987,0.1706921365213522,0.16731491964463013,0.1704853527972129,0.18571953194601085,0.2038690202333576,0.21564772594002385,4.874532798556063,3.2407065162252535,0.8889818903957192,1.0609002720167076,1.7870343885502202,3.404042969706675,4.738326765915514,4.908105874020373,3.9917508317032104,1.476460168602895,2.554496003358342,4.504035960266614,1854,276.7658731199083,283.6415997159093,295.3789789854431,303.4686279789421,308.8732261108499,310.75468200887804,308.19443352027366,305.0443532656165,301.7040360571112,296.13468110180037,286.8028082993206,277.9087478272492,258.893658462146,264.8547152471862,272.8927350224476,278.6566545671028,283.41541853538496,287.35110849355704,288.6935964493319,287.4805348966105,282.6581698249266,274.7187957570933,267.53389869805886,261.62985399122584,134,1188.3942273216207,22,"{""type"":""Polygon"",""coordinates"":[[[77.45192322665575,38.64688169831618],[77.49684307954458,38.646881643926854],[77.54176294611726,38.64688169510538],[77.58668281113214,38.646881704989106],[77.63160265913326,38.64688168421116],[77.63160265913326,38.826561163930066],[77.58668281113214,38.82656115269671],[77.54176294611726,38.82656119186191],[77.49684307954458,38.82656119219382],[77.45192322665575,38.82656114300521],[77.45192322665575,38.64688169831618]]]}"
00000000000000000078,0.28271582042174853,0.24681255501820987,0.2069556753908103,0.1981488609027745,0.18021718659209615,0.17557712479069446,0.17312905296199887,0.17084565682558664,0.16962990273670406,0.18663556015464894,0.20410879753892583,0.21890428798242842,5.2375476821677465,3.4119046237950292,0.8193444474338787,0.8109660698255438,1.1065773330531081,1.3536888213694596,1.4708473526713362,1.6265285946513586,1.5669552943368594,0.917988154561047,2.472162138377023,4.822292275947433,2008,276.86774408327096,283.8853488320632,295.37362853931154,303.9531636979722,309.32878088516884,313.54150380135,313.06019899414343,309.8648350422246,304.45866798615015,297.20957468701255,287.2830940574074,278.25590528477846,258.89440244550457,264.8421884624598,273.23333952984524,279.0758233869398,283.4257998137411,287.9407300561106,289.80564110551353,288.5179061092448,284.14591712128083,276.2473227123955,268.5623238683782,261.466206529479,173,1173.4924304807757,63,"{""type"":""Polygon"",""coordinates"":[[[77.63160265913326,38.826561163930066],[77.67652256181994,38.826561166911446],[77.72144241586452,38.82656116279476],[77.7663622924627,38.82656117133623],[77.81128217518639,38.82656112426349],[77.81128217518639,39.00624066174415],[77.7663622924627,39.00624063267597],[77.72144241586453,39.006240629000246],[77.67652256181994,39.00624064035695],[77.63160265913326,39.00624064696845],[77.63160265913326,38.826561163930066]]]}"
0000000000000000007e,0.12706843289495776,0.11758168455408917,0.1097088798108567,0.11524968914525084,0.11633799491820253,0.11025294638319781,0.1082640929870604,0.1083751382157271,0.10953163618995201,0.11199241996857648,0.1188533170838863,0.12572762108869623,6.384848196660987,5.921139029966458,3.373552388623584,2.194772374949234,2.137776811104646,2.500259282345937,3.1809917865922994,3.9812847182164153,4.344889403091537,4.070147648929368,5.519451417754777,5.915237991170453,2148,273.96248602918627,281.6647759323369,291.93682807924296,300.2273060494728,305.79814546836576,309.7246788556453,310.46240581837634,307.60591038161914,300.47946598788974,292.8367863385848,282.8263931722662,274.412203249798,262.19064877888707,266.56588085307146,273.465081876283,279.9972410908004,285.01738684154077,290.3652605408412,292.85758932718585,290.6539654081177,284.8255184150691,278.06804874857494,270.79307070258096,263.44751079431825,104,1417.519787583765,63,"{""type"":""Polygon"",""coordinates"":[[[106.20071982393026,38.826561121509066],[106.24564074132333,38.82656117037841],[106.29056174928246,38.826561191296236],[106.3354827580664,38.826561180132465],[106.38040376782692,38.82656111995042],[106.38040376782692,39.00624064497429],[106.3354827580664,39.006240633754445],[106.29056174928246,39.00624064879086],[106.24564074132333,39.00624062956114],[106.20071982393026,39.006240657709505],[106.20071982393026,38.826561121509066]]]}"
00000000000000000092,0.1842024545285841,0.16757540287964534,0.15372850693237208,0.1540410531327656,0.14862253363609942,0.1407426130774611,0.13865079446708453,0.1396646002336203,0.1416132455648091,0.1517937873429992,0.15833895774787313,0.17227447901843085,6.323344203692705,5.706110613184934,3.2056064023460844,2.0351139203240303,2.193860753185192,3.2463461785469145,4.278044756506062,4.874417080559415,4.474363521753863,3.9407679360159684,5.676660833454002,5.99437862957552,2327,274.7219103448376,282.85090774323425,292.47607010194093,301.19333885582324,306.39496465551565,309.7847751745432,310.25812199545715,307.6020478383289,300.79060441049785,293.47306496551363,283.2404067371388,275.24360821095405,261.26981484046246,265.4407054110964,272.1909017869315,278.88201350595045,284.05603587250124,289.46310148310187,292.3347531341087,290.0679024430704,284.0751618900552,276.97939607151994,270.13543430267543,262.80869525275637,184,1310.614813196417,36,"{""type"":""Polygon"",""coordinates"":[[[106.56008323865144,39.00624065780216],[106.60500309011212,39.006240638357056],[106.64992294575661,39.00624062027329],[106.69484280665912,39.0062406634343],[106.73976267402111,39.006240672846296],[106.73976267402111,39.18592010513253],[106.69484280665912,39.18592009270934],[106.64992294575661,39.18592012085869],[106.60500309011212,39.18592013000866],[106.56008323865144,39.18592013768033],[106.56008323865144,39.00624065780216]]]}"
00000000000000000094,0.3768268571740442,0.3377677343889977,0.2077947531703318,0.20426825499548765,0.18810848383731324,0.17564749089707718,0.16881308415399704,0.17162220208551446,0.17913063992273304,0.2008298387970537,0.21835142205936622,0.27826210608947466,5.540311098673192,3.9169588609563304,1.3120070917227082,1.2148152868459148,1.9331419404922263,2.137700742146727,2.8565887038371276,3.7111676006816525,2.899786600922698,1.4068822137526256,2.982858317307833,4.9392689706107955,2346,277.1746180285549,285.44917369660504,297.45559408104634,307.0947144055846,313.4936076734674,317.97648400998486,316.80118576678336,312.9013099265758,307.01358443393707,299.05576014127485,288.5121374304907,278.5306699898134,257.87865819742285,264.24290371537006,272.28913035345806,278.00544540880026,282.7030551970174,287.9927474674668,290.220558886826,288.5184122363175,283.34103461247093,275.04507863263194,266.85931819192075,260.19055088218533,157,1229.659857076278,52,"{""type"":""Polygon"",""coordinates"":[[[76.37384185539327,39.185920110319486],[76.41876178019277,39.185920133762004],[76.46368166629675,39.185920105897516],[76.50860150370623,39.18592011711797],[76.5535213704255,39.185920112256234],[76.5535213704255,39.36559962469036],[76.50860150370623,39.365599605449596],[76.46368166629675,39.36559957105718],[76.41876178019277,39.36559957643713],[76.37384185539327,39.36559960908562],[76.37384185539327,39.185920110319486]]]}"
