,Albedo_01_x,Albedo_02_x,Albedo_03_x,Albedo_04_x,Albedo_05_x,Albedo_06_x,Albedo_07_x,Albedo_08_x,Albedo_09_x,Albedo_10_x,Albedo_11_x,Albedo_12_x,Id
1079,0.022378331000000085,-0.027966215999999933,-0.019053754000000034,-0.0029808679999999976,-0.009037020000000007,-0.007470772999999986,-0.010678959999999987,-0.002869582999999981,-0.004722760999999992,-0.00030368999999999535,0.06160141900000002,-0.001975425000000086,24122
1080,-0.007000299000000099,-0.007491593000000019,-0.0006099010000000238,0.0056977270000000135,0.005361115,0.005725209000000009,0.004125490000000009,-0.00245778100000002,0.003948166999999975,0.007173183,-0.017275325000000008,0.0007541880000000445,23632
1081,-0.02803412999999999,-0.020999248999999942,-0.010399594999999928,-0.006212383000000016,-0.00665648399999999,-0.008472819999999992,-0.0036106730000000087,-0.008296638000000023,-0.00808921999999998,-0.010448755999999976,-0.007648124999999978,-0.023510476000000002,27349
1082,0.035296453000000005,0.02808126700000002,0.018960890000000008,0.008362805999999973,0.05327926799999999,0.03254464500000004,0.029220306999999973,0.03256436500000004,0.02414274999999999,0.03225355799999999,0.03876154000000001,0.029971652000000015,16734
1083,0.001706086999999995,0.03160516400000002,-0.011586132999999998,0.007481243000000026,0.004209617999999998,0.000413455000000007,-0.003564820000000024,-0.0033359649999999963,-0.00211566299999999,0.0030016539999999925,0.0019443760000000254,0.0022090439999999933,7976
1084,0.006074992000000168,4.61399999999168e-05,0.0033514059999999457,0.0070863210000000065,0.009878678999999974,0.006076941000000002,0.014066381000000017,0.0018283420000000106,0.004096690000000014,0.006003874999999992,0.015570172999999965,0.01303398400000011,23975
1085,0.014581627999999847,0.016842416000000027,0.02402962399999997,-0.003419194999999986,-0.002255020999999968,-0.0017323629999999868,0.00030258700000004857,4.763699999998927e-05,0.0016542830000000341,0.0018120159999999996,0.00834459200000004,0.009698751000000061,27443
1086,0.029529761000000043,-0.007383984999999982,0.01156495499999996,0.0027230089999999985,-0.015275729000000016,-0.011810726000000021,-0.00678848600000001,-0.004722846000000003,-0.01440897499999999,-0.012590843000000018,-0.11563659999999998,-0.030370150999999956,19902
1087,0.018599439999999967,-0.010878711000000069,-0.004501584000000031,0.0003652449999999863,-0.0033585379999999943,0.0009649959999999957,0.0006010040000000161,0.0005658669999999699,0.004817818999999973,-0.006238253000000027,-0.004808144000000014,-0.01621499700000001,3049
1088,0.022683127999999997,-0.007510341999999975,0.0005300139999999953,0.0008715920000000044,0.00580481699999999,0.007300776000000009,0.006191354999999982,0.004710028000000005,0.0034078919999999957,0.002946397999999961,0.01198487099999998,0.017637491000000005,8973
1089,-0.003415717000000096,-0.003426032999999995,-0.006828245999999982,-0.0033828340000000012,-0.004558783999999982,-0.0017244889999999957,-0.0019049469999999902,-0.0034181620000000024,-0.00389420800000001,-0.0050986269999999945,-0.012607338999999967,-0.021506682,23706
1090,0.0014061509999999944,-0.0027516160000000123,0.006150771000000027,0.004373215000000014,0.0026665989999999917,0.0007785309999999712,0.00259261999999999,0.0024801240000000002,0.002197636000000003,0.004132647000000017,0.012190863000000024,0.008425474999999988,10819
1091,-0.003291239999999973,0.0006365350000000214,0.0012008020000000008,9.558999999995099e-05,0.013863594000000007,0.010267007999999994,0.007367868999999999,0.009470073999999995,0.009474944999999985,0.009045760999999986,0.008555085000000018,0.005995265,5936
1092,0.010142871999999997,0.004438755999999988,0.005187686999999996,0.006497683999999976,0.002649545999999975,0.0026182469999999902,0.004234157000000016,0.003639597999999994,0.0033622530000000095,0.005447235999999994,0.005079186999999985,0.0067955709999999725,5937
1093,0.016307693999999984,0.0051822799999999836,-0.00912138899999998,-0.0008421929999999911,-0.007833586000000031,-0.010301227999999996,0.0006868449999999637,0.00026619499999999685,-0.0005597370000000046,0.020922265999999995,-0.025993083000000028,0.00029146800000001694,26783
1094,-0.019650308000000033,-0.007284841000000014,-0.00785403200000001,-0.004455794000000013,-0.006284582000000011,-0.006736171999999985,-0.005149507999999997,-0.004140820999999989,-0.0033575939999999915,-0.0012013300000000005,0.001681367000000017,-0.005787701000000034,2985
1095,-0.003683829999999999,0.005146174000000003,0.0046324570000000065,0.0027076619999999996,0.0023458369999999895,0.0025211129999999915,0.0012223870000000192,0.0024710479999999757,0.0017387670000000022,0.003876498000000006,0.005099502000000006,-0.0014919800000000039,3854
1096,0.014478991999999996,0.033453811,-0.025957250000000043,0.007440158000000002,0.0055631959999999925,-0.0027289560000000046,0.004315851000000009,0.0030587790000000115,-0.0013020260000000117,0.0013474349999999802,0.007073384000000016,-0.0048708750000000245,17073
1097,-1.3191999999995208e-05,0.009232107000000017,0.0027528029999999704,0.003920798999999975,0.004243926000000009,0.008214444999999987,0.008692797000000002,0.005857543999999992,0.003182990999999996,0.0025195219999999963,-0.003608578000000001,0.0063050979999999535,4057
1098,-6.172999999998208e-05,0.003878731000000024,0.005987036000000057,-0.0024796600000000224,-0.0007602860000000267,-0.002808715999999989,0.001449167000000029,-0.0008801969999999715,-0.002611098000000006,0.004910161000000024,0.005268057000000048,0.009041408999999945,23463
1099,-0.010643956999999982,-0.006492491999999905,-0.005049678000000057,0.00022267600000000498,-0.0059012019999999665,-0.008002465000000014,-0.007898657999999975,-0.00960999799999998,-0.009512482999999988,-0.027392942000000003,-0.02039053899999993,-0.02361146699999994,28474
1100,0.10357763399999997,-0.04016653000000006,-0.025997174999999956,-0.021668836999999996,-0.021388881,-0.023943455000000002,-0.02052272400000002,-0.023456111999999973,-0.023486708000000023,-0.022299508999999995,-0.023076350000000023,-0.04014474100000001,21608
1101,-0.03769420100000001,-0.005695794000000004,-0.0010654500000000233,0.014303808999999973,0.01588906100000001,-0.0010519999999999974,-0.0009009030000000084,0.002970837000000004,0.0032880630000000355,0.005402921000000005,0.016955571000000003,0.00604683200000003,8988
1102,-0.0007005730000000376,-0.022169085000000033,0.08611738200000002,0.016565146000000003,0.0013652369999999914,0.0033393019999999884,0.0019091509999999978,-0.0005521659999999928,2.427899999998817e-05,-0.0006262809999999785,0.0038271009999999717,-0.03891647300000006,24736
1103,0.005217259000000002,0.033109863000000045,0.023221279999999983,0.018766187000000017,0.008662421000000003,0.009068876000000003,0.006478857999999976,0.009893152000000016,0.009094610000000003,0.005235097000000022,0.014517225999999994,0.01578823100000004,15772
