,ET_03_x,ET_04_x,ET_05_x,ET_06_x,ET_07_x,ET_08_x,ET_09_x,ET_10_x,ET_11_x,Id,ET_01_x,ET_02_x,ET_12_x,ET_03_1_x_1,ET_04_1_x_1,ET_05_1_x_1,ET_06_1_x_1,ET_07_1_x_1,ET_08_1_x_1,ET_09_1_x_1,ET_10_1_x_1,ET_11_1_x_1,ET_01_1_x_1,ET_02_1_x_1,ET_12_1_x_1
0,-0.33107142700000125,0.18933333300000044,0.6088636359999997,1.622619049999999,-0.17999999999999794,-1.4624999999999968,0.05999999999999872,-0.03777777799999882,0.03928571400000003,25497,0,0,0,-0.29780474583058864,0.24978012269129315,0.2128217348518327,0.25615485846599084,-0.016603889619987166,-0.17574604439184974,0.01390191427137498,-42.499994937475236,-0.09632224094699769,0,0,0
1,0.2937031019999994,0.06042857200000018,0.3749224390000001,0.9645508659999988,2.3359816899999997,0.07025883799999999,0.08789998099999963,0.18083829299999898,0.4417539690000005,2780,0,0,0,0.11348668945718053,0.06089982059726475,0.21115202755452733,0.18625712512639392,0.3143570779004301,0.021159202493649578,0.05201416860815094,0.0954009600187299,0.22109632609510332,0,0,0
2,0.4891625550000005,0.1985571420000003,-0.2681918710000004,1.6735955660000004,4.3280265479999995,3.461361732000001,0.874344223,-0.4813470259999999,0.2672724449999997,7928,0,0,0,0.3136154522534732,0.18405190925120685,-0.49356014143506893,0.396810235411786,0.5229901537721405,0.46172405170034125,0.3176457943267824,1.1080358986697065,0.2831812690917942,0,0,0
3,0.09168129599999997,0.2769778409999999,0.5384622219999999,1.4142490259999998,2.4680063339999996,1.785228302,0.5063706510000001,0.13959331600000002,-0.14174920599999963,24146,0,0,0,-0.2957745123904443,-7.386075759999979,0.31261169257165916,0.7433247216737645,0.789844088521421,0.4872264875394456,0.336497015680271,0.5560563617512946,-0.09884758778146764,0,0,0
4,0.11539857500000039,0.9951535370000002,1.7315501420000001,8.051040743000001,10.811184955,14.162985389000001,5.66978196,0.694568887,-0.42948417400000016,24460,0,0,0,-0.3204646658405365,0.9496199996690873,0.5592123618334216,0.8449671377103658,0.9462846782095843,0.9057885948137604,0.8406444581629321,12.94730360510945,-0.29459286357644304,0,0,0
5,-0.13231578300000013,0.6781990950000001,3.3473400909999995,14.612096124999999,16.968321703999997,16.752604739999995,5.444938265999999,0.09895732499999976,-0.42372245400000086,23192,0,0,0,-0.8644864388677954,1.1417805729833606,0.6149275303055182,0.8147573661928791,0.9259349035626233,0.8865146740565022,0.8202166580726418,-0.18101613159643104,1.2547506771807735,0,0,0
6,-1.2688242530000005,1.7638743300000002,1.9289259880000005,0.6388761410000008,2.5819315290000002,2.408111444,0.02322485200000024,-0.2688902980000001,0.05134125899999953,8968,0,0,0,-0.4597610476909862,0.3167064432274999,0.36617193903718126,0.1118346393385887,0.36513254228696307,0.39668350811351977,0.007377126187554864,-0.16715695402414035,0.06613233343559746,0,0,0
7,0.4603568459999998,-0.20001369299999983,0.04702937500000015,0.24290971500000036,0.42654606799999994,0.46584065100000016,0.106834286,0.33035134999999993,-0.20834304600000042,24288,0,0,0,2.4149850481678117,-26.766292865290907,0.032369579446845924,0.20756721854489202,0.9470543681071226,0.30743133170568615,0.0896564526901544,-0.7893830532722343,-0.10046680940325517,0,0,0
8,0.05317813799999893,-1.2651589100000011,5.9150636909999985,0.42528424999999714,2.8321491699999974,1.2637599180000016,1.254731455,0.011799285000000381,0.08180145699999919,27537,0,0,0,-0.05108645436570866,1.2468356096340092,-11.645448984210702,-0.993298246706437,0.3623647618973334,0.19693365238872645,0.4922662887321822,0.04275862319384917,0.34751127605150445,0,0,0
9,0.2003235790000002,0.507102148,1.2969305360000005,-0.41827156300000023,2.1938380410000007,0.7598439680000002,0.870573249,0.27043095199999967,0.5786613410000006,2840,0,0,0,0.19523009531514202,0.1160479696711511,0.21554675599888837,-0.059077936946495505,0.5783379711580586,0.2365718577517985,0.2537972911053921,0.1891053275100545,0.2705890517723719,0,0,0
