,LST_Day_01_x,LST_Day_02_x,LST_Day_03_x,LST_Day_04_x,LST_Day_05_x,LST_Day_06_x,LST_Day_07_x,LST_Day_08_x,LST_Day_09_x,LST_Day_10_x,LST_Day_11_x,LST_Day_12_x,Id,LST_Night_01_x,LST_Night_02_x,LST_Night_03_x,LST_Night_04_x,LST_Night_05_x,LST_Night_06_x,LST_Night_07_x,LST_Night_08_x,LST_Night_09_x,LST_Night_10_x,LST_Night_11_x,LST_Night_12_x
0,0.5851525000000493,0.45310670000003483,0.8315437000000543,0.15155499999997346,0.6842612000000372,-0.340534899999966,-3.5207240999999954,-2.9907082000000287,-1.4216619999999693,-0.6569825000000264,1.0478099000000043,0.1508521000000087,27674,0.7501438999999834,0.2566242999999986,0.14399429999997437,-0.15002900000001773,-0.24213450000002013,-0.2851184999999532,-0.15949359999996204,0.04370950000003404,0.05670639999999594,-0.21787580000005846,0.23083739999998443,0.5779278000000261
1,1.2765515000000107,0.07137729999999465,-0.07151349999998047,-0.6054030999999895,-1.9364009999999894,-2.2703346000000124,-4.580487399999981,-4.4041659000000095,-1.5113289999999893,-0.3114072000000192,1.419717300000002,2.714359700000017,27388,1.067549100000008,0.15994720000000484,0.10576470000000882,-0.7645375000000172,-1.157601599999964,-1.1826032999999825,-0.6773794000000066,-1.4782627000000161,-1.1553450000000112,-1.2775149999999371,-1.003912899999989,-0.14162479999998823
2,-0.17973570000000905,0.015527699999950073,0.9567514000000301,0.23348609999999326,-0.7734353000000169,-3.9153625000000147,-8.214771299999995,-5.425366900000029,-1.0114371000000233,0.07887749999997595,0.7685769000000278,-0.35695129999999153,24615,0.3443411000000083,-0.016507399999994732,-0.13472680000000992,0.7724243999999771,0.6254873999999973,1.0472769999999514,-0.3367262999999525,0.22009890000003907,0.4431945999999698,0.8267774000000259,0.7277396000000067,0.15698549999999045
3,-0.1722821000000181,7.179458899999986,1.5290587000000642,-1.7111889999999903,-3.0848014000000035,-7.639897700000006,-10.6948309,-9.844257999999968,-4.071699200000012,-2.29528049999999,-1.2484874000000445,0.9368522999999414,24565,0.004145499999992808,0.4479038000000628,0.5124400999999921,-0.26066359999992983,0.6840513999999871,-0.2172046000000023,-0.9710030999999617,-0.9775210000000243,0.020207100000050104,0.28926649999999654,0.6805486000000087,0.8283792000000005
4,-0.29728660000000673,-1.0971218999999905,-0.49678409999995665,-0.7562637000000336,-2.7413146000000097,-4.825881299999992,-6.024419200000011,-5.603645299999982,-4.707994699999972,-1.3143122999999832,-0.7579177999999729,0.8181916000000342,4658,0.16265700000002425,0.3532938000000172,0.24352940000005674,0.2348559999999793,0.211013400000013,-0.17373520000006692,0.24012609999999768,-0.1398516000000427,-0.02886239999997997,0.5548363000000336,0.4227319000000307,0.41753169999998363
5,0.6813031999999453,0.7529751999999803,0.5221759999999449,-0.2647519000000216,-0.944486300000051,-1.228102100000001,-2.665230899999983,-2.2774236999999857,-0.784769400000016,0.06366930000001503,-0.008361800000045605,0.17159179999998742,27138,-0.004535599999996975,0.17681169999997337,-0.15934320000002344,-0.23850699999997005,-0.17853760000002694,-0.2046239000000014,-0.4126994999999738,-0.36388339999996333,-0.21122550000001183,-0.06613980000003039,-0.15118260000002692,-0.2763464999999883
6,-0.6417192000000114,0.8612673999999743,1.542945799999984,-0.38199069999996027,-0.8103742999999781,-2.983912500000031,-6.41111200000006,-5.729190100000039,-2.3313682999999514,-0.5150711000000001,1.3320497000000273,2.181767400000041,27842,0.4296031999999741,0.5250434000000155,0.3017082000000073,-0.010388200000022607,-0.34594329999998763,0.3863357000000178,-0.08910149999996975,0.25883750000008376,0.17781830000006948,0.2979832999999985,0.14113529999997354,0.8416130999999893
7,0.2309263999999871,0.28411550000004127,0.4692046999999775,-0.29497159999999667,-0.2437094000000002,-0.7843271999999502,-1.0097190999999839,-0.8707861999999977,-0.1896238999999582,-0.4851876999999831,-0.020972400000061953,-0.062293300000021645,27962,0.3469302999999968,0.34944659999999317,-0.09878279999998085,-0.4346634999999992,-0.03110700000001998,0.28487390000003643,0.11441780000001245,0.3998638999999571,0.10512799999997924,0.3507021999999438,0.41267900000002555,0.7426877000000331
8,-0.1589376000000584,-0.3975380999999629,-0.5109868999999776,0.3024877999999944,-2.5908405999999786,-1.0330883000000313,0.7908534999999688,1.998342999999977,1.2343879000000015,-0.7320335,0.2569542999999612,0.3430409000000054,26964,-0.7670334000000025,-0.10643479999998817,0.44327349999997523,0.17482119999999668,0.5639909999999873,0.5346021999999948,0.5768342999999732,-0.22370910000000777,-0.2929779999999482,0.13839310000003024,-0.046868300000028285,0.3319104999999922
9,0.6721464999999966,0.01601820000001908,-0.6107662000000005,-0.37168489999993426,0.9120996999999988,-1.6007273999999825,-2.3336552000000097,-2.3527096999999912,-0.410549900000035,0.39899169999995365,0.6169103999999948,0.10329590000003464,14116,-0.952753400000006,-0.08000979999997071,0.27614489999996295,-0.13294519999999466,-0.20788049999998748,0.3281799999999748,-1.0730309000000489,-1.120697899999982,-0.9485229000000004,-0.9289449000000332,-0.6287038000000393,-0.9160591000000409
10,-0.08993760000004158,-1.2261490999999864,-0.44217170000001715,0.11843229999999494,-0.9324093000000175,-3.2118022000000224,-3.0980379000000653,-2.0449356999999964,-0.9131257000000232,-0.2900631000000544,0.41420180000000073,0.5904754999999682,19904,-0.7800885999999991,-0.9815060000000244,-0.6621202000000039,-0.17293539999997165,-0.08257549999990488,-0.45529119999997647,-0.6851613000000043,-0.7786849000000302,-0.14768660000004274,-0.6411646000000246,-0.4158828999999855,-0.5235416000000157
11,0.5160649000000035,0.6049837999999568,1.6155395999999769,0.8193157000000042,-0.870595499999979,-3.965862800000025,-5.904867100000047,-5.02152719999998,-1.3938279000000762,-0.060368400000015754,1.0041752999999858,0.8783071999999947,26813,0.28237729999997896,0.24223309999999287,0.4846588999999426,0.6099870999999553,1.046861300000046,0.7325751999999852,0.5786588999999935,0.03797789999998713,0.7663736999999742,0.9724605000000679,1.1109506999999894,0.3656296999999711
12,1.1422347000000173,3.20016099999998,-0.340467799999999,0.03200459999999339,-2.2881160000000023,-6.865634899999975,-8.174427199999968,-6.211425700000007,-3.6126803000000223,-0.9829964999999561,0.21224789999996574,-0.9611902999999415,24720,0.07487789999998995,-1.0888008000000013,-0.45014979999996285,-0.28340759999997545,0.5920604000000367,-0.2432986000000028,-1.3787937999999826,-1.19860639999996,-0.4470999999999776,-0.719160200000033,-0.984164700000008,-0.5348745999999949
