Albedo_01,Albedo_01_1,Albedo_02,Albedo_02_1,Albedo_03,Albedo_03_1,Albedo_04,Albedo_04_1,Albedo_05,Albedo_05_1,Albedo_06,Albedo_06_1,Albedo_07,Albedo_07_1,Albedo_08,Albedo_08_1,Albedo_09,Albedo_09_1,Albedo_10,Albedo_10_1,Albedo_11,Albedo_11_1,Albedo_12,Albedo_12_1,ET_01,ET_01_1,ET_02,ET_02_1,ET_03,ET_03_1,ET_04,ET_04_1,ET_05,ET_05_1,ET_06,ET_06_1,ET_07,ET_07_1,ET_08,ET_08_1,ET_09,ET_09_1,ET_10,ET_10_1,ET_11,ET_11_1,ET_12,ET_12_1,Id,LST_Day_01,LST_Day_01_1,LST_Day_02,LST_Day_02_1,LST_Day_03,LST_Day_03_1,LST_Day_04,LST_Day_04_1,LST_Day_05,LST_Day_05_1,LST_Day_06,LST_Day_06_1,LST_Day_07,LST_Day_07_1,LST_Day_08,LST_Day_08_1,LST_Day_09,LST_Day_09_1,LST_Day_10,LST_Day_10_1,LST_Day_11,LST_Day_11_1,LST_Day_12,LST_Day_12_1,LST_Night_01,LST_Night_01_1,LST_Night_02,LST_Night_02_1,LST_Night_03,LST_Night_03_1,LST_Night_04,LST_Night_04_1,LST_Night_05,LST_Night_05_1,LST_Night_06,LST_Night_06_1,LST_Night_07,LST_Night_07_1,LST_Night_08,LST_Night_08_1,LST_Night_09,LST_Night_09_1,LST_Night_10,LST_Night_10_1,LST_Night_11,LST_Night_11_1,LST_Night_12,LST_Night_12_1,ele,stable,uc
0.51302966,0.412478294,0.350444818,0.325554437,0.252130541,0.267440561,0.24521095,0.240839906,0.240783319,0.220743422,0.233544101,0.203601084,0.23023372,0.203781758,0.235740858,0.202617339,0.241877361,0.214865987,0.254790855,0.249895311,0.265083392,0.297850101,0.488218163,0.401957732,6.772212099,6.135421316,4.889643205,5.223204639,2.001570138,2.565992953,1.323152232,2.185785217,0.804371141,2.238908801,1.601597844,9.996082303,4.268184492,12.53469398,3.905505162,11.43211385,2.39964466,4.917691326,1.98953994,2.960251368,4.655015687,5.245081642,5.554918033,5.524851032,19904,266.7713398,272.4194406,280.1084607,283.5087338,296.8830266,297.3085501,303.7817089,307.0293612,313.6866703,311.70653,314.7812755,314.1875723,316.992155,312.7950327,316.297291,310.7456789,306.7823583,305.4354744,296.6389118,294.2574292,286.1166831,282.5553075,263.0028062,271.3408351,256.0633932,254.0971276,264.3581255,262.6351493,273.1279897,271.2809605,278.5184978,280.3982289,285.5843078,284.4547633,290.3525125,288.362407,291.5485476,290.5645005,289.9058524,289.2397635,282.1953793,283.1975457,273.560739,272.753797,266.5267341,263.2737561,254.1060848,256.7306489,1125.419559,31,37
0.724862666,0.652667201,0.70212235,0.629441109,0.370462452,0.33273739,0.288055603,0.229125421,0.286041926,0.231856518,0.285933293,0.2195651,0.287307672,0.213550178,0.2923032,0.217030225,0.290267046,0.224853167,0.291326137,0.250292965,0.318106813,0.247169739,0.498004585,0.528674746,,,,,,,,,,,,,,,,,,,,,,,,,26813,255.0010441,257.6734934,262.7100538,266.4982591,291.6108053,292.7947966,305.8105727,312.1202753,316.626175,316.4874431,321.8130363,315.6513224,321.7439946,314.0622471,320.7138366,312.8261493,307.9072398,305.9502171,291.1551897,295.1197843,280.1470462,278.9117755,258.7487312,263.191101,249.9761527,248.9931636,253.4323846,254.4906371,269.9156666,270.8606243,279.5748077,281.047976,286.8788803,287.2559838,292.2568488,290.5891347,292.7303684,293.8567184,290.3983701,290.7012811,281.5355303,282.5322892,272.5696514,273.2753109,265.4503869,261.7968014,250.3639236,253.133875,339.9415192,42,37
0.449445032,0.515464886,0.538073106,0.385155419,0.304875409,0.226162892,0.190511318,0.189336078,0.186170544,0.178907643,0.183459289,0.177425938,0.185662572,0.192470254,0.184742449,0.188836994,0.18536815,0.182757404,0.181952781,0.204703628,0.18849291,0.239951724,0.281569159,0.493932402,8.7,6.2,4.996889031,5.857929228,3.621326705,4.862243298,2.959021809,4.245351798,1.514783973,4.368626062,2.139775192,17.93843742,3.741531201,26.58475742,3.192114451,29.12637841,2.978217951,14.11780927,4.563171905,4.488225409,5.685481271,4.803252899,4.756793203,5.642362924,24720,261.9763219,260.3289161,271.5184664,277.2834901,292.8193666,293.8977138,304.1466749,307.5801632,314.5189449,312.0671481,316.635633,308.5610645,315.8838234,305.9358538,314.8527594,304.2556956,305.5711627,300.3208118,292.325765,292.452903,283.3913898,279.3198526,267.328851,263.1178032,253.5278437,251.9829634,258.464474,258.6420416,271.2610893,271.6206255,279.8535477,282.538191,287.4603858,288.2747,292.0902131,290.9410514,293.2516272,292.1561949,292.3078602,290.3300777,284.3135349,282.9235023,274.9178853,274.5004035,269.0168483,263.3639767,256.3229799,255.3888735,382.141293,44,37
0.732609052,0.67326206,0.703296643,0.664482176,0.391399208,0.387167971,0.226357855,0.21091308,0.231370633,0.206274855,0.229108724,0.204426407,0.228019536,0.205567739,0.229358676,0.203742533,0.236257254,0.218085832,0.233173391,0.225961966,0.258213985,0.253240883,0.479019038,0.523192024,,,,7.920833333,4.3044,3.756609524,3.159533333,2.968666667,1.160357143,2.808,1.107657143,10.0088,3.164928571,11.61455354,2.738071429,6.937333333,2.189928571,3.351606061,4.427866667,3.944033333,5.433933333,5.756319048,5.268,5.2202,27096,255.7365634,258.1121541,264.2134563,265.5043538,287.747372,287.7079384,303.2121616,307.6882776,312.235533,312.6887567,315.1586426,310.0470012,314.1888011,309.1927328,313.2093345,311.5671203,303.8643491,303.6215695,287.7648365,292.5544715,278.8629367,277.1758619,262.3885408,264.1704976,248.0143342,247.8061619,252.0754548,253.1522021,268.7842957,268.3515705,277.5056802,278.7312781,284.3871062,284.232336,289.8600241,287.3112544,291.0802571,290.7642004,288.19938,288.7680509,279.8573287,280.2526595,271.2029739,270.8725492,265.6025039,260.0372039,250.6305773,252.3419244,536.3698544,22,38
0.533863938,0.54236089,0.600282014,0.397427735,0.491606679,0.202048634,0.180968547,0.182400295,0.181117218,0.185645338,0.181274041,0.180440422,0.190427422,0.189147668,0.203910056,0.188914757,0.184867372,0.191612806,0.187441672,0.216196553,0.219257767,0.248662055,0.436277277,0.507952394,,5.499552906,5.112302228,6.161163927,3.705537294,5.30874938,3.293176496,4.384471121,1.394194392,3.182462426,1.665086015,9.034526623,1.86355167,14.14779414,1.389874238,14.30043854,1.32919218,7.515461805,4.454472016,4.142469116,5.884302825,5.258653844,5.971682916,5.820459531,24564,260.8720329,259.7508205,268.7447819,276.0807799,292.6321203,294.1425692,305.0264233,308.0763768,313.7351884,312.5618828,316.0172135,312.4286416,317.2065085,310.365032,316.9840466,307.8707903,306.0898476,302.4466495,291.6431368,292.6049808,283.5298188,278.6224042,261.6409636,263.512343,255.1069445,251.4877558,257.5092852,258.2698056,271.7721792,270.4007018,277.5315413,280.781442,286.0602962,286.3358958,290.6996881,289.6299376,291.8019022,291.3497065,290.7749343,289.5394347,282.4272137,281.5073403,273.7993166,272.6638263,267.2484717,261.6206506,253.6430247,254.3740827,493.5849134,51,38
,0.64048128,0.620329068,0.625460192,0.242811621,0.374363951,0.184398566,0.180570881,0.191059532,0.182834684,0.184359594,0.175593892,0.182940953,0.185590239,0.183076716,0.182014956,0.186212665,0.181064619,0.179702766,0.18890822,0.210219268,0.329482331,0.531897084,0.589513836,,,4.9,7.01410751,3.099804976,3.137790986,2.010316594,2.242077069,0.681067039,1.93197624,2.056479749,8.744516122,4.359524098,12.30878618,3.206899968,15.31833577,3.051548601,7.544338644,3.446418405,3.063998733,4.989124751,5.347494801,5.494530444,,25227,254.990452,258.1934175,263.2478204,265.7526344,290.6456413,288.725091,304.2151792,309.1282035,315.1322013,314.2268503,317.3468452,313.5791663,316.0924034,311.2180174,314.4522023,309.2885319,305.4919373,303.1538335,290.2863128,293.0950137,280.5358013,276.5070984,257.5783464,259.5982272,248.9344848,245.7678452,252.5792646,253.4935341,270.8592188,270.1182173,277.9571595,280.4180485,286.0291152,285.9109311,290.7476008,289.1952562,291.0467228,290.6103739,289.0340434,288.2734274,280.6124389,280.544488,273.4099716,271.6407077,267.6240884,259.9677781,250.7867597,251.0571234,334.4729096,21,40
0.754764637,0.676364656,0.763011576,0.692289452,0.554928771,0.467022033,0.249665998,0.242530724,0.255204362,0.237769805,0.257611025,0.219907297,0.259055693,0.203836733,0.257826629,0.201111168,0.260874839,0.210229351,0.268708625,0.252836084,0.282551194,0.35835984,0.598362087,0.634453655,,3.916393443,,5.689630931,3.875658963,2.71297871,3.352912424,2.444836034,1.315781268,2.11962197,0.81168444,7.044107908,1.321160548,17.10648079,1.013762318,17.84028125,1.229987919,6.986727968,4.264198914,4.39846151,4.838951595,5.436044537,,,27841,254.6684408,258.1963499,260.9816226,263.8757106,279.0857251,282.1452749,298.978308,302.6703566,307.8621199,307.8534747,312.2128292,309.2263417,312.1693606,305.566238,311.3334293,303.1740283,302.0626971,296.7329758,286.7042797,286.9858122,276.9927374,273.3436469,256.4627635,260.2730398,247.1934483,249.5030574,251.0159834,253.6486269,265.3959169,265.9921219,276.2974391,275.1652111,282.3874241,282.3075701,287.574636,285.7992729,288.5882305,288.7184731,286.1685955,286.4418097,278.005086,278.6639166,269.9538542,270.1698735,262.6343161,259.7826399,250.3685309,252.0104586,596.18693,47,40
0.747298379,0.61911044,0.681957247,0.686979003,0.443468292,0.334834492,0.141618293,0.175712687,0.141408135,0.170050841,0.138523275,0.161626662,0.139545216,0.16092759,0.13990221,0.162077666,0.145594633,0.172829252,0.212447907,0.191203453,0.416429583,0.481940911,0.748242977,0.634826716,,4.9,5.2,5.812993321,5.386284348,3.248215476,4.683219321,2.889627443,1.929397684,3.094637593,1.287037939,5.508912387,1.019162402,10.63977632,0.591474184,8.769023295,1.08635556,4.115384191,4.065647608,4.453453785,4.527491548,4.704773325,,4.264911576,27324,258.695465,261.6191494,263.8500404,266.9416238,281.8224313,286.433255,297.9045101,303.5116013,311.3098407,307.914164,313.9659655,310.7992824,317.7159257,310.8867809,315.4551871,307.3165687,305.8222597,300.340085,286.3598247,288.6140902,274.2161036,270.2696874,258.5577237,262.9093228,253.0623082,254.2295849,256.4761654,258.0882035,266.6898115,266.9106229,274.8606478,274.7022544,281.7863256,279.8177396,286.6155017,284.3181879,287.090631,287.613389,285.9052218,285.1386612,277.3972989,277.8686042,268.3787741,269.5127016,262.1429776,260.3518357,251.9512229,255.8452149,1094.542404,19,41
,0.613010028,0.628688123,0.598081428,0.244406431,0.283876737,0.16188869,0.173545392,0.167543049,0.17758087,0.165528726,0.173455462,0.166778902,0.185599109,0.16737789,0.185535429,0.169242713,0.186013,0.168079492,0.198891749,0.193923561,0.300050738,0.409222123,0.553571927,,,4.933507171,6.593212405,2.376088696,3.142200837,1.736570656,1.873216272,0.64008601,1.597631833,0.620127688,10.44089324,0.690231128,14.15910491,0.277384694,17.23497894,0.392815642,8.385547872,2.989760735,3.042926366,3.985081036,5.245317265,5.266688407,5.54323627,25691,254.8929476,258.5672979,262.7407006,266.5541067,289.789875,292.3800944,305.8296186,311.0384177,317.9953769,316.2301871,322.5697934,315.4548057,323.4801716,312.8997108,322.6242626,310.8556671,310.8095558,304.2808888,291.1728541,294.3637684,280.523899,277.0764831,262.8090791,260.1246087,247.1555454,246.5058618,251.9782121,253.7165768,270.7924329,269.8607046,278.1663613,279.9826735,285.7354208,286.1917795,290.6599753,289.2367793,291.9241301,290.4690072,289.3261951,288.1076663,280.3805383,280.8751001,273.5835279,271.0526712,266.472342,259.9051592,250.2671814,251.9394444,311.5625643,59,41
0.702434866,0.666282452,0.662736718,0.663944921,0.335699251,0.320628556,0.200847426,0.224686573,0.207237351,0.222995509,0.218025217,0.207272046,0.215915742,0.203572707,0.217355337,0.198519828,0.211785489,0.201177214,0.20778001,0.218129124,0.281096907,0.264907244,0.624148921,0.622446526,,,,5.308113043,3.066512556,2.470085486,2.190708041,1.843299866,1.119058145,1.88385381,1.140233039,5.925364026,1.340105973,8.311509124,0.752330841,10.56415671,0.986135923,5.21924495,3.090578729,2.876226603,4.216984355,5.095408486,,6.4,24452,255.2911622,257.4313616,262.8041377,265.7461688,285.9709278,289.033726,302.0559294,308.9434581,312.4137407,312.6363577,317.2732065,312.7129645,319.8359572,309.8477449,317.209198,309.2983266,307.0442855,303.7768726,292.2965814,293.3130916,281.1794976,277.6144424,257.7703427,258.8398692,248.2152308,245.5631087,251.4199398,252.5708916,270.5044811,269.8306502,277.7804596,278.8589118,283.8764623,284.2258194,288.9985447,287.7132314,290.4627532,289.6071994,287.9466931,287.4525212,279.1564228,280.0516487,270.9893179,269.9539634,264.5479296,259.9525127,248.0872216,250.2785856,451.9506726,6,44
