Albedo_01,Albedo_01_1,Albedo_02,Albedo_02_1,Albedo_03,Albedo_03_1,Albedo_04,Albedo_04_1,Albedo_05,Albedo_05_1,Albedo_06,Albedo_06_1,Albedo_07,Albedo_07_1,Albedo_08,Albedo_08_1,Albedo_09,Albedo_09_1,Albedo_10,Albedo_10_1,Albedo_11,Albedo_11_1,Albedo_12,Albedo_12_1,ET_01,ET_01_1,ET_02,ET_02_1,ET_03,ET_03_1,ET_04,ET_04_1,ET_05,ET_05_1,ET_06,ET_06_1,ET_07,ET_07_1,ET_08,ET_08_1,ET_09,ET_09_1,ET_10,ET_10_1,ET_11,ET_11_1,ET_12,ET_12_1,Id,LST_Day_01,LST_Day_01_1,LST_Day_02,LST_Day_02_1,LST_Day_03,LST_Day_03_1,LST_Day_04,LST_Day_04_1,LST_Day_05,LST_Day_05_1,LST_Day_06,LST_Day_06_1,LST_Day_07,LST_Day_07_1,LST_Day_08,LST_Day_08_1,LST_Day_09,LST_Day_09_1,LST_Day_10,LST_Day_10_1,LST_Day_11,LST_Day_11_1,LST_Day_12,LST_Day_12_1,LST_Night_01,LST_Night_01_1,LST_Night_02,LST_Night_02_1,LST_Night_03,LST_Night_03_1,LST_Night_04,LST_Night_04_1,LST_Night_05,LST_Night_05_1,LST_Night_06,LST_Night_06_1,LST_Night_07,LST_Night_07_1,LST_Night_08,LST_Night_08_1,LST_Night_09,LST_Night_09_1,LST_Night_10,LST_Night_10_1,LST_Night_11,LST_Night_11_1,LST_Night_12,LST_Night_12_1,ele,gc,stable
0.263238755,0.249637503,0.25914701,0.253197957,0.258143467,0.249904316,0.253016556,0.240233825,0.225155978,0.229462344,0.215924784,0.215668401,0.215249345,0.211403775,0.214005378,0.214235218,0.206309073,0.213760016,0.223908139,0.240327477,0.227533217,0.250981972,0.293478991,0.249180249,5.231073763,6.252771242,3.612111345,4.818105509,1.504261204,3.567941176,1.55680719,3.225689542,3.007309174,3.404790553,5.537913165,8.743520499,5.743918067,10.9832015,3.129485294,11.02211007,3.14185049,7.387032086,3.071356209,4.194949891,4.201744164,4.429648693,5.580808824,5.209098973,6982,278.9839702,278.742075,285.525299,289.5193564,295.3044306,298.3959003,299.783461,308.4339163,305.5588994,308.5255774,308.2274851,311.656312,312.008391,311.1478949,313.8335848,309.2975799,302.9980189,303.5603815,296.9835398,294.9202993,286.8243518,286.4213043,276.2662615,279.4084878,259.2211947,254.982616,261.1214433,260.6732784,268.2538898,267.4564086,274.1481271,274.8403387,282.0151774,280.0590404,287.0515961,285.2765784,288.5773116,288.1328614,285.9996789,286.2274001,278.1013365,280.7156946,272.2786549,270.9134586,265.1502377,262.1418796,257.5325653,256.3358856,1387.409493,5,8
0.526438186,0.564618184,0.556950717,0.487309027,0.333739534,0.315562597,0.181676305,0.16514642,0.193960524,0.16750228,0.191250185,0.166105947,0.193456999,0.172196495,0.19422556,0.172622262,0.201475319,0.177834846,0.198587623,0.179885743,0.338684954,0.371290175,0.542316299,0.541661848,5.276666667,5.433333333,4.757174888,5.555959596,2.665925926,4.271219136,3.54882716,4.040314815,1.719571759,4.647622896,2.684021164,5.474969136,3.042519841,4.810018238,1.581481481,4.469189815,1.573402778,3.679284512,3.748589506,3.414619342,3.711541667,5.173915344,,,23606,260.4509392,261.5162959,266.5912037,268.7139669,285.3318596,287.0705377,297.584963,305.8359407,308.4916667,309.443979,311.1424574,313.0468102,312.5668326,314.5208819,311.2589985,312.2169429,303.1917106,302.6443171,289.1401327,290.4331824,278.0538207,275.7918373,260.9467662,261.7622452,251.4269213,251.5659244,256.1307759,258.2847294,272.6616684,271.2328573,278.2933463,280.5366444,285.4577744,285.0444958,289.9720549,288.7572182,291.6254355,291.9249606,289.9356559,289.881598,282.3457855,282.6881381,273.9157549,273.6623852,268.7361838,264.3161825,253.6586535,253.5594806,814.1166667,5,9
0.703623263,0.665464649,0.690226264,0.668731283,0.433820765,0.295718283,0.211049138,0.209616227,0.216065937,0.213058599,0.210908192,0.207385167,0.213865887,0.214975914,0.216989576,0.216534194,0.213987139,0.212950417,0.210981264,0.21256966,0.347674645,0.368878957,0.621096776,0.583839769,,,,,2.990925,2.9163625,2.523591667,2.343855556,1.57865625,3.163065909,3.602267857,4.969380682,3.0543125,4.70028447,1.559,4.351854167,1.30921875,2.543015152,2.662504167,2.753689484,3.040795833,4.784264565,5,,23978,258.43745,260.2467792,265.43965,266.6765688,285.5231375,290.7812958,303.458545,307.2646775,310.9323182,311.2287114,313.66719,314.6361229,314.4525688,315.9014479,314.9921113,314.2412729,308.2828104,306.052925,294.6188083,293.962885,281.1206426,277.6599793,259.4114841,261.9745741,247.7682625,247.9986542,252.9495,254.7506208,269.6090682,269.9459131,276.05308,277.2019,282.7712,281.6833386,288.31702,285.9254833,288.9042,289.1759979,286.7538826,287.1177688,279.4118417,279.6637771,270.5492342,270.59282,264.6623034,260.8262475,251.9293361,251.3928354,791.5225,5,10
0.76836261,0.65906949,0.699318377,0.635934786,0.440326044,0.280077192,0.173777722,0.173206738,0.1805984,0.178570149,0.175175468,0.17115295,0.181697287,0.17527443,0.179200646,0.179029977,0.180072367,0.180627243,0.200807807,0.188183952,0.320165291,0.390685484,0.751624164,0.597111129,,,,9.9,8.851487428,9.644025392,9.156091611,8.877714712,10.09874907,10.87739154,21.22382908,15.45703883,11.9826643,15.53352626,5.386277072,12.66512945,3.106954817,7.4088001,5.741162559,5.376557132,6.078335823,6.176563889,,6.007729649,23384,262.5737515,267.0941231,270.003301,272.6677841,286.2630036,290.192209,297.4745208,302.811466,302.0008568,306.9064871,303.1881867,306.9416604,307.3416922,310.0691299,310.9903074,309.3759018,304.8543745,302.0152247,290.422221,292.0471591,280.7439422,277.5125899,265.4974446,269.0333315,256.5320892,257.2173064,260.8659447,262.8329101,269.7544103,270.5226413,276.1827767,277.4391011,282.5383913,281.7693296,285.9351143,284.8002794,286.3676711,287.7797044,285.4941293,286.1228361,279.3728566,279.0312503,273.1454269,272.1068447,266.926787,265.121825,257.4694077,259.8295609,1267.957431,5,10
0.228983295,0.188885245,0.21249508,0.18258832,0.181779653,0.170299864,0.186701658,0.173991821,0.13756202,0.155449485,0.113687189,0.13994996,0.142580254,0.149211472,0.150730989,0.152643431,0.16297363,0.15576116,0.187236496,0.176788579,0.172632082,0.164595102,0.221388156,0.172977657,6.23654465,6.633196184,5.302131939,6.145810826,2.227410642,3.396950542,2.147425583,3.083569992,2.61575681,3.413193886,6.447293415,8.510901046,21.92130933,20.25105927,16.02262384,18.04556852,5.639156419,7.992147541,4.379914186,3.98160237,4.703907597,6.007347814,6.314541432,5.607079646,7027,277.9087329,277.9163659,284.3205406,286.2304827,290.6107862,293.9224088,296.3856782,303.8452599,300.5043297,305.8414927,300.7347916,306.3885847,302.7810298,305.2189843,301.1024188,303.1948667,297.4837213,300.4414481,292.9342178,292.7810389,283.0721755,283.3097332,276.9279869,276.9043875,260.5965406,259.6278555,264.4603262,264.8072017,271.1556034,270.2506399,275.8317603,276.6449075,285.5607431,283.4933665,291.2468126,289.4218195,291.7715983,291.3753654,288.9853158,288.6038142,281.7511967,283.4170542,274.6209815,274.5502776,268.3795087,269.1040807,261.6397973,262.0356458,1103.948512,5,10
0.310276154,0.322903245,0.207920157,0.208167227,0.2129431,0.18950429,0.203583346,0.184643049,0.19061958,0.188191477,0.187876553,0.18042549,0.18680178,0.176827898,0.190955077,0.184446035,0.185843612,0.172835379,0.18791782,0.181792973,0.232544132,0.24762164,0.311088969,0.334061732,5.601924077,6.379925897,5.274481279,6.479882624,3.473120961,6.672053018,4.659157566,7.173822153,4.705830733,7.644759609,9.090472476,13.74607739,10.51038417,16.42900416,6.299938712,12.31786921,5.238678404,9.351631565,4.31475559,6.860546889,4.980015043,4.910891186,4.801950078,5.29923947,6963,276.8778142,275.9837577,285.040234,287.5916779,295.2179847,296.2967531,299.4874228,303.9546833,302.9778301,303.9856574,305.4065523,304.5676567,306.5884295,306.3673875,308.075816,306.0383483,298.4502945,299.3846308,293.6623365,292.6285515,285.53422,285.1200854,275.5047153,276.0062003,259.296486,257.1936378,261.9538679,262.7196891,268.1754329,267.8642763,272.9228144,274.9818151,279.3449142,278.9419997,284.5354025,283.5158269,286.831974,286.9027217,285.1466854,285.5068097,278.1642122,280.1754719,271.7001199,271.4359984,265.5723757,265.1765618,259.9966902,258.6689458,1937.324493,5,11
0.237384314,0.192430242,0.230388766,0.202489644,0.232034885,0.192191304,0.219335556,0.184962487,0.206834409,0.183875269,0.1937725,0.167633333,0.189606256,0.167756989,0.187275,0.166569892,0.187897778,0.169293333,0.205326882,0.189047312,0.218602012,0.179364078,0.324793238,0.198161428,5.419833333,5.74347619,3.98,4.189272727,1.618690476,2.181393939,1.873333333,3.558,3.488571429,3.933636364,5.285714286,12.643,7.42,22.865,6.6975,17.5,4.036666667,8.344090909,2.620666667,3.469777778,3.603571429,3.790555556,4.923333333,4.6735,9605,277.1295,278.0864182,283.9162667,287.8826667,294.28,297.1668182,299.8,307.3912,305.5197818,309.4205455,306.6396,307.2836212,310.5533333,306.8821667,308.8273333,305.057803,301.2541818,300.6726667,295.2376667,293.9634,285.9480909,283.5302909,272.6854182,277.0778333,259.5525,257.3681667,261.9948,263.276,269.755,269.4421667,275.8104,278.1698,282.9487273,282.4585273,288.4884,287.7211515,290.2458333,289.899,287.0607727,288.4441667,280.1233333,282.5306667,272.6802,272.0528,266.2123182,265.8294545,260.0420889,258.8776515,1403,5,11
0.210824025,0.229124567,0.222406267,0.204881222,0.224349898,0.200425661,0.208037352,0.188310146,0.201340115,0.189834103,0.178195757,0.180856458,0.168184492,0.174048655,0.17250153,0.171749701,0.18724245,0.17733262,0.203897523,0.206942356,0.218304814,0.222222596,0.228573371,0.219733835,5.289590444,6.244102552,3.389208191,2.983353649,0.382182025,1.46377996,0.363187713,1.48299935,0.513945636,1.235302513,0.932940029,3.792013652,2.90020234,5.303669976,2.023822526,7.269897611,1.944667235,5.598753232,1.056116041,1.865082074,2.16734601,3.050007925,6.660552764,5.392833983,13770,276.2704455,277.2024441,282.4180842,283.874328,295.2900386,294.1072826,302.048062,304.8911317,309.4453987,310.400986,308.577686,311.4605284,310.2622105,309.9296416,310.0255195,306.9297816,304.7238129,302.7141669,296.7312228,295.80198,287.5749375,284.7852608,275.2013996,277.6584921,257.2322964,258.3162666,263.0764796,265.87234,271.7346213,272.6366132,279.0180887,280.1620489,284.7492647,284.2709692,288.9874157,288.5611466,289.7727203,290.3096503,288.7220389,288.5330363,282.3445887,283.6913714,274.1448498,274.0536102,266.1583239,264.5100757,257.3173187,259.3557366,1032.675768,5,11
0.220864706,0.230635201,0.232592468,0.225930054,0.206279557,0.191328601,0.191418454,0.185655401,0.184711676,0.185013312,0.165591365,0.17773779,0.168655053,0.174006225,0.173565974,0.164570265,0.179795227,0.178162398,0.209064048,0.207624641,0.223999337,0.219638173,0.236785762,0.231716372,6.580108557,6.0573903,3.062625096,3.841828329,0.446073903,1.342571667,0.379137798,1.387703362,0.420950181,1.212877038,0.601066755,2.069494016,1.474461124,3.075455479,1.208285219,4.167949705,1.485421478,4.213786246,0.770631255,1.506235566,2.806966898,3.650006843,6.555259823,5.577244248,16735,275.1146525,276.7501666,283.5205132,285.288087,294.2729792,294.685312,300.722407,305.3723131,310.8708321,310.8260973,312.2602587,314.6420326,315.6118123,314.2392565,312.3492687,310.1435213,305.7835226,304.5454215,296.7437003,296.0671624,288.1263995,284.4080578,273.9502005,276.581864,257.2077161,257.0094534,263.2468114,263.2878753,272.7109276,272.3489545,277.7023264,279.530097,284.8273567,283.0760466,287.7972071,287.1864088,290.3675789,290.1475719,289.0134073,288.0617578,282.8770497,283.0162041,274.358465,273.3309954,266.8875656,263.7488019,257.836858,257.9906229,962.8591224,5,13
0.280212596,0.237479499,0.262395926,0.232148239,0.247592181,0.224811066,0.244954391,0.209389693,0.22663914,0.197690742,0.204021196,0.186075508,0.207307164,0.187803225,0.210520508,0.188502204,0.219713311,0.19379374,0.241447312,0.20704086,0.259895556,0.230791905,0.265141192,0.240312088,3.508333333,3.958333333,2.833333333,1.312929293,0.28,0.819507576,0.546666667,2.056388889,1.065625,3.130681818,0.779166667,4.019318182,2.856696429,3.389583333,1.634375,3.846401515,1.826339286,3.314583333,0.550833333,1.234444444,1.122767857,2.999722222,4.879166667,3.945487013,2657,281.5011429,281.746,287.8315556,290.786,299.8573333,300.1706667,307.0236,306.6664,310.5869091,310.4007273,310.0111556,310.9706667,312.6485,313.8526667,311.7655,310.5091667,309.118,307.1683333,302.7894667,299.1032,293.2880909,289.9665455,281.0498939,281.2751667,259.4962143,259.599297,265.0652,266.1878727,273.0943333,273.4141667,279.9156,280.1457556,284.9789091,284.0205455,287.8824,287.9713636,288.3303333,289.9773333,288.7152727,288.4033636,281.807,282.8588333,274.3891333,273.1762,267.1347273,265.6557818,260.8195455,259.8594848,1384.2,5,13
